valgstedid;voters;votes;a;b;c;v;year;vsnavn;komnavn;kredsnavn;kontanthjaelp;arbejd;boligstoer_kvm;ejer;formue;indkomst;indkomst_80pct;_merge
153002;3518;2778;1018;54;49;321;2015;Tjørnehøjhallen;Brøndby;6. Brøndby;.038876147;.537155963;75.97204019;.233289646;437248.9679;392617.2487;606366;3
153003;3044;2526;836;55;41;280;2015;Lindelundshallen;Brøndby;6. Brøndby;.037281258;.546284555;85.54421769;.172048193;466673.7614;405592.6262;604885;3
153004;5510;4463;1681;131;72;427;2015;Nørregård;Brøndby;6. Brøndby;.038769147;.511725634;87.33574754;.186756337;500172.1949;387823.9262;1124901;3
153005;8438;6328;2099;280;96;672;2015;Kulturhuset Brønden;Brøndby;6. Brøndby;.041551949;.590928851;103.5307373;.301261261;553853.97;461001.7368;1388409;3
155001;3805;3432;770;200;247;727;2015;Dragør Skole Syd;Dragør;12. Tårnby;.018320072;.637424986;122.0084553;.74089973;2811957.884;650343.2573000001;1032260.5;3
155004;6311;5679;1213;268;281;1245;2015;Hollænderhallen;Dragør;12. Tårnby;.023738497;.640355897;118.8968649;.6685557760000001;1842067.733;586955.4334;1647278.5;3
157001;5342;4862;816;372;559;1131;2015;Jægersborg;Gentofte;1. Gentofte;.018322148;.68590604;120.6780715;.622869538;3029761.628;767149.4203;1124447;3
157002;4433;3995;916;368;267;673;2015;Munkegård;Gentofte;1. Gentofte;.025751786;.6736999500000001;89.90820921;.622452504;1763569.43;537978.4843;825601;3
157003;5201;4426;767;457;490;941;2015;Rådhuset;Gentofte;1. Gentofte;.018027497;.7265712680000001;127.6386861;.594545455;2745330.989;810625.9967;1169629;3
157004;5277;4415;963;316;335;696;2015;Bakkegård;Gentofte;1. Gentofte;.03670783;.632243181;85.42966534;.432952328;1193209.284;485423.3198;769888;3
157005;5017;4550;832;538;447;845;2015;Dyssegård;Gentofte;1. Gentofte;.024125452;.752177992;115.800748;.711447811;2738917.125;736054.64;10915475;3
157006;5617;5174;798;518;587;1218;2015;Maglegård;Gentofte;1. Gentofte;.015122754;.703872437;128.28315;.564991334;3480193.443;829042.9444;1133796;3
157007;6029;5433;917;479;461;1171;2015;Hellerup;Gentofte;1. Gentofte;.021519757;.699331307;119.1967926;.405237581;2298657.776;727065.8037000001;1032030;3
157008;4394;3950;617;327;415;893;2015;Ordrup;Gentofte;1. Gentofte;.019917695;.657777778;105.9037755;.474683544;2302227.756;642246.4122;9070755;3
157009;5019;4534;619;392;499;1108;2015;Skovshoved;Gentofte;1. Gentofte;.019179986;.718554552;120.7220796;.599616246;3305669.795;825180.9828;1154193;3
157010;4586;4072;605;316;493;924;2015;Skovgård;Gentofte;1. Gentofte;.020712909;.632305716;101.0757717;.459467822;2365954.234;652196.0452000001;859724;3
159001;4801;4144;1101;328;205;647;2015;Bagsværd;Gladsaxe;3. Gladsaxe;.022363204;.575733545;87.13244417;.495545315;1403085.471;501225.4076;770970;3
159002;6226;5278;1595;313;147;671;2015;Hovedbiblioteket;Gladsaxe;3. Gladsaxe;.032740301;.617123795;78.04886856;.362695548;698360.3279;437251.2854;1317562;3
159003;5899;4939;1452;236;133;722;2015;Egegård;Gladsaxe;3. Gladsaxe;.029898966;.633106203;82.82974864000001;.379907025;846169.7293;455127.1821;723316;3
159004;6360;5395;1658;369;118;569;2015;Grønnemose;Gladsaxe;3. Gladsaxe;.03486171;.624355873;91.44212524;.315864359;804978.9178000001;467470.2284;1385311;3
159005;6273;5292;1694;269;118;636;2015;Mørkhøj;Gladsaxe;3. Gladsaxe;.030063863;.609230028;83.20137475;.352390589;634511.8918;442292.0292;691538;3
159006;6097;5479;1605;483;207;813;2015;Stengård;Gladsaxe;3. Gladsaxe;.019598236;.701126899;84.1349481;.471020194;1271384.206;499090.9849;829998;3
159007;3773;3342;941;269;107;415;2015;Søborg;Gladsaxe;3. Gladsaxe;.028941727;.661274605;84.56872785;.408965788;953485.0998;482862.3822;757292;3
159008;4455;3796;1100;223;119;600;2015;Vadgård;Gladsaxe;3. Gladsaxe;.026395427;.627942165;84.4400289;.444805195;919013.9197;485424.8645;748447;3
159009;2377;1848;483;142;71;260;2015;Værebro;Gladsaxe;3. Gladsaxe;.040821256;.625120773;95.43956043999999;.279516749;913263.0718;460631.429;698430;3
161001;2286;2072;637;76;62;373;2015;Nordvangskolen;Glostrup;8. Ballerup;.024135783;.67642479;114.2723005;.629107981;1329455.701;602733.2918;871350;3
161002;2520;2089;572;89;64;339;2015;Sognegården;Glostrup;8. Ballerup;.030634236;.588054187;89.28744694;.429782082;903651.2785;461947.0575;706930;3
161003;4194;3380;1064;94;86;438;2015;Søndervangskolen;Glostrup;8. Ballerup;.037696924;.582333083;76.23463115;.294097578;528420.9232;399084.6141;610787;3
161004;3041;2456;945;62;23;182;2015;Vestervangskolen;Glostrup;8. Ballerup;.051336645;.449964514;67.388977;.065354331;206053.8175;322494.2175;455155;3
161005;1452;1347;279;53;41;410;2015;Ejbyskolen;Glostrup;8. Ballerup;.014769066;.680451128;144.1655172;.922865014;2470129.009;728026.3381000001;967643;3
161006;2638;2258;712;50;58;346;2015;Hvissingehallen;Glostrup;8. Ballerup;.037324356;.621487119;94.13001912;.215873016;540771.9769;453836.1167;690668;3
163001;6963;5766;1992;191;162;585;2015;Herlev Medborgerhus;Herlev;4. Rødovre;.038090365;.5636137530000001;77.42267207;.264496836;580417.4504;398456.1385;5621910.66;3
163002;6298;5700;2005;203;217;890;2015;Herlev Hallerne;Herlev;4. Rødovre;.025496436;.583601886;100.4621812;.45992418;1139228.939;508627.9892;979474.9399999999;3
163003;6487;5350;1613;210;161;619;2015;Kildegårdhallen;Herlev;4. Rødovre;.035859707;.62824163;88.56608430999999;.277528542;742648.9527;456868.9071;1194025.4;3
165001;4457;3838;1036;133;116;382;2015;Herstedøster Skole;Albertslund;7. Taastrup;.03822314;.655130854;84.09897611;.381780962;817715.9475;448406.6597;721902;3
165002;3218;2842;925;106;82;309;2015;Egelundskolen;Albertslund;7. Taastrup;.029952422;.591046713;105.6160317;.555665512;1126004.888;503281.433;743362;3
165003;3077;2413;740;146;33;168;2015;Herstedlund Skole;Albertslund;7. Taastrup;.049005387;.541027766;83.57673808;.19895059;242199.3379;373112.1728;570259;3
165004;3267;2555;899;74;39;128;2015;Musikteatret;Albertslund;7. Taastrup;.051651441;.569571328;84.28598848;.010356732;17880.58717;357126.6204;543073;3
165005;4282;3593;1236;179;69;287;2015;Herstedvester Skole;Albertslund;7. Taastrup;.033554572;.6693215340000001;102.2020934;.444041868;730229.0281999999;535009.9796;757483;3
167001;4021;3486;966;163;113;449;2015;Holmegårdshallen;Hvidovre;5. Hvidovre;.031749014;.619387563;74.47595988000001;.471516815;892193.5399;415007.0076;661282;3
167002;3277;2753;870;91;61;333;2015;Præstemoseskolen;Hvidovre;5. Hvidovre;.033803153;.611562351;77.50113173;.369397918;619827.1618;420974.2718;648785;3
167003;4345;3562;1170;94;67;366;2015;Sønderkærskolen;Hvidovre;5. Hvidovre;.035128603;.566545831;73.29456094;.196592398;451640.2128;372598.1622;599066;3
167004;4629;3904;1279;140;78;418;2015;Medborgerhuset;Hvidovre;5. Hvidovre;.032693912;.58265221;86.6114082;.351245552;828094.3674;444481.5352;696361;3
167005;5085;4427;1333;187;107;629;2015;Dansborghallen;Hvidovre;5. Hvidovre;.024796447;.643523316;94.59063342;.5700336700000001;1114783.936;522869.7815;774792;3
167006;5182;4400;1575;151;103;527;2015;Frihedens Idrætscenter;Hvidovre;5. Hvidovre;.02827294;.559322034;87.98883524;.356862745;930599.5643;445861.3986;706346;3
167007;5575;4733;1509;144;127;675;2015;Avedøre Skole;Hvidovre;5. Hvidovre;.023988401;.6207987350000001;111.2340352;.646174407;1400056.533;538973.3664000001;789944;3
167008;4684;3631;1036;142;74;355;2015;Avedøre Idrætscenter;Hvidovre;5. Hvidovre;.045159508;.6296091700000001;84.64996889;.13784539;215947.8026;414244.3258;617723;3
169001;2388;1734;488;47;80;199;2015;Selsmoseskolen;Høje-Taastrup;7. Taastrup;.062808146;.586709539;73.55932203;.287864964;349212.1643;364061.5311;550008;3
169002;3260;2763;832;116;164;415;2015;Parkskolen;Høje-Taastrup;7. Taastrup;.033437014;.591868474;97.88324873000001;.540729635;1038874.822;488619.0096;735395;3
169003;2467;2202;589;81;162;391;2015;Mølleholmskolen;Høje-Taastrup;7. Taastrup;.025359132;.62005277;127.4793388;.663410969;1549609.864;608276.0195000001;852735;3
169004;2120;1831;567;57;106;296;2015;Taastrup Kulturcenter;Høje-Taastrup;7. Taastrup;.025528811;.54595186;101.4224872;.607843137;1287934.529;513986.0385;773391;3
169005;1606;1451;472;28;80;235;2015;Borgerskolen;Høje-Taastrup;7. Taastrup;.021414822;.60346487;108.8520971;.835345774;1565514.3;556572.3267;790750;3
169006;4135;3149;862;172;145;382;2015;Gadehaveskolen;Høje-Taastrup;7. Taastrup;.048437269;.618130647;85.27898430000001;.524188204;584672.9444;444621.1212;667794;3
169007;3184;2675;899;51;90;344;2015;Rønnevangshallen;Høje-Taastrup;7. Taastrup;.034516051;.594014;80.53971962999999;.614845938;735613.2676;417683.0925;624070;3
169008;2769;2306;672;75;83;276;2015;Torstorp Skole;Høje-Taastrup;7. Taastrup;.040981625;.608317215;82.92322835;.15093412;146460.3402;394528.0376;598947;3
169009;1881;1655;368;65;88;344;2015;Sengeløse;Høje-Taastrup;7. Taastrup;.024673736;.653752039;133.1516854;.794055202;2033613.097;639051.0172;887289;3
169010;1881;1391;405;46;55;211;2015;Charlotteskolen;Høje-Taastrup;7. Taastrup;.054083541;.578241895;93.62162162;.293986637;450725.2737;425684.7382;677068;3
169011;3427;2920;815;91;101;471;2015;Fritidscentret Hedehuset;Høje-Taastrup;7. Taastrup;.02961402;.642413487;99.52874158;.690585242;835637.252;515436.654;765386;3
169012;2996;2720;760;95;156;479;2015;Fløng Hallen;Høje-Taastrup;7. Taastrup;.021520803;.674318508;127.9411765;.880026368;1352019.614;652417.2541;888256;3
169013;612;567;131;26;35;109;2015;Reerslev Skole;Høje-Taastrup;7. Taastrup;.022547914;.717023675;137.4679487;.768987342;1444164.18;711786.5498;922190;3
173001;4773;4045;927;305;245;747;2015;Lyngby Midt;Lyngby-Tårbæk;2. Lyngby;.027320279;.610480275;77.48934562;.298384361;955162.5108000001;451557.1182;643527.84;3
173002;4306;3668;1060;213;141;477;2015;Lindegård;Lyngby-Tårbæk;2. Lyngby;.026636607;.57748831;77.44496124;.150826446;684907.4396;387204.1696;590273;3
173003;4639;3998;787;307;263;720;2015;Trongård;Lyngby-Tårbæk;2. Lyngby;.018615336;.6878960710000001;80.46846847000001;.307805596;1307052.108;427876.2818;683841;3
173004;4983;4469;969;391;275;912;2015;Engelsborg;Lyngby-Tårbæk;2. Lyngby;.020769602;.668008372;90.90359477;.521865889;1677161.937;558886.4307;8430855;3
173005;1100;1025;221;103;78;192;2015;Taarbæk;Lyngby-Tårbæk;2. Lyngby;.017218096;.702903444;114.6596067;.577443609;3484767.614;754499.1414;10207355;3
173006;4741;4437;837;486;467;975;2015;Virum;Lyngby-Tårbæk;2. Lyngby;.013759432;.734724072;120.563197;.759183673;2960600.666;811740.9405;1179969;3
173007;3500;3252;772;374;251;627;2015;Hummeltofte;Lyngby-Tårbæk;2. Lyngby;.015107914;.669270298;109.8821311;.601603017;2358474.948;635179.6901;968229;3
173008;3852;3393;830;279;207;602;2015;Fuglsanggård;Lyngby-Tårbæk;2. Lyngby;.021293221;.615745263;86.48769575;.382493564;1200991.044;481505.3635;728724;3
173009;2165;2044;497;274;141;350;2015;Kongevej;Lyngby-Tårbæk;2. Lyngby;.009676839;.7114975770000001;110.5539264;.820241134;2538533.258;729397.0614;1064342.16;3
173010;4488;3905;1004;316;292;629;2015;Lundtofte;Lyngby-Tårbæk;2. Lyngby;.024681529;.614808917;92.30856587;.502748141;1672076.759;517268.127;787816;3
175001;3125;2732;813;145;87;390;2015;Ørbygård;Rødovre;4. Rødovre;.029942966;.620960076;90.40351785;.544749095;1095665.993;495582.1271;768914;3
175003;5772;4939;1591;228;146;598;2015;Rødovre;Rødovre;4. Rødovre;.03380511;.603624839;86.91974249;.443463413;987346.8731;468793.2633;1050890.01;3
175004;3733;2905;1071;82;47;247;2015;Valhøj;Rødovre;4. Rødovre;.048800349;.491878174;74.68323181;.075052822;207919.8888;324095.0138;4409554.73;3
175005;6206;5215;1767;207;119;571;2015;Rødovrehallen;Rødovre;4. Rødovre;.040259534;.557508763;74.60811407999999;.314370049;575507.8188;386583.2256;1299923.26;3
175007;4183;3510;1225;98;100;395;2015;Tinderhøj;Rødovre;4. Rødovre;.031905359;.576626636;88.40188679000001;.320648078;669137.1439;431104.9651;1329260;3
175008;3954;3426;1123;124;112;470;2015;Islev;Rødovre;4. Rødovre;.028420298;.6103639950000001;103.5010707;.625748503;1220471.693;525360.0923;786448;3
183001;1263;1126;278;53;38;225;2015;Ishøj Landsby;Ishøj;6. Brøndby;.026323565;.659655667;130.1045211;.743626324;1543623.578;649087.2466;937545.85;3
183002;2616;2250;830;51;48;277;2015;Vibeholmskolen;Ishøj;6. Brøndby;.035449831;.633334309;104.6237461;.574302143;861837.4714;520884.6842;746893.15;3
183003;3530;2779;931;64;39;265;2015;Gildbroskolen;Ishøj;6. Brøndby;.053225484;.606351108;98.91754951999999;.33394749;486020.9834;427578.2106;645535;3
183004;2585;1645;625;47;15;115;2015;Strandgårdskolen;Ishøj;6. Brøndby;.066058992;.571077427;81.23752494999999;0;-43561.67401;345935.6809;519504;3
183005;3499;2915;948;103;47;397;2015;Ishøj Bycenter;Ishøj;6. Brøndby;.035245594;.594300712;92.49411302999999;.662877303;918219.8555;463856.9305;692614;3
185001;4504;3960;954;123;114;588;2015;Vestamager;Tårnby;12. Tårnby;.028745928;.669543974;122.1225011;.797193878;1487513.549;594614.1926;813824;3
185002;5119;4560;1268;197;176;746;2015;Pilegården;Tårnby;12. Tårnby;.022521205;.655454811;126.2687428;.953770368;1803826.982;610674.6805;8527825;3
185003;4836;4041;1306;142;83;443;2015;Tårnby;Tårnby;12. Tårnby;.040318763;.534480038;82.08093409999999;.354678272;751084.7526;422808.5864;645273;3
185004;4100;3401;1036;132;75;446;2015;Korsvejen;Tårnby;12. Tårnby;.034531162;.605652255;88.04000000000001;.409842845;876970.5241;471082.8432;728934;3
185005;3636;3178;821;142;91;514;2015;Løjtegården;Tårnby;12. Tårnby;.022121212;.663030303;108.0972359;.788385827;1320944.042;554764.865;792153;3
185006;8519;7044;2176;209;143;739;2015;Kastrup;Tårnby;12. Tårnby;.043433875;.5298375870000001;71.24446267;.183232356;383781.8808;373030.4289;564072;3
187001;3315;2732;645;127;177;452;2015;Vallensbæk Skole, Multisalen;Vallensbæk;6. Brøndby;.037788121;.670656028;98.40690005;.6737696600000001;910588.2199;500543.0262;736883;3
187002;3120;2837;809;99;223;496;2015;Egholmskolen;Vallensbæk;6. Brøndby;.017485822;.650992439;112.6381766;.784414107;1759270.405;614128.3992;872408;3
187003;3906;3472;947;121;233;686;2015;Pilehaveskolen;Vallensbæk;6. Brøndby;.021415094;.631132075;112.3218288;.720430108;1566881.463;586122.4054000001;835327;3
190001;7194;6404;1661;571;401;1161;2015;Værløse;Furesø;5. Egedal;.021863912;.607910666;107.6261682;.567863806;1895176.36;580448.214;872187;3
190002;2553;2408;499;317;148;440;2015;Hareskov;Furesø;5. Egedal;.01568573;.730149917;138.2178218;.875569044;2946040.495;822420.576;1180322;3
190003;3432;3222;688;378;190;651;2015;Søndersø;Furesø;5. Egedal;.016461342;.700509771;123.7778381;.672638436;2291246.172;739757.0816;1047682;3
190004;904;833;236;77;39;117;2015;Jonstrup;Furesø;5. Egedal;.013317191;.647296207;119.301676;.690875233;2238675.831;659495.4793;972880;3
190005;4148;3848;865;320;257;833;2015;Stavnsholt;Furesø;5. Egedal;.015684435;.699653866;123.2686626;.646662372;2195641.565;716187.6105;999152.64;3
190006;5542;5061;1150;444;233;1049;2015;Solvang;Furesø;5. Egedal;.020212696;.659298329;116.3223533;.67384776;2105413.933;630725.6139999999;975898.36;3
190007;3616;2866;824;126;66;407;2015;Paltholm;Furesø;5. Egedal;.050107491;.599470812;99.01903367;.15752924;349770.4688;415166.2954;614963;3
201001;1912;1795;372;155;126;396;2015;Blovstrød;Allerød;6. Rudersdal;.011098779;.665926748;128.3753501;.790502793;2510149.563;687421.7815;959429;3
201002;3584;3199;799;238;214;513;2015;Skovvang;Allerød;6. Rudersdal;.023560209;.642368103;106.2626728;.4425023;1416377.632;558649.4068;827435;3
