"ValgId";"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_01. Arbejdsløshedsdagpenge";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_02. Sygedagpenge";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_03. Barselsdagpenge";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_04. Kontanthjælp";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_05. Revalidering";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_06. Aktivering";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_07. Folkepension";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_08. Førtidspension";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_09. Efterløn";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_10. Modtager ikke ydelser";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_11. Ledighedsydelse og Fleksjob";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_Antal personer i alt";"Boligstørrelse_Antal boliger_000-039";"Boligstørrelse_Antal boliger_040-079";"Boligstørrelse_Antal boliger_080-119";"Boligstørrelse_Antal boliger_120-159";"Boligstørrelse_Antal boliger_160-199";"Boligstørrelse_Antal boliger_200-";"Boligstørrelse_Antal boliger_Ingen BBR";"Boligstørrelse_Antal personer_000-039";"Boligstørrelse_Antal personer_040-079";"Boligstørrelse_Antal personer_080-119";"Boligstørrelse_Antal personer_120-159";"Boligstørrelse_Antal personer_160-199";"Boligstørrelse_Antal personer_200-";"Boligstørrelse_Antal personer_Ingen BBR";"Boligtype_Antal boliger_01. Stuehuse og parcelhuse";"Boligtype_Antal boliger_02. Række- og kædehuse";"Boligtype_Antal boliger_03. Flerfamiliehuse";"Boligtype_Antal boliger_04. Kollegier";"Boligtype_Antal boliger_05. Sommerhuse";"Boligtype_Antal boliger_06. Øvrige boliger";"Boligtype_Antal personer_01. Stuehuse og parcelhuse";"Boligtype_Antal personer_02. Række- og kædehuse";"Boligtype_Antal personer_03. Flerfamiliehuse";"Boligtype_Antal personer_04. Kollegier";"Boligtype_Antal personer_05. Sommerhuse";"Boligtype_Antal personer_06. Øvrige boliger";"Ejerforhold_Antal boliger_01. Ejerbolig";"Ejerforhold_Antal boliger_02. Andelsbolig";"Ejerforhold_Antal boliger_03. Almennyttig bolig";"Ejerforhold_Antal boliger_04. Lejer i offentligt ejet";"Ejerforhold_Antal boliger_05. Privat lejerbolig";"Ejerforhold_Antal boliger_06. Øvrige beboede boliger";"Ejerforhold_Antal personer_01. Ejerbolig";"Ejerforhold_Antal personer_02. Andelsbolig";"Ejerforhold_Antal personer_03. Almennyttig bolig";"Ejerforhold_Antal personer_04. Lejer i offentligt ejet";"Ejerforhold_Antal personer_05. Privat lejerbolig";"Ejerforhold_Antal personer_06. Øvrige beboede boliger";"Husstandsindkomster fordelt på afstemningsområder_100.000 - 149.999 kr";"Husstandsindkomster fordelt på afstemningsområder_150.000 - 199.999 kr.";"Husstandsindkomster fordelt på afstemningsområder_200.000 - 299.999 kr.";"Husstandsindkomster fordelt på afstemningsområder_300.000 - 399.999 kr.";"Husstandsindkomster fordelt på afstemningsområder_400.000 - 499.999 kr.";"Husstandsindkomster fordelt på afstemningsområder_50%-percentil for husstandsindkomst";"Husstandsindkomster fordelt på afstemningsområder_500.000 - 749.999 kr.";"Husstandsindkomster fordelt på afstemningsområder_750.000 kr.-";"Husstandsindkomster fordelt på afstemningsområder_80%-percentil for husstandsindkomst";"Husstandsindkomster fordelt på afstemningsområder_Antal husstande i alt";"Husstandsindkomster fordelt på afstemningsområder_Bruttoindkomst for de 20%, der tjener mest";"Husstandsindkomster fordelt på afstemningsområder_Bruttoindkomst for de 50%, der tjener mest";"Husstandsindkomster fordelt på afstemningsområder_Husstandenes formuesum";"Husstandsindkomster fordelt på afstemningsområder_Husstandenes indkomstbruttosum";"Husstandsindkomster fordelt på afstemningsområder_Sum af formue for de 20%, der tjener mest";"Husstandsindkomster fordelt på afstemningsområder_Sum af formue for de 50%, der tjener mest";"Husstandsindkomster fordelt på afstemningsområder_Under 100.000 kr."
"28";"265005";"265005";"36";"5";"2";"308";"327";"131";"226";"3";"166";"1084";"265";"135";"3859";"62";"6566";"250";"1859";"720";"438";"177";"15";"6";"308";"2809";"1687";"1169";"494";"90";"9";"838";"19";"2205";"387";"0";"16";"2218";"45";"3689";"526";"0";"88";"1316";"252";"1243";"9";"548";"97";"2964";"363";"2197";"59";"825";"158";"460";"342";"626";"559";"349";"3202975";"549";"398";"607209";"3458";"-";"-";"2701317312";"1375257166";"-";"-";"175"
"28";"265006";"265006";"36";"5";"2";"205";"278";"163";"68";"0";"72";"1381";"156";"172";"5108";"50";"7653";"173";"488";"1018";"807";"522";"215";"5";"199";"676";"2328";"2163";"1500";"772";"15";"1623";"1114";"314";"158";"0";"19";"4476";"2329";"483";"195";"0";"170";"2024";"184";"619";"10";"327";"64";"5357";"296";"1101";"77";"661";"161";"224";"179";"354";"348";"284";"543320";"578";"1126";"967862";"3187";"-";"-";"6758066227";"2109601634";"-";"-";"94"
"28";"265007";"265007";"36";"5";"2";"115";"210";"128";"24";"0";"42";"812";"109";"153";"2733";"40";"4366";"25";"242";"763";"544";"223";"46";"0";"26";"351";"1688";"1470";"683";"148";"0";"932";"854";"30";"18";"0";"9";"2533";"1748";"32";"19";"0";"34";"1283";"232";"215";"17";"76";"20";"3319";"406";"377";"31";"181";"52";"74";"103";"247";"227";"180";"534051";"505";"461";"815353";"1817";"-";"-";"2974988001";"1037081091";"-";"-";"20"
"28";"265008";"265008";"36";"5";"2";"84,37";"129,50";"73,58";"21,58";"0";"10,79";"351,22";"34,34";"62,79";"1590,28";"15,70";"2374,14";"15,70";"64,75";"259,00";"382,61";"131,46";"43,17";"1,96";"32,37";"89,28";"649,45";"1069,34";"392,42";"138,33";"2,94";"646,51";"227,60";"6,87";"11,77";"0";"5,89";"1816,90";"508,18";"13,73";"13,73";"0";"21,58";"669,08";"70,64";"108,90";"0,98";"32,37";"16,68";"1883,61";"168,74";"210,93";"0,98";"71,62";"38,26";"43,17";"41,20";"80,45";"102,03";"80,45";"613361,42";"222,70";"314,92";"886257,76";"895,70";"-";"-";"1607069375,54";"575740262,22";"-";"-";"10,79"
"28";"265009";"265009";"36";"5";"2";"43";"57";"31";"9";"0";"9";"174";"19";"31";"773";"3";"1149";"21";"30";"129";"160";"55";"38";"1";"33";"53";"339";"423";"163";"137";"1";"375";"16";"8";"18";"0";"17";"1033";"36";"23";"26";"0";"31";"369";"0";"0";"2";"50";"13";"1003";"0";"0";"4";"119";"23";"13";"22";"46";"51";"27";"5731255";"126";"124";"845228";"436";"-";"-";"796934869";"257851524";"-";"-";"27"
"28";"265010";"265010";"36";"5";"2";"376,12";"345,21";"204,58";"313,50";"0,01";"249,44";"982,18";"468,75";"85,60";"3780,96";"63,13";"6869,48";"287,51";"2476,39";"874,45";"156,17";"83,75";"14,36";"2,00";"354,59";"3478,35";"2237,58";"440,53";"302,15";"53,40";"2,00";"223,07";"255,83";"3260,40";"152,14";"0";"3,18";"745,79";"482,72";"5441,26";"195,20";"0";"3,63";"883,83";"84,18";"2119,48";"94,26";"636,58";"76,29";"1908,82";"132,07";"3653,33";"97,48";"968,45";"108,45";"682,43";"512,17";"786,44";"633,13";"310,39";"2742532,49";"495,25";"296,47";"5093372,18";"3883,67";"-";"-";"1352734550,37";"1333687577,54";"-";"-";"167,39"
"28";"265011";"265011";"36";"5";"2";"108";"160";"94";"24";"0";"28";"580";"74";"71";"2131";"22";"3292";"23";"192";"411";"371";"198";"138";"1";"28";"281";"905";"1052";"572";"453";"1";"890";"361";"40";"0";"31";"12";"2432";"658";"80";"0";"67";"55";"891";"122";"169";"44";"74";"34";"2421";"214";"298";"99";"176";"84";"104";"60";"169";"140";"134";"529487";"294";"391";"875329";"1313";"-";"-";"2158948996";"771745224";"-";"-";"21"
"28";"265013";"265013";"36";"5";"2";"252";"354";"247";"41";"1";"44";"806";"120";"139";"4445";"32";"6481";"17";"376";"715";"870";"398";"95";"3";"33";"626";"1598";"2526";"1344";"348";"6";"2111";"231";"10";"0";"116";"6";"5839";"396";"22";"0";"213";"11";"2225";"0";"19";"50";"151";"29";"6003";"0";"22";"58";"333";"65";"98";"125";"271";"285";"206";"602410";"652";"803";"891063";"2467";"-";"-";"4367610289";"1551434431";"-";"-";"27"
"28";"265014";"265014";"36";"5";"2";"88";"154";"82";"21";"0";"26";"364";"61";"90";"1689";"12";"2587";"15";"101";"297";"456";"112";"37";"3";"21";"129";"697";"1275";"332";"127";"6";"716";"277";"17";"0";"0";"11";"2001";"522";"33";"0";"0";"31";"758";"78";"95";"13";"52";"25";"2069";"147";"156";"16";"126";"73";"57";"55";"105";"98";"112";"5851855";"272";"301";"852529";"1012";"-";"-";"1540462865";"608821994";"-";"-";"12"
"28";"265015";"265015";"36";"5";"2";"99";"141";"58";"53";"2";"38";"727";"76";"115";"2381";"25";"3715";"27";"161";"395";"607";"268";"60";"1";"28";"232";"845";"1634";"800";"175";"1";"935";"549";"33";"0";"0";"2";"2557";"1099";"48";"0";"0";"11";"1030";"188";"257";"4";"25";"15";"2807";"308";"478";"20";"63";"39";"72";"85";"173";"190";"131";"5448945";"334";"489";"917473";"1510";"-";"-";"2644064391";"930706986";"-";"-";"36"
"28";"265016";"265016";"36";"5";"2";"86";"140";"60";"10";"1";"27";"313";"38";"68";"1533";"14";"2290";"4";"49";"203";"356";"165";"76";"0";"4";"74";"478";"956";"495";"283";"0";"731";"106";"10";"0";"4";"2";"2058";"193";"21";"0";"4";"14";"757";"34";"0";"17";"30";"15";"2090";"67";"0";"18";"75";"40";"38";"27";"78";"87";"81";"6176225";"254";"277";"876718";"848";"-";"-";"1376236614";"534188277";"-";"-";"6"
"28";"265017";"265017";"36";"5";"2";"157";"219";"123";"52";"0";"45";"708";"132";"117";"2795";"25";"4373";"42";"322";"524";"617";"240";"80";"0";"45";"410";"1205";"1658";"784";"271";"0";"1149";"457";"202";"0";"1";"16";"3210";"731";"397";"0";"1";"34";"1150";"98";"382";"1";"157";"37";"3162";"156";"681";"2";"294";"78";"166";"142";"231";"207";"165";"4968445";"450";"458";"809385";"1832";"-";"-";"2427438904";"1001867969";"-";"-";"13"
"28";"265018";"265018";"36";"5";"2";"41";"86";"30";"12";"0";"7";"136";"21";"24";"811";"12";"1180";"1";"14";"100";"178";"84";"41";"1";"1";"24";"216";"526";"259";"150";"4";"400";"8";"3";"0";"0";"8";"1131";"16";"4";"0";"0";"29";"374";"0";"0";"5";"33";"7";"1072";"0";"0";"5";"79";"24";"9";"11";"37";"36";"52";"6209525";"139";"132";"903105";"422";"-";"-";"746897902";"284628038";"-";"-";"6"
"28";"265020";"265020";"36";"5";"2";"60";"103";"60";"7";"1";"8";"148";"36";"60";"1165";"11";"1659";"1";"10";"136";"254";"119";"64";"0";"1";"23";"317";"721";"367";"230";"0";"581";"0";"0";"0";"1";"2";"1653";"0";"0";"0";"1";"5";"556";"0";"0";"3";"15";"10";"1583";"0";"0";"3";"43";"30";"22";"12";"46";"39";"39";"6668785";"205";"215";"883277";"582";"-";"-";"1003297551";"385361825";"-";"-";"4"
"28";"265021";"265021";"36";"5";"2";"128";"122";"184";"83";"2";"71";"133";"56";"20";"2679";"13";"3491";"394";"399";"505";"166";"51";"16";"4";"499";"654";"1474";"594";"196";"58";"16";"137";"349";"448";"595";"0";"6";"486";"1130";"1015";"838";"0";"22";"424";"151";"583";"88";"194";"95";"1425";"360";"1061";"155";"332";"158";"155";"135";"150";"135";"94";"296980";"227";"291";"742882";"1497";"-";"-";"763193951";"619482074";"-";"-";"310"
"28";"269001";"269001";"35";"5";"2";"195,25";"255,47";"157,48";"75,58";"4";"38,45";"574,40";"105,64";"99,35";"2869,14";"29,19";"4403,97";"30,06";"234,77";"579,98";"603,89";"227,15";"93,22";"17,13";"52,19";"316,03";"1359,25";"1636,45";"701,72";"302,13";"36,19";"1046,44";"588,99";"114,26";"0";"0";"36,51";"2881,11";"1235,92";"200,84";"0";"0";"86,09";"1268,44";"202,45";"156,39";"1,26";"95,09";"62,58";"3408,24";"354,71";"269,45";"2,71";"217,51";"151,35";"112,45";"105,64";"213,09";"186,54";"163,61";"978988,38";"515,53";"456,69";"869139,05";"1770,76";"-";"-";"2109170413,38";"999307170,85";"-";"-";"17,19"
"28";"269004";"269004";"35";"5";"2";"255";"331";"160";"80";"4";"61";"991";"135";"186";"4359";"30";"6592";"43";"296";"899";"893";"411";"161";"8";"75";"378";"2020";"2371";"1228";"484";"17";"1688";"325";"671";"0";"3";"24";"4550";"799";"1159";"0";"6";"59";"2086";"51";"360";"5";"147";"62";"5352";"97";"671";"16";"295";"142";"161";"141";"310";"311";"252";"7194190";"657";"821";"10173129";"2690";"-";"-";"4739509477";"1660613834";"-";"-";"37"
"28";"269005";"269005";"35";"5";"2";"380,75";"484,53";"261,52";"125,42";"11";"99,55";"1462,60";"215,36";"279,65";"6507,86";"57,81";"9886,03";"40,94";"740,23";"1612,02";"1166,11";"457,85";"154,78";"14,87";"50,81";"977,97";"3736,75";"3214,55";"1360,28";"500,87";"27,81";"2066,56";"817,01";"1263,74";"0";"5";"34,49";"5630,89";"1972,08";"2180,16";"0";"13";"72,91";"2761,56";"379,55";"741,61";"66,74";"147,91";"89,42";"7280,76";"686,29";"1323,55";"73,29";"329,49";"175,65";"306,55";"264,36";"522,91";"503,46";"363,39";"6783874,62";"1019,47";"1131,31";"9199358,95";"4173,24";"-";"-";"5665044854,62";"2426531740,15";"-";"-";"61,81"
"28";"270001";"270001";"23";"3";"1";"237";"304";"88";"74";"2";"57";"996";"189";"171";"2525";"46";"4689";"17";"508";"639";"595";"179";"102";"11";"59";"788";"1358";"1583";"538";"337";"26";"1010";"90";"37";"0";"883";"31";"2754";"159";"58";"0";"1606";"112";"1743";"31";"0";"43";"182";"52";"4050";"52";"0";"46";"405";"136";"172";"135";"317";"282";"212";"433417";"518";"353";"718184";"2039";"-";"-";"2749418574";"1007795260";"-";"-";"50"
"28";"270002";"270002";"23";"3";"1";"154";"205";"61";"45";"2";"36";"556";"141";"100";"1888";"32";"3220";"21";"264";"458";"344";"142";"113";"5";"49";"420";"1042";"897";"408";"391";"13";"831";"117";"60";"0";"292";"47";"2209";"232";"129";"0";"497";"153";"1083";"21";"4";"38";"161";"40";"2644";"37";"4";"71";"360";"104";"80";"89";"215";"196";"116";"466415";"323";"302";"785685";"1341";"-";"-";"2120851444";"745317871";"-";"-";"20"
"28";"270003";"270003";"23";"3";"1";"18";"37";"12";"1";"0";"8";"78";"10";"9";"384";"4";"561";"1";"6";"56";"38";"39";"47";"0";"1";"9";"138";"120";"144";"149";"0";"184";"0";"1";"0";"2";"0";"555";"0";"1";"0";"5";"0";"161";"0";"0";"4";"11";"11";"478";"0";"0";"9";"39";"35";"3";"5";"22";"15";"10";"697281";"46";"83";"1045846";"187";"-";"-";"518536247";"147196276";"-";"-";"3"
"28";"270004";"270004";"23";"3";"1";"223";"309";"114";"104";"7";"67";"722";"201";"117";"2920";"61";"4845";"30";"347";"713";"539";"210";"113";"16";"48";"504";"1684";"1499";"669";"404";"37";"1265";"328";"157";"6";"165";"47";"3592";"615";"220";"6";"292";"120";"1411";"25";"149";"59";"260";"64";"3746";"36";"264";"90";"526";"183";"184";"158";"224";"230";"169";"484364";"507";"446";"7799985";"1950";"-";"-";"2505749674";"1049770865";"-";"-";"32"
"28";"270005";"270005";"23";"3";"1";"76";"116";"53";"19";"1";"12";"388";"39";"60";"1447";"18";"2229";"4";"40";"170";"350";"200";"109";"2";"15";"73";"334";"911";"541";"351";"4";"777";"38";"9";"0";"44";"7";"2044";"56";"16";"0";"90";"23";"768";"33";"4";"0";"54";"16";"1982";"51";"4";"0";"143";"49";"28";"26";"95";"88";"79";"6167755";"225";"320";"940610";"866";"-";"-";"1733507229";"603226847";"-";"-";"5"
"28";"270006";"270006";"23";"3";"1";"241";"391";"121";"87";"7";"69";"1460";"256";"197";"3667";"78";"6574";"48";"526";"1004";"800";"328";"147";"42";"72";"737";"2142";"2096";"989";"486";"52";"1738";"604";"189";"0";"275";"89";"4577";"1051";"289";"0";"511";"146";"2066";"116";"198";"77";"321";"117";"5044";"195";"332";"115";"659";"229";"261";"235";"408";"339";"258";"4375655";"645";"641";"779066";"2842";"-";"-";"5043640465";"1487320595";"-";"-";"55"
"28";"270007";"270007";"23";"3";"1";"52";"105";"19";"20";"3";"18";"303";"56";"59";"925";"12";"1572";"6";"88";"228";"181";"71";"66";"1";"14";"149";"477";"484";"200";"247";"1";"407";"14";"9";"0";"203";"8";"1105";"40";"22";"0";"353";"52";"546";"0";"0";"0";"73";"22";"1313";"0";"0";"0";"186";"73";"33";"35";"89";"93";"70";"465137";"150";"147";"780553";"637";"-";"-";"1218226102";"361693954";"-";"-";"20"
"28";"270008";"270008";"23";"3";"1";"285";"411";"194";"163";"9";"98";"1436";"364";"205";"4695";"71";"7931";"79";"629";"1283";"899";"351";"156";"2";"108";"796";"2825";"2488";"1102";"515";"6";"1875";"1024";"456";"0";"2";"42";"5187";"1826";"741";"0";"2";"84";"2174";"115";"571";"70";"388";"81";"5675";"161";"957";"79";"772";"196";"318";"334";"479";"405";"267";"426938";"758";"729";"771605";"3343";"-";"-";"4749091986";"1699152720";"-";"-";"53"
"28";"270009";"270009";"23";"3";"1";"35";"67";"20";"12";"0";"16";"135";"25";"25";"681";"17";"1033";"2";"24";"107";"124";"69";"62";"2";"4";"43";"236";"314";"201";"229";"6";"365";"8";"14";"0";"0";"3";"991";"15";"20";"0";"0";"7";"331";"0";"2";"3";"36";"18";"882";"0";"4";"9";"85";"53";"15";"19";"37";"43";"39";"616836";"103";"127";"894166";"387";"-";"-";"783774795";"257035091";"-";"-";"4"
"28";"270010";"270010";"23";"3";"1";"126";"191";"97";"31";"4";"21";"463";"63";"72";"2065";"36";"3169";"8";"96";"251";"501";"203";"113";"3";"19";"146";"590";"1423";"573";"406";"12";"970";"97";"13";"0";"86";"9";"2777";"176";"20";"0";"165";"31";"1009";"39";"15";"1";"78";"33";"2807";"59";"16";"5";"169";"113";"39";"52";"112";"123";"119";"584445";"313";"375";"870468";"1148";"-";"-";"2043026433";"728584872";"-";"-";"15"
"28";"270011";"270011";"23";"3";"1";"121";"194";"59";"45";"5";"29";"549";"118";"97";"1680";"29";"2926";"33";"281";"414";"300";"122";"102";"2";"55";"434";"932";"781";"365";"353";"6";"713";"93";"45";"0";"386";"17";"1977";"167";"71";"0";"636";"75";"1011";"0";"4";"45";"140";"54";"2408";"0";"4";"48";"296";"170";"84";"95";"188";"163";"115";"449754";"305";"258";"763020";"1233";"-";"-";"2006362101";"639447420";"-";"-";"25"
"28";"270012";"270012";"23";"3";"1";"78";"94";"16";"22";"1";"17";"443";"74";"91";"1089";"19";"1944";"12";"190";"342";"242";"83";"46";"2";"54";"279";"678";"591";"216";"124";"2";"467";"56";"77";"0";"307";"10";"1143";"101";"133";"0";"511";"56";"774";"0";"8";"6";"96";"33";"1635";"0";"9";"15";"215";"70";"69";"69";"121";"137";"91";"4349975";"187";"208";"782406";"900";"-";"-";"1877961144";"464419708";"-";"-";"18"
"28";"306001";"306001";"38";"5";"2";"196";"236";"68";"72";"2";"71";"970";"210";"121";"2018";"60";"4024";"40";"395";"645";"499";"208";"108";"38";"58";"518";"1292";"1233";"569";"304";"50";"1129";"414";"240";"0";"88";"62";"2751";"629";"408";"0";"142";"94";"1178";"128";"218";"1";"307";"101";"2722";"171";"376";"4";"563";"188";"270";"186";"350";"231";"169";"346189";"418";"253";"6533245";"1900";"-";"-";"1599056679";"813327021";"-";"-";"23"
"28";"306002";"306002";"38";"5";"2";"218";"255";"79";"86";"5";"96";"748";"214";"144";"2018";"57";"3920";"38";"343";"561";"460";"186";"123";"13";"55";"520";"1162";"1206";"564";"388";"25";"1160";"212";"93";"0";"225";"34";"2979";"333";"158";"0";"367";"83";"1270";"10";"115";"34";"194";"101";"3009";"14";"189";"38";"427";"243";"208";"146";"242";"248";"174";"390916";"456";"212";"656381";"1724";"-";"-";"1658259317";"771813704";"-";"-";"38"
"28";"306003";"306003";"38";"5";"2";"136";"157";"46";"54";"2";"49";"472";"190";"90";"1244";"32";"2472";"46";"261";"328";"261";"132";"97";"8";"59";"379";"693";"657";"387";"280";"17";"762";"57";"55";"0";"231";"28";"1876";"84";"100";"0";"358";"54";"857";"7";"34";"28";"135";"72";"1984";"8";"65";"32";"230";"153";"137";"103";"178";"148";"107";"3830445";"297";"134";"643730";"1126";"-";"-";"1093642213";"498501403";"-";"-";"22"
"28";"306004";"306004";"38";"5";"2";"191";"234";"83";"112";"1";"88";"505";"204";"86";"1891";"45";"3440";"45";"310";"406";"430";"173";"128";"15";"49";"406";"880";"1135";"497";"424";"49";"1050";"194";"177";"0";"2";"84";"2708";"331";"269";"0";"3";"129";"989";"8";"200";"46";"192";"72";"2505";"12";"306";"46";"391";"180";"187";"128";"238";"185";"151";"3946105";"385";"206";"683249";"1508";"-";"-";"1209153296";"684400949";"-";"-";"28"
"28";"306005";"306005";"38";"5";"2";"42";"96";"20";"26";"0";"33";"364";"107";"73";"570";"35";"1366";"31";"188";"208";"150";"47";"41";"12";"50";"268";"410";"339";"119";"157";"23";"419";"58";"13";"0";"165";"22";"972";"73";"15";"0";"259";"47";"476";"0";"41";"0";"92";"68";"994";"0";"69";"0";"179";"124";"85";"81";"142";"93";"67";"312812";"115";"70";"587647";"665";"-";"-";"666911340";"264630433";"-";"-";"12"
"28";"306006";"306006";"38";"5";"2";"151";"194";"71";"71";"2";"62";"684";"188";"100";"1585";"51";"3159";"34";"324";"410";"365";"202";"102";"28";"59";"451";"839";"889";"560";"309";"52";"969";"199";"85";"0";"113";"99";"2381";"295";"132";"0";"195";"156";"942";"27";"101";"9";"255";"131";"2245";"34";"148";"12";"449";"271";"198";"118";"251";"211";"123";"357378";"313";"204";"659858";"1451";"-";"-";"1383510529";"630428218";"-";"-";"33"
"28";"306007";"306007";"38";"5";"2";"224";"379";"122";"139";"6";"110";"1502";"554";"222";"2795";"77";"6130";"79";"1089";"1041";"660";"214";"91";"19";"129";"1400";"2004";"1657";"626";"267";"47";"1412";"712";"840";"0";"169";"60";"3463";"1044";"1207";"0";"273";"143";"1699";"120";"426";"93";"681";"174";"3799";"170";"592";"119";"1133";"317";"494";"391";"656";"434";"301";"303855";"585";"301";"589691";"3204";"-";"-";"2403368561";"1226795126";"-";"-";"42"
"28";"306008";"306008";"38";"5";"2";"52";"81";"30";"15";"1";"15";"529";"93";"82";"650";"15";"1563";"30";"178";"223";"238";"85";"57";"6";"75";"234";"385";"504";"204";"152";"9";"466";"122";"39";"1";"160";"29";"1019";"167";"56";"1";"249";"71";"563";"13";"18";"9";"144";"70";"1117";"16";"24";"10";"262";"134";"93";"85";"178";"120";"83";"336269";"149";"103";"622003";"823";"-";"-";"1285680884";"343444173";"-";"-";"12"
"28";"306010";"306010";"38";"5";"2";"76";"93";"28";"28";"4";"29";"268";"100";"59";"861";"29";"1575";"11";"87";"230";"185";"83";"77";"7";"23";"146";"486";"456";"235";"216";"13";"576";"6";"25";"0";"57";"16";"1406";"12";"30";"0";"90";"37";"500";"14";"39";"9";"65";"53";"1168";"46";"78";"11";"143";"129";"71";"60";"107";"90";"76";"407810";"172";"98";"681125";"681";"-";"-";"745033538";"326349309";"-";"-";"7"
"28";"306011";"306011";"38";"5";"2";"122";"206";"40";"92";"3";"72";"926";"290";"164";"1552";"67";"3534";"71";"508";"542";"372";"139";"82";"30";"97";"728";"1047";"931";"383";"236";"54";"905";"257";"89";"0";"439";"54";"2184";"373";"139";"0";"693";"87";"1186";"32";"95";"3";"263";"165";"2536";"48";"140";"7";"442";"303";"225";"204";"342";"271";"161";"3218355";"340";"169";"596580";"1744";"-";"-";"1526891944";"700843481";"-";"-";"32"
"28";"306012";"306012";"38";"5";"2";"19";"42";"18";"20";"2";"20";"185";"65";"32";"281";"8";"692";"7";"64";"109";"62";"48";"32";"2";"13";"98";"210";"133";"145";"90";"3";"219";"12";"3";"0";"84";"6";"523";"15";"4";"0";"139";"11";"241";"0";"12";"2";"34";"35";"520";"0";"15";"4";"65";"88";"35";"29";"54";"46";"43";"3759025";"71";"33";"598970";"322";"-";"-";"413012062";"134296993";"-";"-";"11"
"28";"306013";"306013";"38";"5";"2";"52";"77";"27";"26";"0";"20";"159";"96";"38";"639";"21";"1155";"1";"71";"167";"132";"70";"44";"4";"1";"107";"373";"330";"202";"137";"5";"420";"32";"17";"0";"1";"19";"1055";"44";"29";"0";"2";"25";"379";"0";"12";"1";"66";"31";"953";"0";"14";"2";"117";"69";"39";"31";"69";"57";"66";"452755";"140";"62";"663803";"472";"-";"-";"405720088";"232180202";"-";"-";"8"
"28";"316001";"316001";"37";"5";"2";"415,15";"497,93";"264,71";"351,31";"12,18";"257,50";"1511,43";"457,39";"263,76";"6259,00";"104,06";"10394,41";"226,75";"1009,41";"1760,51";"919,64";"424,90";"145,86";"66,32";"252,09";"1378,22";"4260,76";"2510,34";"1311,63";"463,38";"203,79";"1800,62";"545,97";"1986,06";"130,58";"3";"87,16";"4923,76";"1044,26";"4015,15";"138,71";"4";"254,33";"2076,50";"390,48";"1481,02";"42,15";"391,17";"172,07";"5388,80";"640,36";"3249,15";"45,97";"676,15";"379,77";"575,11";"354,43";"678,86";"577,92";"382,46";"476201,82";"935,04";"890,00";"901793,43";"4544,63";"-";"-";"3971113425,79";"2197519536,31";"-";"-";"150,82"
"28";"316002";"316002";"37";"5";"2";"421,19";"470,95";"239,92";"343,58";"14,90";"303,85";"1574,56";"678,76";"187,07";"5122,50";"129,50";"9486,79";"350,85";"1543,14";"2039,25";"503,46";"193,44";"65,97";"140,44";"426,57";"2104,50";"4438,33";"1427,12";"585,20";"250,64";"244,92";"1017,72";"719,44";"2845,98";"54,60";"0";"198,80";"2850,82";"1389,37";"4767,32";"57,38";"0";"412,39";"1293,27";"273,72";"2447,28";"112,98";"438,90";"270,40";"3345,47";"436,65";"4272,62";"180,06";"787,03";"455,43";"753,78";"543,01";"938,37";"707,69";"390,23";"311230,91";"795,80";"494,03";"619487,13";"4820,13";"-";"-";"2350929617,95";"1840898431,80";"-";"-";"197,21"
"28";"316003";"316003";"37";"5";"2";"224,66";"324,12";"114,38";"147,11";"6,92";"128,65";"1052,01";"211,84";"141,17";"3151,50";"56,44";"5558,80";"82,39";"1179,46";"1068,24";"360,90";"140,67";"62,17";"38,24";"101,34";"1557,28";"2164,92";"998,54";"412,17";"193,98";"70,29";"603,66";"294,58";"1973,96";"1,82";"0";"58,04";"1701,42";"590,37";"3082,52";"1,92";"0";"122,28";"961,23";"351,80";"620,70";"85,87";"779,93";"132,53";"2344,72";"549,99";"952,22";"90,96";"1334,81";"225,80";"372,12";"261,57";"526,77";"453,39";"279,31";"257948,27";"504,16";"446,96";"502735,45";"2927,24";"-";"-";"1986278656,26";"1308628331,89";"-";"-";"82,97"
"28";"316004";"316004";"37";"5";"2";"165";"212";"107";"16";"5";"47";"481";"98";"125";"2854";"50";"4160";"18";"157";"320";"703";"231";"149";"8";"22";"240";"728";"1973";"696";"482";"19";"1295";"221";"40";"0";"11";"19";"3589";"443";"69";"0";"17";"42";"1316";"70";"51";"3";"113";"33";"3634";"106";"68";"5";"263";"84";"73";"58";"164";"161";"134";"594684";"525";"454";"831257";"1589";"-";"-";"1943732211";"959500704";"-";"-";"20"
