"ValgId";"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_01. Arbejdsløshedsdagpenge";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_02. Sygedagpenge";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_03. Barselsdagpenge";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_04. Kontanthjælp";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_05. Revalidering";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_06. Aktivering";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_07. Folkepension";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_08. Førtidspension";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_09. Efterløn";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_10. Modtager ikke ydelser";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_11. Ledighedsydelse og Fleksjob";"Antal personer opgjort efter forsørgelsestype og afstemningsområde_Antal personer i alt";"Boligstørrelse_Antal boliger_000-039";"Boligstørrelse_Antal boliger_040-079";"Boligstørrelse_Antal boliger_080-119";"Boligstørrelse_Antal boliger_120-159";"Boligstørrelse_Antal boliger_160-199";"Boligstørrelse_Antal boliger_200-";"Boligstørrelse_Antal boliger_Ingen BBR";"Boligstørrelse_Antal personer_000-039";"Boligstørrelse_Antal personer_040-079";"Boligstørrelse_Antal personer_080-119";"Boligstørrelse_Antal personer_120-159";"Boligstørrelse_Antal personer_160-199";"Boligstørrelse_Antal personer_200-";"Boligstørrelse_Antal personer_Ingen BBR";"Boligtype_Antal boliger_01. Stuehuse og parcelhuse";"Boligtype_Antal boliger_02. Række- og kædehuse";"Boligtype_Antal boliger_03. Flerfamiliehuse";"Boligtype_Antal boliger_04. Kollegier";"Boligtype_Antal boliger_05. Sommerhuse";"Boligtype_Antal boliger_06. Øvrige boliger";"Boligtype_Antal personer_01. Stuehuse og parcelhuse";"Boligtype_Antal personer_02. Række- og kædehuse";"Boligtype_Antal personer_03. Flerfamiliehuse";"Boligtype_Antal personer_04. Kollegier";"Boligtype_Antal personer_05. Sommerhuse";"Boligtype_Antal personer_06. Øvrige boliger";"Ejerforhold_Antal boliger_01. Ejerbolig";"Ejerforhold_Antal boliger_02. Andelsbolig";"Ejerforhold_Antal boliger_03. Almennyttig bolig";"Ejerforhold_Antal boliger_04. Lejer i offentligt ejet";"Ejerforhold_Antal boliger_05. Privat lejerbolig";"Ejerforhold_Antal boliger_06. Øvrige beboede boliger";"Ejerforhold_Antal personer_01. Ejerbolig";"Ejerforhold_Antal personer_02. Andelsbolig";"Ejerforhold_Antal personer_03. Almennyttig bolig";"Ejerforhold_Antal personer_04. Lejer i offentligt ejet";"Ejerforhold_Antal personer_05. Privat lejerbolig";"Ejerforhold_Antal personer_06. Øvrige beboede boliger";"Husstandsindkomster fordelt på afstemningsområder_100.000 - 149.999 kr";"Husstandsindkomster fordelt på afstemningsområder_150.000 - 199.999 kr.";"Husstandsindkomster fordelt på afstemningsområder_200.000 - 299.999 kr.";"Husstandsindkomster fordelt på afstemningsområder_300.000 - 399.999 kr.";"Husstandsindkomster fordelt på afstemningsområder_400.000 - 499.999 kr.";"Husstandsindkomster fordelt på afstemningsområder_50%-percentil for husstandsindkomst";"Husstandsindkomster fordelt på afstemningsområder_500.000 - 749.999 kr.";"Husstandsindkomster fordelt på afstemningsområder_750.000 kr.-";"Husstandsindkomster fordelt på afstemningsområder_80%-percentil for husstandsindkomst";"Husstandsindkomster fordelt på afstemningsområder_Antal husstande i alt";"Husstandsindkomster fordelt på afstemningsområder_Bruttoindkomst for de 20%, der tjener mest";"Husstandsindkomster fordelt på afstemningsområder_Bruttoindkomst for de 50%, der tjener mest";"Husstandsindkomster fordelt på afstemningsområder_Husstandenes formuesum";"Husstandsindkomster fordelt på afstemningsområder_Husstandenes indkomstbruttosum";"Husstandsindkomster fordelt på afstemningsområder_Sum af formue for de 20%, der tjener mest";"Husstandsindkomster fordelt på afstemningsområder_Sum af formue for de 50%, der tjener mest";"Husstandsindkomster fordelt på afstemningsområder_Under 100.000 kr."
"28";"561020";"561020";"53";"7";"2";"153,20";"176,10";"111,40";"35,82";"8,96";"27,84";"544,99";"104,43";"98,43";"2043,02";"37,79";"3342,00";"3,98";"133,23";"384,91";"480,40";"237,72";"103,50";"2,98";"4,97";"166,05";"778,76";"1285,06";"723,01";"377,18";"6,96";"1102,16";"209,75";"28,84";"0";"0";"5,96";"2948,29";"325,07";"53,73";"0";"0";"14,91";"1009,65";"83,50";"78,53";"46,73";"115,37";"12,93";"2765,23";"126,25";"131,22";"53,70";"232,75";"32,84";"123,30";"70,61";"170,07";"151,16";"117,38";"1107848,26";"409,81";"279,54";"8323355,68";"1330,81";"-";"-";"1080049246,10";"711513803,59";"-";"-";"8,95"
"28";"561021";"561021";"52";"7";"2";"261";"193";"74";"218";"9";"151";"585";"419";"117";"2125";"67";"4219";"65";"796";"506";"431";"170";"37";"0";"79";"980";"1349";"1203";"488";"120";"0";"667";"208";"1129";"0";"0";"1";"1798";"320";"2091";"0";"0";"10";"603";"0";"1213";"143";"10";"36";"1629";"0";"2361";"154";"18";"57";"370";"273";"346";"254";"149";"287313";"379";"187";"600409";"2015";"-";"-";"708140531";"756157522";"-";"-";"57"
"28";"561022";"561022";"52";"7";"2";"180";"172";"79";"94";"4";"73";"535";"242";"114";"1846";"79";"3418";"34";"377";"539";"396";"214";"49";"0";"40";"441";"1198";"1010";"589";"140";"0";"720";"276";"575";"0";"28";"10";"1856";"512";"962";"0";"48";"40";"730";"0";"745";"1";"105";"28";"1847";"0";"1342";"3";"183";"43";"178";"172";"279";"197";"147";"3670325";"369";"230";"682781";"1606";"-";"-";"1078931920";"724026366";"-";"-";"34"
"28";"561023";"561023";"52";"7";"2";"221";"250";"78";"78";"9";"94";"361";"300";"112";"2406";"89";"3998";"31";"511";"668";"418";"171";"34";"0";"39";"651";"1565";"1121";"518";"104";"0";"755";"812";"266";"0";"0";"0";"2024";"1506";"468";"0";"0";"0";"896";"124";"763";"1";"26";"23";"2281";"224";"1404";"3";"48";"38";"198";"157";"270";"252";"169";"405935";"474";"282";"694494";"1833";"-";"-";"767519032";"855730967";"-";"-";"31"
"28";"561024";"561024";"53";"7";"2";"210";"216";"136";"46";"4";"69";"253";"157";"51";"2599";"59";"3800";"14";"162";"615";"448";"188";"27";"6";"14";"199";"1465";"1362";"651";"86";"23";"871";"387";"196";"0";"0";"6";"2543";"830";"404";"0";"0";"23";"767";"262";"364";"0";"47";"20";"2359";"506";"756";"0";"119";"60";"102";"99";"166";"167";"118";"5356665";"462";"308";"7631025";"1440";"-";"-";"466982028";"774547189";"-";"-";"18"
"28";"561025";"561025";"53";"7";"2";"560";"627";"350";"135";"12";"143";"1566";"501";"240";"6592";"143";"10869";"50";"681";"1230";"1418";"756";"381";"13";"72";"833";"2440";"3843";"2386";"1268";"27";"3260";"689";"523";"23";"1";"33";"8938";"969";"841";"30";"1";"90";"3085";"120";"567";"121";"535";"101";"8355";"198";"913";"128";"1051";"224";"434";"369";"637";"507";"420";"11024884";"1259";"796";"3762501";"4472";"-";"-";"3113914877";"2224816379";"-";"-";"50"
"28";"561028";"561028";"53";"7";"2";"450";"592";"268";"179";"11";"177";"2017";"680";"287";"6364";"166";"11191";"278";"1222";"1528";"1274";"706";"365";"17";"329";"1532";"2959";"3153";"1999";"1164";"55";"2770";"1274";"1191";"105";"6";"44";"7078";"2110";"1729";"125";"10";"139";"2758";"173";"978";"208";"1109";"164";"6946";"273";"1694";"255";"1727";"296";"625";"609";"881";"687";"459";"6725408";"1185";"797";"9598185";"5380";"-";"-";"3773502616";"2391595532";"-";"-";"137"
"28";"561032";"561032";"53";"7";"2";"110";"143";"61";"22";"3";"30";"300";"83";"50";"1299";"42";"2143";"3";"83";"194";"335";"159";"89";"0";"24";"106";"362";"889";"473";"289";"0";"757";"46";"54";"2";"0";"4";"1955";"73";"81";"2";"0";"32";"695";"0";"23";"3";"131";"11";"1826";"0";"24";"14";"245";"34";"50";"60";"119";"109";"95";"489382";"267";"151";"727899";"861";"-";"-";"694867754";"444727372";"-";"-";"10"
"28";"561033";"561033";"53";"7";"2";"144";"187";"80";"23";"5";"43";"428";"92";"57";"1738";"45";"2842";"3";"123";"300";"387";"225";"129";"2";"4";"180";"573";"981";"680";"419";"5";"1026";"69";"71";"0";"1";"2";"2631";"91";"111";"0";"4";"5";"890";"33";"69";"17";"136";"24";"2330";"55";"100";"20";"278";"59";"102";"89";"167";"138";"107";"1493073";"370";"177";"8685444";"1167";"-";"-";"922929283";"576732175";"-";"-";"17"
"28";"561035";"561035";"53";"7";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"28";"561038";"561038";"53";"7";"2";"100";"129";"39";"28";"1";"14";"282";"74";"39";"1058";"27";"1791";"1";"29";"172";"248";"167";"114";"1";"1";"37";"322";"575";"471";"381";"4";"691";"20";"14";"0";"0";"7";"1703";"28";"41";"0";"0";"19";"605";"0";"12";"0";"101";"14";"1495";"0";"13";"0";"242";"41";"52";"61";"117";"91";"78";"1325165";"200";"124";"2158162";"737";"-";"-";"702775845";"350874913";"-";"-";"14"
"28";"561040";"561040";"53";"7";"2";"226";"236";"119";"40";"4";"51";"576";"153";"72";"2327";"48";"3852";"11";"205";"406";"479";"281";"185";"4";"14";"276";"804";"1228";"911";"611";"8";"1257";"206";"94";"0";"0";"14";"3353";"293";"177";"0";"0";"29";"1158";"47";"112";"35";"175";"44";"3107";"68";"160";"37";"372";"108";"149";"147";"216";"187";"168";"4662840";"437";"220";"7630386";"1551";"-";"-";"1281719098";"724945962";"-";"-";"27"
"28";"563001";"563001";"52";"7";"2";"121";"145";"71";"28";"2";"35";"595";"100";"126";"1628";"43";"2894";"45";"214";"391";"373";"243";"119";"9";"90";"289";"680";"842";"636";"334";"16";"744";"465";"73";"0";"40";"72";"1774";"785";"127";"0";"69";"132";"926";"62";"141";"1";"197";"67";"2107";"80";"187";"4";"373";"136";"122";"123";"226";"196";"176";"403561";"330";"205";"685877";"1403";"-";"-";"1226816143";"658072414";"-";"-";"25"
"28";"563002";"563002";"52";"7";"2";"12";"18";"4";"2";"0";"1";"111";"15";"24";"130";"8";"325";"7";"25";"56";"60";"26";"13";"0";"15";"37";"89";"100";"56";"28";"0";"142";"24";"2";"0";"13";"6";"246";"42";"4";"0";"19";"14";"128";"8";"0";"3";"45";"3";"229";"10";"0";"5";"76";"5";"12";"17";"34";"33";"30";"387790";"41";"17";"626524";"191";"-";"-";"183683923";"82007354";"-";"-";"7"
"28";"573001";"573001";"54";"7";"2";"620";"720";"331";"274";"11";"300";"2592";"700";"358";"7313";"188";"13407";"190";"1627";"2096";"1518";"706";"297";"149";"235";"2080";"4045";"3820";"2047";"849";"269";"3147";"1242";"1919";"39";"0";"236";"7926";"2000";"2975";"42";"0";"402";"3275";"320";"1744";"69";"770";"405";"8012";"443";"2797";"84";"1300";"709";"857";"674";"1181";"865";"598";"346699";"1410";"870";"668617";"6591";"-";"-";"4769446480";"2881272808";"-";"-";"136"
"28";"573004";"573004";"54";"7";"2";"46";"73";"52";"9";"0";"22";"159";"38";"34";"729";"18";"1180";"0";"39";"102";"161";"107";"58";"4";"0";"56";"207";"435";"299";"170";"13";"425";"18";"23";"0";"0";"5";"1101";"31";"30";"0";"0";"18";"386";"7";"12";"14";"33";"19";"1023";"8";"17";"14";"67";"51";"34";"33";"52";"53";"56";"508856";"169";"72";"700366";"477";"-";"-";"452652663";"241068845";"-";"-";"8"
"28";"573005";"573005";"54";"7";"2";"41";"41";"44";"8";"3";"15";"121";"27";"22";"550";"11";"883";"3";"27";"77";"109";"69";"58";"3";"3";"32";"143";"302";"203";"190";"10";"282";"53";"7";"0";"0";"4";"773";"76";"17";"0";"0";"17";"252";"7";"41";"0";"34";"12";"706";"10";"58";"0";"70";"39";"24";"24";"42";"42";"35";"494808";"111";"60";"731481";"343";"-";"-";"334276513";"177336325";"-";"-";"5"
"28";"573006";"573006";"54";"7";"2";"33";"55";"45";"2";"1";"10";"97";"36";"20";"658";"11";"968";"2";"14";"75";"106";"80";"67";"6";"6";"22";"154";"270";"263";"235";"18";"324";"5";"10";"0";"0";"11";"901";"12";"19";"0";"0";"36";"281";"0";"6";"0";"36";"27";"786";"0";"10";"0";"96";"76";"18";"15";"36";"51";"32";"5291135";"110";"76";"777548";"348";"-";"-";"400347331";"185712094";"-";"-";"10"
"28";"573007";"573007";"54";"7";"2";"60";"88";"60";"8";"2";"22";"177";"38";"60";"1027";"19";"1561";"0";"38";"123";"210";"149";"60";"8";"0";"47";"253";"583";"444";"210";"24";"513";"45";"8";"0";"1";"21";"1427";"76";"15";"0";"2";"41";"478";"7";"27";"0";"53";"23";"1339";"9";"39";"0";"121";"53";"35";"30";"48";"55";"49";"574211";"224";"128";"772744";"577";"-";"-";"546866034";"329088993";"-";"-";"8"
"28";"573008";"573008";"54";"7";"2";"64";"86";"29";"13";"0";"27";"191";"31";"23";"752";"15";"1231";"1";"53";"114";"152";"96";"70";"1";"2";"72";"229";"389";"283";"255";"1";"422";"38";"10";"0";"0";"17";"1129";"57";"23";"0";"0";"22";"388";"6";"20";"0";"49";"24";"1043";"8";"27";"0";"102";"51";"44";"32";"67";"53";"57";"481158";"158";"70";"685914";"486";"-";"-";"527236357";"233089857";"-";"-";"5"
"28";"573009";"573009";"54";"7";"2";"62";"80";"47";"13";"1";"20";"180";"48";"36";"893";"17";"1397";"6";"35";"122";"168";"119";"89";"1";"10";"56";"232";"439";"360";"295";"5";"470";"46";"14";"0";"1";"9";"1249";"87";"28";"0";"1";"32";"420";"22";"18";"0";"65";"15";"1153";"29";"31";"0";"137";"47";"37";"30";"60";"64";"47";"523342";"181";"108";"751595";"540";"-";"-";"567572904";"286054458";"-";"-";"13"
"28";"573010";"573010";"54";"7";"2";"71";"79";"59";"25";"2";"33";"217";"54";"34";"972";"20";"1566";"2";"42";"132";"186";"128";"98";"5";"3";"54";"263";"510";"369";"348";"19";"532";"44";"8";"0";"0";"9";"1456";"62";"16";"0";"0";"32";"483";"0";"15";"0";"72";"23";"1322";"0";"16";"0";"162";"66";"65";"28";"70";"84";"55";"476262";"179";"101";"724668";"588";"-";"-";"617282164";"297986961";"-";"-";"6"
"28";"573013";"573013";"54";"7";"2";"104";"106";"42";"37";"1";"29";"545";"108";"84";"1237";"46";"2339";"7";"123";"338";"327";"152";"109";"44";"11";"152";"605";"783";"409";"321";"58";"827";"140";"47";"0";"19";"67";"1935";"191";"78";"0";"33";"102";"732";"59";"74";"5";"153";"77";"1713";"87";"109";"8";"292";"130";"125";"99";"193";"143";"102";"375971";"269";"142";"668446";"1092";"-";"-";"849443022";"492427873";"-";"-";"19"
"28";"573014";"573014";"54";"7";"2";"38";"56";"21";"12";"0";"24";"136";"38";"26";"503";"15";"869";"7";"33";"95";"81";"73";"53";"3";"15";"64";"188";"184";"217";"194";"7";"282";"4";"11";"0";"26";"22";"747";"5";"18";"0";"45";"54";"276";"0";"0";"3";"47";"19";"689";"0";"0";"6";"127";"47";"24";"32";"51";"47";"41";"4480155";"95";"54";"704820";"354";"-";"-";"421207983";"175269206";"-";"-";"10"
"28";"573015";"573015";"54";"7";"2";"88";"105";"56";"16";"2";"21";"275";"54";"32";"1069";"27";"1745";"2";"105";"184";"237";"114";"74";"9";"2";"123";"369";"618";"376";"243";"14";"571";"110";"18";"0";"0";"26";"1535";"140";"25";"0";"0";"45";"521";"36";"31";"3";"95";"39";"1398";"41";"40";"3";"192";"71";"77";"69";"107";"88";"69";"427971";"205";"106";"681390";"733";"-";"-";"549331125";"348661816";"-";"-";"12"
"28";"573018";"573018";"54";"7";"2";"158";"218";"97";"46";"2";"55";"673";"120";"118";"2262";"69";"3818";"24";"215";"463";"531";"242";"140";"29";"30";"269";"935";"1403";"693";"437";"51";"1239";"264";"51";"0";"39";"51";"3173";"411";"65";"0";"63";"106";"1092";"75";"188";"61";"150";"78";"2832";"116";"313";"94";"310";"153";"147";"111";"262";"201";"142";"443526";"458";"278";"722500";"1623";"-";"-";"1193092724";"792616978";"-";"-";"24"
"28";"573019";"573019";"54";"7";"2";"14";"50";"5";"5";"1";"8";"154";"25";"33";"261";"11";"567";"12";"48";"77";"71";"36";"30";"5";"24";"71";"144";"158";"86";"74";"10";"163";"18";"14";"0";"56";"28";"364";"28";"20";"0";"100";"55";"195";"5";"8";"3";"47";"21";"411";"6";"11";"6";"87";"46";"15";"26";"45";"48";"34";"3856415";"44";"47";"691812";"272";"-";"-";"432565213";"131725128";"-";"-";"13"
"28";"573022";"573022";"54";"7";"2";"61";"76";"37";"13";"2";"26";"186";"37";"35";"722";"24";"1219";"2";"38";"124";"165";"102";"66";"8";"4";"53";"245";"421";"270";"210";"16";"445";"45";"2";"0";"0";"13";"1124";"61";"7";"0";"0";"27";"401";"10";"14";"13";"56";"11";"1022";"14";"20";"14";"121";"28";"49";"39";"69";"53";"49";"478925";"177";"72";"682011";"513";"-";"-";"527914352";"257021238";"-";"-";"5"
"28";"573023";"573023";"54";"7";"2";"98";"82";"29";"11";"1";"34";"328";"48";"32";"969";"26";"1658";"7";"101";"194";"232";"121";"59";"13";"10";"120";"369";"582";"344";"194";"39";"550";"91";"42";"0";"0";"44";"1386";"122";"70";"0";"0";"80";"500";"8";"78";"24";"84";"33";"1253";"10";"126";"24";"163";"82";"99";"43";"130";"89";"69";"398818";"184";"112";"688213";"731";"-";"-";"593887784";"344583614";"-";"-";"5"
"28";"573024";"573024";"54";"7";"2";"50";"55";"23";"10";"0";"9";"91";"28";"14";"467";"13";"760";"0";"25";"77";"74";"73";"49";"4";"0";"32";"161";"188";"225";"146";"8";"265";"28";"3";"0";"0";"6";"691";"46";"7";"0";"0";"16";"233";"0";"24";"0";"37";"8";"620";"0";"36";"0";"84";"20";"19";"13";"46";"41";"36";"4763325";"82";"53";"733215";"292";"-";"-";"301397292";"153608215";"-";"-";"2"
"28";"573026";"573026";"54";"7";"2";"61";"91";"66";"9";"1";"18";"199";"34";"37";"963";"8";"1487";"0";"41";"118";"184";"139";"101";"6";"0";"51";"231";"449";"390";"349";"17";"514";"56";"9";"0";"0";"10";"1367";"76";"17";"0";"0";"27";"470";"8";"47";"0";"44";"20";"1252";"11";"65";"0";"110";"49";"39";"28";"70";"67";"63";"5239505";"198";"114";"744138";"586";"-";"-";"599489907";"312827360";"-";"-";"7"
"28";"573027";"573027";"54";"7";"2";"74";"63";"35";"12";"1";"17";"208";"30";"17";"707";"14";"1178";"1";"78";"114";"151";"78";"60";"3";"1";"98";"211";"396";"269";"199";"4";"383";"40";"12";"0";"0";"50";"1045";"55";"21";"0";"0";"57";"334";"0";"41";"42";"53";"15";"920";"0";"53";"45";"130";"30";"80";"33";"45";"57";"60";"4419875";"139";"68";"678174";"486";"-";"-";"391634292";"226528956";"-";"-";"4"
"28";"573028";"573028";"54";"7";"2";"81";"81";"63";"7";"0";"26";"243";"30";"32";"908";"11";"1482";"6";"47";"158";"161";"122";"101";"6";"6";"64";"300";"424";"337";"339";"12";"512";"59";"19";"0";"0";"11";"1346";"81";"29";"0";"0";"26";"462";"20";"39";"11";"46";"23";"1216";"34";"55";"11";"118";"48";"56";"50";"84";"79";"44";"4631805";"169";"118";"744064";"608";"-";"-";"653934669";"305821669";"-";"-";"8"
"28";"573030";"573030";"54";"7";"2";"332";"325";"153";"72";"3";"106";"1079";"212";"125";"3761";"75";"6243";"63";"368";"669";"776";"437";"353";"23";"74";"475";"1234";"1926";"1311";"1165";"58";"1932";"356";"296";"0";"1";"104";"5070";"533";"426";"0";"1";"213";"1887";"45";"196";"81";"375";"105";"4883";"80";"254";"92";"713";"221";"337";"225";"443";"311";"245";"3998005";"747";"355";"665699";"2694";"-";"-";"2108538764";"1215154869";"-";"-";"31"
"28";"573031";"573031";"54";"7";"2";"109";"118";"79";"21";"2";"42";"374";"67";"40";"1185";"31";"2068";"7";"94";"225";"277";"149";"102";"13";"8";"113";"425";"707";"443";"332";"40";"666";"112";"61";"0";"0";"28";"1752";"148";"104";"0";"0";"64";"629";"18";"62";"32";"90";"36";"1645";"28";"90";"32";"184";"89";"82";"56";"151";"95";"95";"439390";"237";"138";"695347";"863";"-";"-";"736112875";"423310652";"-";"-";"9"
"28";"573032";"573032";"54";"7";"2";"101";"112";"44";"22";"5";"34";"343";"68";"47";"1101";"26";"1903";"18";"123";"217";"286";"115";"64";"9";"20";"160";"431";"729";"323";"217";"23";"639";"112";"48";"1";"8";"24";"1587";"157";"63";"31";"13";"52";"587";"0";"64";"29";"105";"47";"1455";"0";"112";"31";"184";"121";"97";"65";"132";"97";"88";"4192565";"240";"104";"659680";"834";"-";"-";"527611243";"377364651";"-";"-";"11"
"28";"573033";"573033";"54";"7";"2";"48";"47";"11";"7";"0";"12";"136";"22";"22";"529";"15";"849";"1";"31";"88";"110";"73";"55";"0";"1";"42";"157";"267";"217";"165";"0";"299";"24";"28";"0";"0";"7";"765";"31";"36";"0";"0";"17";"273";"5";"26";"2";"46";"6";"695";"5";"35";"2";"100";"12";"37";"30";"60";"36";"39";"444529";"100";"61";"719948";"367";"-";"-";"343717006";"178718765";"-";"-";"4"
"28";"575001";"575001";"55";"7";"2";"316";"311";"161";"93";"12";"90";"997";"256";"139";"3203";"89";"5667";"25";"331";"827";"688";"378";"206";"10";"25";"417";"1565";"1812";"1117";"711";"20";"1789";"460";"199";"0";"0";"17";"4586";"729";"298";"0";"0";"54";"1571";"134";"366";"31";"303";"60";"4115";"189";"634";"57";"542";"130";"301";"228";"381";"287";"251";"400893";"637";"343";"681079";"2458";"-";"-";"1411262255";"1108056316";"-";"-";"30"
"28";"575002";"575002";"55";"7";"2";"70";"58";"29";"13";"2";"20";"119";"50";"18";"605";"15";"999";"1";"32";"95";"127";"68";"44";"1";"2";"43";"209";"335";"211";"197";"2";"330";"28";"6";"0";"0";"4";"923";"47";"9";"0";"0";"20";"289";"6";"9";"9";"48";"7";"828";"14";"13";"11";"110";"23";"31";"15";"70";"38";"40";"449182";"110";"54";"693627";"368";"-";"-";"369771524";"176922707";"-";"-";"10"
"28";"575003";"575003";"55";"7";"2";"181";"223";"71";"76";"17";"66";"666";"235";"67";"2101";"94";"3797";"26";"268";"513";"442";"266";"178";"3";"44";"349";"980";"1111";"772";"535";"6";"1145";"399";"117";"0";"0";"35";"2893";"608";"204";"0";"0";"92";"1129";"10";"203";"0";"297";"57";"2798";"14";"306";"0";"553";"126";"217";"165";"268";"218";"187";"3801365";"430";"200";"649855";"1704";"-";"-";"1053197077";"753432099";"-";"-";"19"
"28";"575004";"575004";"55";"7";"2";"52";"87";"29";"13";"2";"29";"166";"43";"22";"774";"21";"1238";"1";"31";"116";"136";"117";"84";"0";"6";"40";"230";"348";"347";"267";"0";"452";"29";"1";"0";"0";"3";"1177";"51";"1";"0";"0";"9";"394";"0";"13";"0";"71";"7";"1039";"0";"22";"0";"155";"22";"36";"23";"80";"65";"51";"461985";"154";"72";"6930225";"485";"-";"-";"429154059";"241758186";"-";"-";"4"
"28";"575005";"575005";"55";"7";"2";"70";"77";"26";"18";"6";"20";"234";"46";"20";"821";"15";"1353";"8";"47";"130";"132";"117";"97";"2";"8";"66";"237";"352";"337";"348";"5";"457";"52";"10";"0";"0";"14";"1228";"64";"21";"0";"0";"40";"398";"7";"33";"7";"74";"14";"1076";"15";"35";"7";"169";"51";"58";"43";"83";"52";"59";"441771";"141";"83";"694190";"527";"-";"-";"524050790";"255156191";"-";"-";"8"
"28";"575006";"575006";"55";"7";"2";"28";"30";"21";"4";"0";"7";"119";"20";"20";"350";"8";"607";"1";"26";"66";"85";"49";"32";"2";"1";"34";"112";"213";"136";"107";"4";"223";"30";"5";"0";"1";"2";"553";"38";"10";"0";"2";"4";"176";"19";"14";"0";"46";"6";"424";"30";"19";"0";"108";"26";"30";"20";"58";"33";"24";"347980";"62";"35";"655442";"266";"-";"-";"153304729";"113226146";"-";"-";"4"
"28";"575007";"575007";"55";"7";"2";"164";"207";"96";"43";"8";"37";"877";"167";"84";"1778";"52";"3513";"18";"262";"551";"430";"221";"170";"8";"24";"319";"984";"1025";"583";"569";"9";"1061";"381";"187";"0";"0";"31";"2555";"554";"287";"0";"0";"117";"981";"124";"286";"40";"181";"48";"2396";"170";"422";"60";"380";"85";"259";"176";"293";"187";"147";"336722";"381";"185";"649784";"1657";"-";"-";"983143264";"696217604";"-";"-";"29"
"28";"575008";"575008";"55";"7";"2";"47";"65";"36";"8";"5";"16";"167";"38";"24";"670";"9";"1085";"0";"33";"88";"129";"76";"93";"1";"0";"44";"163";"349";"198";"328";"3";"373";"31";"13";"0";"0";"3";"1006";"49";"25";"0";"0";"5";"342";"3";"22";"0";"50";"3";"934";"11";"26";"0";"108";"6";"27";"34";"69";"66";"43";"423005";"119";"60";"696374";"424";"-";"-";"392422399";"209132162";"-";"-";"6"
"28";"575009";"575009";"55";"7";"2";"168";"135";"77";"30";"5";"35";"445";"103";"72";"1489";"29";"2588";"13";"161";"271";"273";"231";"146";"6";"15";"200";"523";"701";"665";"473";"11";"791";"187";"88";"0";"0";"35";"2100";"270";"156";"0";"1";"61";"761";"46";"127";"22";"114";"31";"2029";"67";"173";"23";"226";"70";"123";"95";"172";"127";"101";"416167";"314";"162";"693301";"1107";"-";"-";"709237055";"516910316";"-";"-";"13"
"28";"575010";"575010";"55";"7";"2";"35";"57";"34";"11";"2";"10";"88";"34";"14";"524";"12";"821";"2";"21";"62";"80";"68";"78";"2";"2";"27";"119";"211";"209";"247";"6";"288";"10";"9";"0";"0";"6";"774";"19";"13";"0";"0";"15";"246";"0";"6";"0";"51";"10";"677";"0";"8";"0";"114";"22";"11";"17";"38";"45";"44";"494223";"95";"58";"738728";"313";"-";"-";"315237955";"176042787";"-";"-";"5"
"28";"575011";"575011";"55";"7";"2";"117";"95";"74";"11";"4";"32";"305";"65";"46";"1115";"22";"1886";"3";"103";"216";"227";"127";"100";"2";"6";"127";"421";"606";"385";"335";"6";"585";"124";"56";"0";"0";"13";"1589";"164";"95";"0";"0";"38";"569";"7";"60";"18";"106";"18";"1489";"9";"69";"24";"249";"46";"86";"53";"102";"96";"82";"4543185";"227";"118";"692591";"776";"-";"-";"518210561";"375149777";"-";"-";"12"
"28";"575012";"575012";"55";"7";"2";"20";"27";"16";"7";"0";"6";"79";"22";"9";"327";"6";"519";"3";"9";"41";"62";"38";"60";"0";"4";"14";"70";"143";"94";"194";"0";"191";"8";"10";"0";"0";"4";"478";"11";"21";"0";"0";"9";"172";"0";"8";"0";"28";"5";"422";"0";"11";"0";"73";"13";"13";"12";"33";"29";"31";"427425";"52";"34";"729180";"209";"-";"-";"294162450";"98348151";"-";"-";"5"
"28";"575013";"575013";"55";"7";"2";"58";"48";"21";"8";"1";"12";"92";"24";"23";"550";"17";"854";"0";"14";"71";"97";"70";"73";"1";"0";"18";"142";"249";"210";"230";"5";"304";"10";"7";"0";"0";"5";"801";"14";"20";"0";"0";"19";"280";"0";"8";"0";"30";"8";"746";"0";"12";"0";"76";"20";"18";"23";"37";"47";"33";"505204";"119";"48";"722589";"329";"-";"-";"239905759";"168801844";"-";"-";"4"
