valgstedid;voters;votes;a;b;c;v;year;vsnavn;komnavn;kredsnavn;kontanthjaelp;arbejd;boligstoer_kvm;ejer;formue;indkomst;indkomst_80pct;_merge
101049;6496;5713;1300;602;319;458;2007;Vesterbro;København;9. Vesterbro;;;73.33591265;.108923312;;;;3
101050;7597;6545;1359;813;417;574;2007;Vesterbro Nord;København;9. Vesterbro;;;73.77622337;.095255463;;;;3
101051;8159;6455;1902;327;363;633;2007;Vesterbro Syd;København;9. Vesterbro;;;61.45323772;.167468239;;;;3
101052;5776;5042;1008;714;354;476;2007;Vesterbro Øst;København;9. Vesterbro;;;86.24156509;.074753581;;;;3
101053;5063;4355;1013;496;254;315;2007;Vesterbro Vest;København;9. Vesterbro;;;78.59404087999999;.075859571;;;;3
101054;4161;3421;768;280;378;498;2007;Vesterbro Midt;København;9. Vesterbro;;;57.27982373;.097105956;;;;3
147001;7811;6975;1380;811;1101;1024;2007;Falkoner Søerne;Frederiksberg;10. Falkoner;;;106.9272314;.241425052;;;;3
147002;7933;7111;1411;754;1340;1190;2007;Falkoner Ny Hollænder;Frederiksberg;10. Falkoner;;;104.4379774;.318479447;;;;3
147003;10368;9203;1922;1013;1444;1383;2007;Falkoner Bülowsvej;Frederiksberg;10. Falkoner;;;91.54283042;.163971669;;;;3
147004;9621;8501;1758;874;1472;1321;2007;Falkoner Duevej;Frederiksberg;10. Falkoner;;;87.2654077;.306982872;;;;3
147005;9148;7851;1785;646;1185;1099;2007;Slots Lindevang;Frederiksberg;11. Slots;;;76.41540917;.165554266;;;;3
147006;8758;7571;1655;526;1416;1275;2007;Slots Søndermark;Frederiksberg;11. Slots;;;85.66373125;.212654925;;;;3
147007;9473;8096;1731;760;1332;1223;2007;Slots Rådhuset;Frederiksberg;11. Slots;;;84.25131423000001;.196879769;;;;3
147008;7646;6806;1464;759;960;973;2007;Slots Nyelandsvej;Frederiksberg;11. Slots;;;70.39408019;.196695922;;;;3
151001;4262;3696;1550;92;192;521;2007;Tapeten;Ballerup;8. Ballerup;;;93.67743106;.194121916;;;;3
151002;6334;5244;2076;143;341;710;2007;Rugvængets Skole;Ballerup;8. Ballerup;;;78.77696242;.191460974;;;;3
151003;2569;2316;750;95;294;462;2007;Højagerskolen;Ballerup;8. Ballerup;;;;.463224894;;;;3
151004;2794;2349;973;48;107;307;2007;Grantoftehallen;Ballerup;8. Ballerup;;;93.81324004;.113562971;;;;3
151005;3587;3377;1024;168;424;775;2007;Rosenlundskolen;Ballerup;8. Ballerup;;;118.8453446;.907417149;;;;3
151006;3995;3434;1558;72;151;340;2007;Lundebjergskolen;Ballerup;8. Ballerup;;;;;;;;3
151007;1660;1513;437;70;221;311;2007;Skovlunde Lokalkontor;Ballerup;8. Ballerup;;;102.4971879;.74015748;;;;3
151008;3462;3169;1011;167;441;628;2007;Måløvhallen;Ballerup;8. Ballerup;;;104.3666667;.562051282;;;;3
151009;3180;2940;825;205;381;636;2007;Egebjerghallen;Ballerup;8. Ballerup;;;108.3111566;.552712385;;;;3
151010;2043;1911;556;102;226;321;2007;Østerhøjhallen;Ballerup;8. Ballerup;;;105.5872483;.384228188;;;;3
153001;3211;2890;877;100;284;621;2007;Brøndbyvester Skole;Brøndby;6. Brøndby;;;104.8069705;.730831099;;;;3
153002;3439;2834;1000;76;198;464;2007;Tjørnehøjhallen;Brøndby;6. Brøndby;;;75.23070098;.246672582;;;;3
153003;3059;2590;877;72;180;398;2007;Lindelundsskolen;Brøndby;6. Brøndby;;;84.36921578000001;.175353142;;;;3
153004;2141;1759;695;55;83;196;2007;Kilden;Brøndby;6. Brøndby;;;87.9547817;.186850312;;;;3
153005;3432;3027;1045;109;239;462;2007;Nørregårdsskolen;Brøndby;6. Brøndby;;;103.348757;.300671385;;;;3
153006;4197;3467;1072;154;206;523;2007;Langbjergskolen;Brøndby;6. Brøndby;;;;;;;;1
153007;4348;3592;1145;162;275;629;2007;Søholtskolen;Brøndby;6. Brøndby;;;;;;;;1
155001;3083;2851;509;200;539;834;2007;Dragør Skole;Dragør;12. Tårnby;;;119.1044363;.743417735;;;;3
155002;3411;3097;481;154;616;931;2007;Store Magleby Skole;Dragør;12. Tårnby;;;;;;;;1
155003;3109;2829;671;137;406;651;2007;Skolen Ved Vierdiget;Dragør;12. Tårnby;;;;;;;;1
157001;5102;4659;554;363;1459;1258;2007;Jægersborg;Gentofte;1. Gentofte;;;117.4546851;.626420891;;;;3
157002;4292;3902;739;364;794;753;2007;Munkegård;Gentofte;1. Gentofte;;;87.83378747;.624659401;;;;3
157003;4676;4190;512;403;1266;1051;2007;Rådhuset;Gentofte;1. Gentofte;;;124.9945455;.605454545;;;;3
157004;5190;4412;900;302;882;886;2007;Bakkegård;Gentofte;1. Gentofte;;;85.05777008;.470537262;;;;3
157005;4766;4375;593;390;1168;1029;2007;Dyssegård;Gentofte;1. Gentofte;;;114.0145123;.732365845;;;;3
157006;5389;4936;554;448;1448;1353;2007;Maglegård;Gentofte;1. Gentofte;;;126.8112245;.581632653;;;;3
157007;5430;4915;677;364;1293;1255;2007;Hellerup;Gentofte;1. Gentofte;;;115.8217625;.379144233;;;;3
157008;4255;3823;502;290;1101;1006;2007;Ordrup;Gentofte;1. Gentofte;;;105.2564532;.473348978;;;;3
157009;4874;4413;445;299;1416;1300;2007;Skovshoved;Gentofte;1. Gentofte;;;118.2905577;.603295311;;;;3
157010;4589;4046;462;254;1253;1194;2007;Skovgård;Gentofte;1. Gentofte;;;98.44633627;.469747644;;;;3
159001;4829;4217;995;319;591;907;2007;Bagsværd;Gladsaxe;3. Gladsaxe;;;86.21759259;.508641975;;;;3
159002;3060;2660;685;182;305;552;2007;Buddinge;Gladsaxe;3. Gladsaxe;;;76.69750802;.358746607;;;;3
159003;5711;4953;1420;224;502;984;2007;Egegård;Gladsaxe;3. Gladsaxe;;;82.64109589;.409863014;;;;3
159004;2635;2153;779;105;68;235;2007;Høje Gladsaxe;Gladsaxe;3. Gladsaxe;;;90.79556185;.320113314;;;;3
159005;2903;2511;801;145;206;403;2007;Kildebakken;Gladsaxe;3. Gladsaxe;;;79.58662614000001;.36899696;;;;3
159006;3735;3419;842;322;375;629;2007;Marielyst;Gladsaxe;3. Gladsaxe;;;82.73280423;.482010582;;;;3
159007;5520;4814;1497;262;409;775;2007;Mørkhøj;Gladsaxe;3. Gladsaxe;;;83.31985443000001;.414071977;;;;3
159008;5886;5333;1350;456;678;973;2007;Stengård;Gladsaxe;3. Gladsaxe;;;83.17708333;.462284483;;;;3
159009;3686;3245;814;265;384;548;2007;Søborg;Gladsaxe;3. Gladsaxe;;;94.49945593;.278019587;;;;3
159010;4337;3776;1071;214;421;747;2007;Vadgård;Gladsaxe;3. Gladsaxe;;;;;;;;1
159011;2482;2068;526;128;205;411;2007;Værebro;Gladsaxe;3. Gladsaxe;;;;;;;;1
161001;2259;2039;566;100;264;447;2007;Nordvangskolen;Glostrup;8. Ballerup;;;113.0566483;.626278521;;;;3
161002;2420;2101;594;104;272;408;2007;Sognegården;Glostrup;8. Ballerup;;;89.26187419999999;.436456996;;;;3
161003;3956;3327;1074;123;330;618;2007;Søndervangskolen;Glostrup;8. Ballerup;;;75.55516881;.31117299;;;;3
161004;3198;2686;1051;74;124;344;2007;Vestervangskolen;Glostrup;8. Ballerup;;;68.12124849999999;.071628651;;;;3
161005;1331;1243;205;62;184;469;2007;Ejbyskolen;Glostrup;8. Ballerup;;;;.9677419350000001;;;;3
161006;2322;2029;683;34;183;412;2007;Hvissingehallen;Glostrup;8. Ballerup;;;94.6402152;.215870881;;;;3
163001;1891;1582;618;49;107;175;2007;Engskolen;Herlev;4. Rødovre;;;76.08245925999999;.267365633;;;;3
163002;4282;3717;1220;187;355;582;2007;Elverhøjens Skole;Herlev;4. Rødovre;;;99.50198488;.46319215;;;;3
163003;4393;3878;1131;194;438;689;2007;Hjortespring Skole;Herlev;4. Rødovre;;;87.40385551999999;.278743623;;;;3
163004;5089;4590;1468;184;558;859;2007;Herlev Hallerne;Herlev;4. Rødovre;;;;;;;;1
163005;3534;2903;1000;108;230;394;2007;Hammergårdskolen;Herlev;4. Rødovre;;;;;;;;1
165001;4253;3776;1057;177;311;556;2007;Roholmskolen;Albertslund;7. Taastrup;;;84.0833896;.380486158;;;;3
165002;3316;3009;901;118;297;507;2007;Egelundskolen;Albertslund;7. Taastrup;;;105.4637395;.570794277;;;;3
165003;2778;2269;774;107;100;227;2007;Vridsløselille Skole;Albertslund;7. Taastrup;;;80.1955577;.13713182;;;;3
165004;3734;3042;1076;97;105;246;2007;Kongsholmcentret;Albertslund;7. Taastrup;;;;.012508935;;;;3
165005;4064;3537;1136;215;246;422;2007;Birkelund-Holsbjergskolerne;Albertslund;7. Taastrup;;;102.5010275;.452938759;;;;3
167001;3990;3406;916;189;374;596;2007;Holmegårdshallen;Hvidovre;5. Hvidovre;;;72.89233885;.479581505;;;;3
167002;3154;2666;845;117;234;491;2007;Præstemoseskolen;Hvidovre;5. Hvidovre;;;76.32037534;.386952636;;;;3
167003;4264;3620;1224;121;210;511;2007;Sønderkærskolen;Hvidovre;5. Hvidovre;;;72.72651842000001;.203783604;;;;3
167004;4461;3905;1307;144;265;620;2007;Medborgerhuset;Hvidovre;5. Hvidovre;;;85.78313253;.350460666;;;;3
167005;4840;4292;1241;228;423;822;2007;Dansborghallen;Hvidovre;5. Hvidovre;;;93.15143247;.589017735;;;;3
167006;5145;4514;1496;178;342;721;2007;Frihedens Idrætscenter;Hvidovre;5. Hvidovre;;;85.43365794;.365185636;;;;3
167007;5243;4540;1268;182;433;997;2007;Avedøre Skole;Hvidovre;5. Hvidovre;;;111.2534014;.671088435;;;;3
167008;4494;3647;1074;123;211;497;2007;Avedøre Bibliotek;Hvidovre;5. Hvidovre;;;83.73966942;.139224412;;;;3
169001;2628;2075;650;102;191;343;2007;Selsmoseskolen;Høje-Taastrup;7. Taastrup;;;72.19484109;.293873791;;;;3
169002;3191;2777;780;114;344;572;2007;Parkskolen;Høje-Taastrup;7. Taastrup;;;97.44276795;.54578564;;;;3
169003;2473;2268;561;102;344;565;2007;Grønhøjskolen;Høje-Taastrup;7. Taastrup;;;128.4417549;.672465961;;;;3
169004;2098;1830;489;70;258;398;2007;Taastrup Kulturcenter;Høje-Taastrup;7. Taastrup;;;105.5595668;.6678700359999999;;;;3
169005;1578;1434;397;60;187;328;2007;Borgerskolen;Høje-Taastrup;7. Taastrup;;;;.915375447;;;;3
169006;4681;3772;1122;161;396;720;2007;Gadehaveskolen;Høje-Taastrup;7. Taastrup;;;81.64863782000001;.503254692;;;;3
169007;3128;2696;896;118;245;527;2007;Rønnevangsskolen;Høje-Taastrup;7. Taastrup;;;80.47697368;.633458647;;;;3
169008;2140;1800;546;73;146;327;2007;Torstorp Skole;Høje-Taastrup;7. Taastrup;;;81.06276588999999;.141753748;;;;3
169009;1744;1567;337;50;229;485;2007;Sengeløse;Høje-Taastrup;7. Taastrup;;;134.8225214;.891064871;;;;3
169010;1828;1461;488;59;121;292;2007;Charlotteskolen;Høje-Taastrup;7. Taastrup;;;89.55028618;.29108749;;;;3
169011;3371;2936;783;115;291;766;2007;Fritidscentret Hedehuset;Høje-Taastrup;7. Taastrup;;;96.22351695;.7166313560000001;;;;3
169012;3052;2743;729;120;379;715;2007;Fløng Hallen;Høje-Taastrup;7. Taastrup;;;126.3759052;.88676761;;;;3
169013;594;556;116;25;78;178;2007;Reerslev Skole;Høje-Taastrup;7. Taastrup;;;132.2048611;.7881944440000001;;;;3
173001;4837;4173;876;335;704;959;2007;Lyngby Midt;Lyngby-Tårbæk;2. Lyngby;;;77.24947688;.301707508;;;;3
173002;4400;3800;1038;238;471;686;2007;Lindegård;Lyngby-Tårbæk;2. Lyngby;;;75.79944547;.153111522;;;;3
173003;4469;3937;778;315;698;909;2007;Trongård;Lyngby-Tårbæk;2. Lyngby;;;80.33343300999999;.322368421;;;;3
173004;4451;4016;708;368;758;995;2007;Engelsborg;Lyngby-Tårbæk;2. Lyngby;;;89.96268657;.535366645;;;;3
173005;1057;950;164;80;207;220;2007;Taarbæk;Lyngby-Tårbæk;2. Lyngby;;;111.2106017;.558739255;;;;3
173006;4651;4312;630;446;1074;1153;2007;Virum;Lyngby-Tårbæk;2. Lyngby;;;118.4988962;.765636497;;;;3
173007;3344;3094;577;318;640;689;2007;Hummeltofte;Lyngby-Tårbæk;2. Lyngby;;;109.033396;.605362183;;;;3
173008;3801;3356;707;292;632;701;2007;Fuglsanggård;Lyngby-Tårbæk;2. Lyngby;;;86.11890694;.389217134;;;;3
173009;2067;1967;399;237;358;393;2007;Kongevej;Lyngby-Tårbæk;2. Lyngby;;;109.9439793;.824458873;;;;3
173010;4496;3990;905;347;727;808;2007;Lundtofte;Lyngby-Tårbæk;2. Lyngby;;;90.60237103;.505286767;;;;3
175001;3050;2651;745;158;285;466;2007;Ørbygård;Rødovre;4. Rødovre;;;89.47245322000001;.570686071;;;;3
175002;1624;1316;565;23;51;124;2007;Milestedet;Rødovre;4. Rødovre;;;;;;;;1
175003;4152;3486;1095;203;322;587;2007;Rødovre;Rødovre;4. Rødovre;;;86.31966688999999;.451170791;;;;3
175004;3727;3028;1114;105;181;406;2007;Valhøj;Rødovre;4. Rødovre;;;71.87895451;.069586175;;;;3
175005;2586;2194;817;84;135;285;2007;Carlsrohallen;Rødovre;4. Rødovre;;;74.07556561;.325844332;;;;3
175006;3499;3150;938;162;374;624;2007;Nyager;Rødovre;4. Rødovre;;;;;;;;1
175007;2695;2361;823;94;166;404;2007;Tinderhøj;Rødovre;4. Rødovre;;;89.29392446999999;.355090312;;;;3
175008;4022;3586;1104;144;348;666;2007;Islev;Rødovre;4. Rødovre;;;102.817715;.638425332;;;;3
175009;1316;1117;406;47;91;181;2007;Broparken;Rødovre;4. Rødovre;;;;;;;;1
183001;1150;1047;247;40;113;282;2007;Ishøj Landsby;Ishøj;6. Brøndby;;;131.1614188;.794708063;;;;3
183002;2665;2328;796;73;167;446;2007;Vibeholmskolen;Ishøj;6. Brøndby;;;104.1640452;.567703738;;;;3
183003;3163;2654;904;71;149;424;2007;Gildbroskolen;Ishøj;6. Brøndby;;;98.93397524;.341586428;;;;3
183004;2383;1710;632;65;45;151;2007;Strandgårdskolen;Ishøj;6. Brøndby;;;;;;;;3
183005;3741;3234;959;105;278;649;2007;Ishøj Bycenter;Ishøj;6. Brøndby;;;91.66265060000001;.69437751;;;;3
185001;4195;3736;878;102;322;906;2007;Vestamager;Tårnby;12. Tårnby;;;120.2930568;.850766456;;;;3
185002;4945;4443;1139;161;467;1120;2007;Pilegården;Tårnby;12. Tårnby;;;124.1063911;.969766552;;;;3
185003;4697;3977;1228;145;275;650;2007;Tårnby;Tårnby;12. Tårnby;;;80.88009352;.351369405;;;;3
185004;3823;3252;988;143;289;580;2007;Korsvejen;Tårnby;12. Tårnby;;;87.22435079;.423158791;;;;3
185005;3546;3128;798;125;294;734;2007;Løjtegården;Tårnby;12. Tårnby;;;110.457958;.805805806;;;;3
185006;8359;7060;2410;257;442;1083;2007;Kastrup;Tårnby;12. Tårnby;;;70.79711333;.18435296;;;;3
187001;2213;1908;435;75;338;420;2007;Vallensbæk Skole, Multisalen;Vallensbæk;6. Brøndby;;;97.01497256;.784848485;;;;3
187002;3141;2938;699;127;620;626;2007;Egholmskolen;Vallensbæk;6. Brøndby;;;111.7882883;.803578921;;;;3
187003;3469;3195;752;150;693;762;2007;Pilehaveskolen;Vallensbæk;6. Brøndby;;;115.0639059;.827709611;;;;3
190001;6894;6304;1289;576;1027;1466;2007;Værløse;Furesø;5. Egedal;;;109.345787;.567980022;;;;3
190002;2488;2390;400;322;418;531;2007;Hareskov;Furesø;5. Egedal;;;134.1779279;.8708708710000001;;;;3
190003;2976;2828;443;302;550;732;2007;Søndersø;Furesø;5. Egedal;;;116.787248;.650513176;;;;3
190004;940;862;221;88;127;169;2007;Jonstrup;Furesø;5. Egedal;;;122.9518072;.728915663;;;;3
190005;3978;3722;640;327;638;1025;2007;Stavnsholt;Furesø;5. Egedal;;;124.056738;.661786456;;;;3
190006;4934;4547;806;436;669;1180;2007;Solvang;Furesø;5. Egedal;;;117.9827982;.704881563;;;;3
190007;3867;3195;812;169;231;562;2007;Paltholm;Furesø;5. Egedal;;;99.60176991;.142654867;;;;3
201001;1881;1762;240;179;314;583;2007;Blovstrød;Allerød;6. Rudersdal;;;127.3620206;.797006548;;;;3
201002;3450;3122;653;265;415;746;2007;Lillerød Øst;Allerød;6. Rudersdal;;;105.4716543;.446561338;;;;3
201003;3917;3649;593;404;665;1028;2007;Lillerød By;Allerød;6. Rudersdal;;;116.6549625;.754681648;;;;3
201004;3523;3208;488;212;460;1127;2007;Lynge By;Allerød;6. Rudersdal;;;125.5317501;.740320083;;;;3
201005;3677;3414;514;263;712;1119;2007;Lynge Øst;Allerød;6. Rudersdal;;;126.8418393;.777160182;;;;3
210001;4323;3781;760;271;575;1124;2007;Asminderød;Fredensborg;2. Fredensborg;;;104.6908232;.527372981;;;;3
210002;3344;3073;456;263;558;1037;2007;Fredensborg;Fredensborg;2. Fredensborg;;;128.4282644;.751209027;;;;3
210003;3344;3004;592;284;427;785;2007;Humlebæk;Fredensborg;2. Fredensborg;;;101.8022472;.66741573;;;;3
210004;3336;3000;653;261;367;706;2007;Baunebjerg;Fredensborg;2. Fredensborg;;;101.8649439;.52559727;;;;3
210005;3127;2740;507;226;396;765;2007;Ullerød;Fredensborg;2. Fredensborg;;;114.7562214;.624174708;;;;3
210006;3396;2968;534;158;443;930;2007;Brønsholm;Fredensborg;2. Fredensborg;;;111.8580742;.638415246;;;;3
210007;2824;2554;529;166;314;697;2007;Niverød;Fredensborg;2. Fredensborg;;;;.484204131;;;;3
210008;849;798;83;49;143;321;2007;Karlebo;Fredensborg;2. Fredensborg;;;149.5552885;.795673077;;;;3
210009;2756;2391;540;219;312;539;2007;Nivå;Fredensborg;2. Fredensborg;;;104.351145;.401853871;;;;3
217001;7045;5764;1481;394;608;1101;2007;Helsingør Bibliotek;Helsingør;1. Helsingør;;;82.21815075000001;.360423676;;;;3
217002;9275;7629;2610;362;548;1182;2007;Montebello, Gurrevej 90;Helsingør;1. Helsingør;;;84.72904613;.315009597;;;;3
217003;5299;4453;1359;233;379;829;2007;Laden,  Gl. Vapnagård;Helsingør;1. Helsingør;;;94.29113924000001;.362025316;;;;3
217004;4112;3679;743;312;559;980;2007;Hellebæk;Helsingør;1. Helsingør;;;117.6554291;.686077058;;;;3
217005;3743;3302;661;246;428;988;2007;Hornbæk Skole;Helsingør;1. Helsingør;;;115.8005753;.718600192;;;;3
217006;988;896;170;67;101;272;2007;Nygård Skole;Helsingør;1. Helsingør;;;133.9042553;.8382978720000001;;;;3
217007;1218;1104;163;78;154;375;2007;Tikøb Klubhus;Helsingør;1. Helsingør;;;121.3416537;.820592824;;;;3
217008;678;602;140;37;52;147;2007;Kvistgård Idrætsanlæg;Helsingør;1. Helsingør;;;119.4060773;.671270718;;;;3
217009;3531;3111;686;223;422;818;2007;Snekkersten Hallen;Helsingør;1. Helsingør;;;113.3416402;.521522429;;;;3
217010;3272;2922;533;298;486;744;2007;Teknisk Forvaltning,  Esp;Helsingør;1. Helsingør;;;117.5307692;.646666667;;;;3
217011;4912;4434;977;340;688;1075;2007;Mørdrupskolen;Helsingør;1. Helsingør;;;106.4614867;.643794147;;;;3
219001;5674;5069;1233;390;620;1165;2007;Frederiksborgcentret;Hillerød;3. Hillerød;;;95.33513206000001;.464356717;;;;3
219002;4682;4074;1191;284;491;932;2007;Hillerødsholmsskolen;Hillerød;3. Hillerød;;;106.0290334;.525174568;;;;3
219003;617;577;121;36;74;182;2007;Brødeskov;Hillerød;3. Hillerød;;;140.8255452;.813084112;;;;3
219004;1154;1083;236;119;135;224;2007;Hammersholt;Hillerød;3. Hillerød;;;127.5638842;.867120954;;;;3
219005;1668;1543;321;70;201;495;2007;Alsønderup;Hillerød;3. Hillerød;;;130.7126168;.869158879;;;;3
219006;416;385;60;26;46;137;2007;Harløse;Hillerød;3. Hillerød;;;113.1010929;.516393443;;;;3
219007;3072;2713;719;165;311;689;2007;Ålholmskolen;Hillerød;3. Hillerød;;;124.6021948;.716049383;;;;3
219008;1409;1280;234;130;207;352;2007;Nødebo;Hillerød;3. Hillerød;;;140.7777778;.883950617;;;;3
219009;759;724;147;72;111;189;2007;Gadevang;Hillerød;3. Hillerød;;;104.5946653;.6438284520000001;;;;3
219010;3049;2796;758;209;346;636;2007;Kulsvierskolen;Hillerød;3. Hillerød;;;96.54211526;.40310323;;;;3
219011;4942;4217;1110;282;495;891;2007;Skanseskolen;Hillerød;3. Hillerød;;;132.0460526;.767105263;;;;3
219012;1479;1322;221;79;189;425;2007;Lille Lyngby;Hillerød;3. Hillerød;;;128.9401103;.7785658;;;;3
219013;1670;1519;347;73;224;498;2007;Skævinge;Hillerød;3. Hillerød;;;120.6823028;.76119403;;;;3
219014;932;818;187;29;109;250;2007;Gørløse;Hillerød;3. Hillerød;;;;.863636364;;;;3
219015;441;393;42;17;61;143;2007;Strø;Hillerød;3. Hillerød;;;;;;;;1
219016;965;888;168;43;104;324;2007;Uvelse;Hillerød;3. Hillerød;;;;;;;;1
223001;4586;4085;476;291;955;1418;2007;Hørsholm;Hørsholm;2. Fredensborg;;;99.09242021;.444148936;;;;3
223002;4761;4358;686;366;933;1402;2007;Usserød;Hørsholm;2. Fredensborg;;;109.1711319;.637977227;;;;3
223003;3210;2999;175;184;916;1275;2007;Rungsted;Hørsholm;2. Fredensborg;;;149.9529867;.781526549;;;;3
223004;341;318;32;23;67;120;2007;Grønnegade;Hørsholm;2. Fredensborg;;;149.3413174;.652694611;;;;3
223005;4729;4235;503;293;990;1481;2007;Vallerød;Hørsholm;2. Fredensborg;;;117.4542683;.41802168;;;;3
230001;2964;2724;433;295;472;791;2007;Bistrup;Rudersdal;6. Rudersdal;;;108.6090258;.593349585;;;;3
230002;4588;4122;655;536;633;1024;2007;Toftevang;Rudersdal;6. Rudersdal;;;;;;;;1
