ValgId;Gruppe;ValgstedId;KredsNr;StorKredsNr;LandsdelsNr;Stemmeberettigede;Afgivne stemmer;Blanke stemmer;Andre ugyldige stemmer;Gyldige stemmer;A. Socialdemokratiet;B. Det Radikale Venstre;C. Det Konservative Folkeparti;D. Centrum-Demokraterne;F. SF - Socialistisk Folkeparti;K. Kristendemokraterne;I. Liberal Alliance;O. Dansk Folkeparti;V. Venstre, Danmarks Liberale Parti;M. Minoritetspartiet;Y. Ny Alliance;Ø. Enhedslisten - De Rød-Grønne;1. Uden for partierne;Å. Alternativet;2. Uden for partierne;3. Uden for partierne;4. Uden for partierne;5. Uden for partierne;6. Uden for partierne
2015;550015;550015;51;7;2;593;499;4;1;494;73;14;10;-;12;41;44;149;123;-;-;19;-;9;-;-;-;-;-
2015;550016;550016;51;7;2;676;583;1;3;579;56;23;7;-;10;7;53;224;159;-;-;24;-;16;-;-;-;-;-
2015;550017;550017;51;7;2;1585;1355;12;3;1340;226;16;27;-;31;91;110;396;373;-;-;44;-;26;-;-;-;-;-
2015;550018;550018;51;7;2;544;477;4;1;472;87;9;10;-;9;1;30;161;139;-;-;22;-;4;-;-;-;-;-
2015;550019;550019;51;7;2;410;355;3;1;351;73;7;7;-;5;9;41;100;97;-;-;8;-;4;-;-;-;-;-
2015;550021;550021;51;7;2;507;421;2;1;418;85;7;13;-;12;3;30;135;119;-;-;11;-;3;-;-;-;-;-
2015;550023;550023;51;7;2;3082;2651;32;8;2611;581;44;60;-;52;57;152;795;746;-;-;76;-;48;-;-;-;-;-
2015;550024;550024;51;7;2;773;662;6;3;653;113;19;9;-;14;6;60;213;163;-;-;41;-;15;-;-;-;-;-
2015;550025;550025;51;7;2;6098;5003;31;34;4938;1343;187;110;-;186;26;294;1171;1141;-;-;353;-;127;-;-;-;-;-
2015;550027;550027;51;7;2;829;722;8;2;712;142;17;8;-;16;6;50;252;187;-;-;21;-;13;-;-;-;-;-
2015;550029;550029;51;7;2;766;649;7;1;641;137;28;8;-;18;14;51;174;154;-;-;34;-;23;-;-;-;-;-
2015;550051;550051;51;7;2;454;403;1;1;401;70;16;10;-;17;0;29;121;114;-;-;15;-;9;-;-;-;-;-
2015;550061;550061;51;7;2;2851;2361;13;18;2330;525;37;47;-;40;18;174;736;637;-;-;90;-;26;-;-;-;-;-
2015;550071;550071;51;7;2;505;435;6;1;428;54;6;11;-;5;13;52;111;152;-;-;15;-;9;-;-;-;-;-
2015;561002;561002;52;7;2;10038;8032;98;41;7893;1806;300;165;-;277;43;862;1838;1582;-;-;750;-;270;-;-;-;-;-
2015;561003;561003;52;7;2;2260;1715;18;12;1685;547;40;19;-;66;8;90;474;249;-;-;161;-;31;-;-;-;-;-
2015;561004;561004;52;7;2;3432;2852;37;13;2802;857;76;34;-;126;5;150;774;376;-;-;313;-;91;-;-;-;-;-
2015;561005;561005;52;7;2;4699;3626;38;13;3575;1159;90;51;-;134;31;138;1039;479;-;-;386;-;68;-;-;-;-;-
2015;561006;561006;52;7;2;4824;4039;47;12;3980;1183;139;93;-;153;24;265;902;698;-;-;390;-;133;-;-;-;-;-
2015;561007;561007;52;7;2;3659;2923;31;17;2875;920;70;23;-;131;18;111;846;353;-;-;330;-;73;-;-;-;-;-
2015;561008;"561035;561008";53;7;2;1579;1422;15;4;1403;311;32;22;-;36;19;92;442;374;-;-;55;-;20;-;-;-;-;-
2015;561011;561011;52;7;2;3106;2644;15;14;2615;606;73;61;-;99;26;195;622;691;-;-;187;-;55;-;-;-;-;-
2015;561012;561012;53;7;2;2471;2150;10;1;2139;508;52;38;-;58;11;167;629;545;-;-;96;-;35;-;-;-;-;-
2015;561015;561015;52;7;2;5475;4787;38;15;4734;1268;116;89;-;120;55;354;1282;1046;-;-;300;-;104;-;-;-;-;-
2015;561016;561016;53;7;2;5699;5113;41;12;5060;1202;154;134;-;134;20;480;1140;1524;-;-;182;-;90;-;-;-;-;-
2015;561017;561017;53;7;2;1059;940;4;2;934;216;11;13;-;27;12;63;256;271;-;-;49;-;16;-;-;-;-;-
2015;561020;561020;53;7;2;2516;2241;20;2;2219;572;60;37;-;69;12;167;555;564;-;-;133;-;50;-;-;-;-;-
2015;561021;561021;52;7;2;2793;2121;24;9;2088;667;53;20;-;81;27;60;565;373;-;-;208;-;34;-;-;-;-;-
2015;561022;561022;52;7;2;2611;2179;17;6;2156;563;30;42;-;46;25;122;717;460;-;-;119;-;32;-;-;-;-;-
2015;561023;561023;52;7;2;2968;2570;26;8;2536;814;49;27;-;108;18;117;744;426;-;-;186;-;47;-;-;-;-;-
2015;561024;561024;53;7;2;2813;2443;18;10;2415;593;61;41;-;67;44;178;682;578;-;-;117;-;54;-;-;-;-;-
2015;561025;561025;53;7;2;7876;6773;54;21;6698;1549;152;141;-;189;80;447;1951;1711;-;-;328;-;150;-;-;-;-;-
2015;561028;561028;53;7;2;8515;7231;47;37;7147;1803;220;231;-;375;30;468;1518;1606;-;-;597;-;299;-;-;-;-;-
2015;561032;561032;53;7;2;1488;1297;12;4;1281;288;27;21;-;52;19;106;318;322;-;-;81;-;47;-;-;-;-;-
2015;561033;561033;53;7;2;2069;1816;20;3;1793;366;50;60;-;46;9;126;508;517;-;-;75;-;36;-;-;-;-;-
2015;561038;561038;53;7;2;1228;1016;11;2;1003;175;28;16;-;26;11;66;290;318;-;-;49;-;24;-;-;-;-;-
2015;561040;561040;53;7;2;2680;2245;16;7;2222;426;46;33;-;55;28;151;738;630;-;-;83;-;32;-;-;-;-;-
2015;563001;563001;52;7;2;2277;2036;20;3;2013;528;68;68;-;107;5;127;405;390;-;-;202;-;113;-;-;-;-;-
2015;563002;563002;52;7;2;258;237;5;1;231;80;3;9;-;9;2;12;43;35;-;-;28;-;10;-;-;-;-;-
2015;573001;573001;54;7;2;10598;8908;66;44;8798;2041;212;157;-;250;49;565;2571;2381;-;-;383;-;189;-;-;-;-;-
2015;573004;573004;54;7;2;840;767;9;4;754;151;23;5;-;13;6;48;184;264;-;-;45;-;15;-;-;-;-;-
2015;573005;573005;54;7;2;569;512;8;1;503;84;17;16;-;9;0;42;140;161;-;-;22;-;12;-;-;-;-;-
2015;573006;573006;54;7;2;649;588;5;2;581;94;14;8;-;9;6;50;163;211;-;-;11;-;15;-;-;-;-;-
2015;573007;573007;54;7;2;1130;1041;14;1;1026;215;28;16;-;30;5;63;305;307;-;-;36;-;21;-;-;-;-;-
2015;573008;573008;54;7;2;842;737;10;1;726;124;14;4;-;12;7;49;220;270;-;-;18;-;8;-;-;-;-;-
2015;573009;573009;54;7;2;996;890;3;7;880;153;30;9;-;28;13;54;250;291;-;-;33;-;19;-;-;-;-;-
2015;573010;573010;54;7;2;951;807;9;3;795;116;23;9;-;23;13;69;255;250;-;-;27;-;10;-;-;-;-;-
2015;573013;573013;54;7;2;1764;1537;3;8;1526;280;30;25;-;44;13;105;440;492;-;-;54;-;43;-;-;-;-;-
2015;573014;573014;54;7;2;587;510;6;1;503;58;11;17;-;15;18;42;141;178;-;-;11;-;12;-;-;-;-;-
2015;573015;573015;54;7;2;1171;1037;10;0;1027;159;25;23;-;18;10;78;295;361;-;-;38;-;20;-;-;-;-;-
2015;573018;573018;54;7;2;2780;2417;25;7;2385;464;41;39;-;59;15;156;617;861;-;-;94;-;39;-;-;-;-;-
2015;573019;573019;54;7;2;437;392;0;0;392;76;4;10;-;9;1;28;113;133;-;-;13;-;5;-;-;-;-;-
2015;573022;573022;54;7;2;896;811;7;2;802;139;21;12;-;15;14;60;237;274;-;-;26;-;4;-;-;-;-;-
2015;573023;573023;54;7;2;1236;1106;6;3;1097;170;27;13;-;23;15;59;338;405;-;-;28;-;19;-;-;-;-;-
2015;573024;573024;54;7;2;508;446;5;0;441;43;8;8;-;12;3;35;128;187;-;-;8;-;9;-;-;-;-;-
2015;573026;573026;54;7;2;1061;951;11;2;938;141;16;11;-;12;7;69;250;385;-;-;33;-;14;-;-;-;-;-
2015;573027;573027;54;7;2;810;692;6;5;681;83;12;9;-;10;18;63;205;259;-;-;9;-;13;-;-;-;-;-
2015;573028;573028;54;7;2;1009;904;6;2;896;143;21;19;-;10;4;59;220;361;-;-;37;-;22;-;-;-;-;-
2015;573030;573030;54;7;2;4425;3844;32;9;3803;645;115;65;-;61;194;216;1080;1242;-;-;126;-;59;-;-;-;-;-
2015;573031;573031;54;7;2;1493;1295;22;3;1270;211;31;19;-;16;10;79;348;486;-;-;46;-;24;-;-;-;-;-
2015;573032;573032;54;7;2;1387;1184;8;3;1173;245;19;14;-;33;34;49;349;372;-;-;37;-;21;-;-;-;-;-
2015;573033;573033;54;7;2;611;553;4;1;548;72;11;2;-;10;12;65;147;196;-;-;18;-;15;-;-;-;-;-
2015;575001;575001;55;7;2;4148;3583;40;12;3531;911;65;77;-;96;17;232;1021;946;-;-;120;-;46;-;-;-;-;-
2015;575002;575002;55;7;2;649;561;4;1;556;103;7;8;-;12;2;42;184;170;-;-;11;-;17;-;-;-;-;-
2015;575003;575003;55;7;2;2658;2248;21;5;2222;478;44;45;-;53;23;148;658;625;-;-;107;-;41;-;-;-;-;-
2015;575004;575004;55;7;2;853;763;8;0;755;119;10;11;-;17;10;54;247;257;-;-;22;-;8;-;-;-;-;-
2015;575005;575005;55;7;2;934;808;5;4;799;126;13;19;-;13;5;50;250;289;-;-;24;-;10;-;-;-;-;-
2015;575006;575006;55;7;2;422;369;3;1;365;68;8;10;-;9;5;30;95;116;-;-;12;-;12;-;-;-;-;-
2015;575007;575007;55;7;2;2656;2287;15;6;2266;415;42;71;-;50;49;129;634;763;-;-;71;-;42;-;-;-;-;-
2015;575008;575008;55;7;2;683;584;0;1;583;94;7;10;-;9;6;45;153;202;-;-;40;-;17;-;-;-;-;-
2015;575009;575009;55;7;2;1904;1657;23;5;1629;356;31;29;-;33;12;140;461;468;-;-;58;-;41;-;-;-;-;-
2015;575010;575010;55;7;2;544;476;5;2;469;63;7;11;-;7;1;46;126;191;-;-;10;-;7;-;-;-;-;-
2015;575011;575011;55;7;2;1318;1153;7;3;1143;272;16;37;-;26;11;78;305;340;-;-;33;-;25;-;-;-;-;-
2015;575012;575012;55;7;2;340;305;1;1;303;45;5;12;-;6;4;43;72;103;-;-;6;-;7;-;-;-;-;-
2015;575013;575013;55;7;2;610;525;5;0;520;90;8;17;-;24;8;43;144;158;-;-;20;-;8;-;-;-;-;-
2015;575014;575014;55;7;2;6677;5673;44;22;5607;1624;120;141;-;149;28;341;1561;1297;-;-;258;-;88;-;-;-;-;-
2015;575015;575015;55;7;2;518;478;2;1;475;76;9;13;-;11;2;43;153;141;-;-;19;-;8;-;-;-;-;-
2015;575016;575016;55;7;2;2182;2012;12;5;1995;415;85;45;-;59;5;215;452;572;-;-;86;-;61;-;-;-;-;-
2015;575017;575017;55;7;2;1064;953;8;3;942;212;27;23;-;33;16;82;268;221;-;-;40;-;20;-;-;-;-;-
2015;575018;575018;55;7;2;1098;995;11;1;983;237;25;12;-;17;4;81;297;234;-;-;50;-;26;-;-;-;-;-
2015;575019;575019;55;7;2;1577;1349;12;2;1335;219;19;28;-;49;11;119;475;346;-;-;41;-;28;-;-;-;-;-
2015;580001;580001;50;7;2;646;556;7;0;549;111;6;6;-;12;4;42;203;143;-;-;19;-;3;-;-;-;-;-
2015;580002;580002;50;7;2;651;562;8;2;552;102;8;6;-;9;10;29;168;185;-;-;26;-;9;-;-;-;-;-
2015;580003;580003;50;7;2;5154;4434;37;21;4376;1035;112;71;-;97;48;282;1400;1111;-;-;156;-;64;-;-;-;-;-
2015;580004;580004;50;7;2;3319;2960;26;7;2927;667;100;48;-;77;17;205;804;776;-;-;131;-;102;-;-;-;-;-
2015;580005;580005;50;7;2;1436;1296;4;7;1285;268;27;21;-;16;35;70;508;289;-;-;43;-;8;-;-;-;-;-
2015;580006;580006;50;7;2;658;568;1;5;562;75;25;11;-;10;3;100;192;125;-;-;17;-;4;-;-;-;-;-
2015;580007;580007;50;7;2;1672;1406;7;5;1394;251;32;15;-;16;18;133;492;368;-;-;54;-;15;-;-;-;-;-
2015;580008;580008;50;7;2;1722;1518;2;0;1516;295;52;43;-;34;14;113;443;414;-;-;72;-;36;-;-;-;-;-
2015;580009;580009;50;7;2;1607;1402;11;3;1388;280;42;22;-;24;8;92;496;335;-;-;63;-;26;-;-;-;-;-
2015;580010;580010;50;7;2;928;789;7;4;778;154;23;9;-;22;3;56;238;216;-;-;34;-;23;-;-;-;-;-
2015;580011;580011;50;7;2;1893;1553;14;2;1537;239;57;25;-;15;56;147;527;389;-;-;55;-;27;-;-;-;-;-
2015;580012;580012;50;7;2;2570;2110;12;9;2089;456;81;33;-;38;18;137;708;528;-;-;63;-;27;-;-;-;-;-
2015;580013;580013;50;7;2;1650;1405;13;3;1389;258;39;20;-;36;4;85;524;369;-;-;40;-;14;-;-;-;-;-
2015;580014;580014;50;7;2;3017;2557;21;15;2521;447;70;67;-;48;20;203;893;655;-;-;76;-;42;-;-;-;-;-
2015;580015;580015;50;7;2;3647;3033;22;16;2995;618;58;59;-;56;8;161;1159;723;-;-;115;-;38;-;-;-;-;-
2015;580016;580016;50;7;2;7056;5901;50;21;5830;1373;267;113;-;188;62;444;1518;1308;-;-;378;-;179;-;-;-;-;-
2015;580017;580017;50;7;2;3013;2589;22;11;2556;769;106;43;-;75;17;122;680;543;-;-;150;-;51;-;-;-;-;-
2015;580018;580018;50;7;2;1933;1593;10;3;1580;459;70;27;-;50;9;82;439;296;-;-;116;-;32;-;-;-;-;-
2015;607001;607001;58;7;2;10831;8888;104;26;8758;2739;192;163;-;349;105;501;2606;1146;-;-;667;-;290;-;-;-;-;-
2015;607002;607002;58;7;2;1133;1014;4;2;1008;265;19;21;-;30;12;60;312;227;-;-;35;-;27;-;-;-;-;-
2015;607003;607003;58;7;2;7217;6520;48;12;6460;1671;181;178;-;163;43;499;1840;1452;-;-;267;-;166;-;-;-;-;-
2015;607004;607004;58;7;2;585;523;9;2;512;95;12;8;-;20;4;29;181;118;-;-;25;-;20;-;-;-;-;-
2015;607005;607005;58;7;2;4013;3619;35;2;3582;769;132;89;-;128;20;346;1020;842;-;-;134;-;102;-;-;-;-;-
2015;607006;607006;58;7;2;7486;6062;47;15;6000;1966;119;79;-;183;49;294;1872;885;-;-;405;-;148;-;-;-;-;-
2015;607007;607007;58;7;2;1439;1322;12;1;1309;343;36;38;-;44;6;80;364;310;-;-;43;-;45;-;-;-;-;-
2015;607008;607008;58;7;2;4691;3666;40;23;3603;907;98;63;-;140;17;268;1117;491;-;-;335;-;167;-;-;-;-;-
2015;615001;615001;71;8;3;4598;3625;46;13;3566;1198;98;57;-;157;16;235;925;381;-;-;385;1;102;11;0;-;-;-
2015;615002;615002;71;8;3;4583;3627;37;21;3569;1043;104;75;-;174;21;277;963;400;-;-;358;0;148;6;0;-;-;-
2015;615003;615003;71;8;3;7236;5733;62;32;5639;1436;226;129;-;232;26;723;1268;870;-;-;490;0;230;9;0;-;-;-
2015;615004;615004;71;8;3;151;134;1;0;133;38;14;7;-;2;0;4;20;26;-;-;17;0;5;0;0;-;-;-
2015;615005;615005;71;8;3;4342;3547;37;18;3492;1124;119;63;-;155;19;296;782;404;-;-;346;1;169;14;0;-;-;-
2015;615006;615006;71;8;3;6948;6178;53;14;6111;1824;181;130;-;193;36;511;1682;1075;-;-;329;0;145;4;1;-;-;-
2015;615007;615007;71;8;3;4152;3739;36;10;3693;1012;111;104;-;140;23;347;1025;670;-;-;189;0;67;5;0;-;-;-
2015;615008;615008;71;8;3;2003;1831;18;8;1805;444;74;37;-;51;12;211;469;407;-;-;73;0;26;1;0;-;-;-
2015;615009;615009;71;8;3;1928;1703;17;10;1676;425;46;38;-;52;8;166;404;405;-;-;83;0;48;1;0;-;-;-
2015;615010;615010;71;8;3;2068;1862;14;7;1841;498;70;51;-;44;11;207;426;365;-;-;90;0;76;2;1;-;-;-
2015;615011;615011;71;8;3;4618;4297;20;10;4267;852;177;192;-;123;36;761;771;1080;-;-;138;0;134;3;0;-;-;-
2015;615012;615012;71;8;3;2683;2468;25;5;2438;681;82;60;-;78;13;239;595;511;-;-;113;0;61;5;0;-;-;-
2015;615013;615013;71;8;3;3524;3069;25;14;3030;691;91;86;-;78;25;197;937;721;-;-;107;0;94;3;0;-;-;-
2015;615014;615014;71;8;3;1347;1178;11;2;1165;242;41;35;-;37;17;105;307;289;-;-;59;0;29;4;0;-;-;-
2015;615015;615015;71;8;3;844;748;3;5;740;142;28;15;-;24;7;73;183;152;-;-;49;0;67;0;0;-;-;-
2015;615016;615016;71;8;3;2509;2196;14;8;2174;505;69;53;-;77;10;189;541;529;-;-;116;0;83;2;0;-;-;-
2015;615017;615017;71;8;3;1945;1748;17;7;1724;385;76;49;-;70;7;141;412;364;-;-;107;0;111;2;0;-;-;-
2015;615018;615018;71;8;3;2497;2212;20;16;2176;533;80;51;-;94;6;176;538;468;-;-;147;0;81;2;0;-;-;-
2015;615019;615019;71;8;3;1374;1227;12;4;1211;314;39;34;-;53;4;94;237;293;-;-;96;0;47;0;0;-;-;-
2015;615020;615020;71;8;3;537;484;1;0;483;108;25;6;-;24;3;47;103;80;-;-;26;0;61;0;0;-;-;-
2015;615021;615021;71;8;3;1276;923;8;7;908;325;49;11;-;47;4;70;185;66;-;-;120;0;27;4;0;-;-;-
2015;615022;615022;71;8;3;400;355;6;1;348;80;8;10;-;9;5;29;105;78;-;-;16;0;8;0;0;-;-;-
2015;621001;621001;59;7;2;5607;4566;48;24;4494;960;225;130;-;249;16;518;888;918;-;-;326;-;264;-;-;-;-;-
2015;621002;621002;59;7;2;3637;2667;22;13;2632;819;98;50;-;183;14;182;613;331;-;-;241;-;101;-;-;-;-;-
2015;621003;621003;59;7;2;4214;3479;23;6;3450;1023;120;68;-;198;30;224;863;573;-;-;259;-;92;-;-;-;-;-
2015;621004;621004;59;7;2;5898;5381;30;12;5339;963;284;230;-;165;28;741;1085;1546;-;-;152;-;145;-;-;-;-;-
2015;621005;621005;59;7;2;4065;3603;26;9;3568;785;106;127;-;151;12;289;947;934;-;-;148;-;69;-;-;-;-;-
2015;621006;621006;59;7;2;3489;3105;27;5;3073;625;108;80;-;87;15;309;800;887;-;-;91;-;71;-;-;-;-;-
2015;621007;621007;59;7;2;4170;3650;41;17;3592;751;100;129;-;116;59;308;988;917;-;-;155;-;69;-;-;-;-;-
2015;621008;621008;60;7;2;4558;3635;33;16;3586;932;112;63;-;190;30;266;1079;512;-;-;266;-;136;-;-;-;-;-
2015;621009;621009;60;7;2;6508;5446;66;22;5358;1167;251;122;-;258;82;544;1348;979;-;-;355;-;252;-;-;-;-;-
2015;621010;621010;60;7;2;4387;3942;42;20;3880;1003;111;96;-;215;120;267;1025;821;-;-;143;-;79;-;-;-;-;-
2015;621011;621011;60;7;2;3202;2932;20;16;2896;565;135;110;-;79;17;344;638;854;-;-;69;-;85;-;-;-;-;-
2015;621012;621012;60;7;2;3328;2948;14;4;2930;638;120;70;-;154;9;229;783;640;-;-;151;-;136;-;-;-;-;-
2015;621013;621013;60;7;2;2137;1871;16;5;1850;461;44;39;-;70;8;155;565;410;-;-;60;-;38;-;-;-;-;-
2015;621014;621014;60;7;2;5458;4686;27;20;4639;1055;95;385;-;112;52;295;1408;1001;-;-;164;-;72;-;-;-;-;-
2015;621015;621015;60;7;2;5047;4303;23;13;4267;913;108;118;-;138;77;342;1331;994;-;-;146;-;100;-;-;-;-;-
2015;630001;630001;57;7;2;2313;1921;21;9;1891;524;100;44;-;76;30;138;475;331;-;-;90;-;83;-;-;-;-;-
2015;630002;630002;57;7;2;4267;3760;27;12;3721;882;141;78;-;130;79;318;1000;774;-;-;195;-;124;-;-;-;-;-
2015;630003;630003;57;7;2;1594;1457;3;2;1452;405;36;32;-;25;56;106;398;287;-;-;63;-;44;-;-;-;-;-
2015;630004;630004;57;7;2;1709;1528;13;2;1513;297;40;32;-;41;20;107;518;366;-;-;47;-;45;-;-;-;-;-
2015;630005;630005;57;7;2;1428;1299;12;3;1284;285;40;29;-;42;20;95;404;304;-;-;32;-;33;-;-;-;-;-
2015;630006;630006;57;7;2;2702;2305;25;9;2271;431;111;41;-;57;11;179;631;685;-;-;72;-;53;-;-;-;-;-
2015;630007;630007;57;7;2;744;676;6;1;669;142;25;15;-;17;2;53;244;134;-;-;23;-;14;-;-;-;-;-
2015;630008;630008;57;7;2;1485;1325;12;4;1309;274;53;24;-;54;16;93;379;309;-;-;61;-;46;-;-;-;-;-
2015;630009;630009;57;7;2;10935;8404;89;37;8278;2093;354;169;-;375;94;875;2041;1356;-;-;577;-;344;-;-;-;-;-
2015;630010;630010;57;7;2;934;856;13;4;839;182;29;11;-;29;15;71;233;208;-;-;32;-;29;-;-;-;-;-
2015;630011;630011;57;7;2;3584;3251;20;11;3220;743;117;87;-;95;24;313;822;838;-;-;99;-;82;-;-;-;-;-
2015;630012;630012;57;7;2;2623;2410;17;8;2385;485;172;78;-;79;12;282;480;608;-;-;97;-;92;-;-;-;-;-
2015;630013;630013;57;7;2;2071;1689;15;7;1667;526;56;21;-;59;16;80;391;245;-;-;191;-;82;-;-;-;-;-
2015;630014;630014;57;7;2;2305;1927;21;6;1900;579;81;38;-;75;16;122;502;267;-;-;138;-;82;-;-;-;-;-
2015;630015;630015;57;7;2;3244;2634;27;17;2590;723;96;42;-;134;23;271;648;367;-;-;189;-;97;-;-;-;-;-
2015;630016;"630016;630026";56;7;2;2688;2466;22;7;2437;546;133;62;-;77;49;253;571;577;-;-;94;-;75;-;-;-;-;-
2015;630017;630017;56;7;2;4457;3852;35;12;3805;736;81;84;-;66;52;172;1568;873;-;-;97;-;76;-;-;-;-;-
2015;630018;630018;56;7;2;1732;1522;12;3;1507;215;37;23;-;25;29;78;734;252;-;-;60;-;54;-;-;-;-;-
2015;630019;630019;56;7;2;949;840;4;8;828;143;14;27;-;25;11;58;303;196;-;-;28;-;23;-;-;-;-;-
2015;630020;630020;56;7;2;879;774;11;3;760;132;13;15;-;18;9;42;282;207;-;-;29;-;13;-;-;-;-;-
2015;630021;630021;56;7;2;789;694;3;1;690;89;14;14;-;16;19;46;287;174;-;-;17;-;14;-;-;-;-;-
2015;630022;630022;56;7;2;369;337;4;0;333;62;7;9;-;6;0;28;117;86;-;-;7;-;11;-;-;-;-;-
2015;630023;630023;56;7;2;1244;1080;7;1;1072;186;20;18;-;29;4;71;456;226;-;-;35;-;27;-;-;-;-;-
2015;630024;630024;56;7;2;3099;2797;27;8;2762;631;150;67;-;133;35;184;515;657;-;-;184;-;206;-;-;-;-;-
2015;630025;630025;56;7;2;1282;1130;7;5;1118;189;35;19;-;27;25;67;335;308;-;-;73;-;40;-;-;-;-;-
2015;630027;630027;56;7;2;1624;1481;5;4;1472;284;56;28;-;43;11;91;447;401;-;-;62;-;49;-;-;-;-;-
2015;630028;630028;56;7;2;1220;1086;6;4;1076;164;30;23;-;25;8;98;341;313;-;-;38;-;36;-;-;-;-;-
2015;630029;630029;56;7;2;1155;1053;7;2;1044;197;26;19;-;33;8;90;337;249;-;-;47;-;38;-;-;-;-;-
2015;630030;630030;56;7;2;4452;3664;26;13;3625;1036;198;77;-;158;85;253;828;586;-;-;271;-;133;-;-;-;-;-
2015;630031;630031;56;7;2;920;828;7;2;819;170;32;21;-;15;13;122;218;186;-;-;21;-;21;-;-;-;-;-
2015;630032;630032;56;7;2;6295;5734;36;13;5685;1258;265;207;-;135;55;750;1195;1453;-;-;196;-;171;-;-;-;-;-
2015;630033;630033;56;7;2;1770;1534;24;5;1505;378;70;35;-;79;34;106;384;219;-;-;100;-;100;-;-;-;-;-
2015;630034;630034;56;7;2;3046;2746;25;15;2706;736;107;63;-;115;38;212;661;520;-;-;145;-;109;-;-;-;-;-
2015;657001;657001;80;9;3;19375;16297;165;72;16060;3579;533;596;-;641;418;1407;3381;4244;-;-;844;8;409;-;-;-;-;-
2015;657002;657002;80;9;3;1023;865;7;4;854;175;21;24;-;14;22;43;272;240;-;-;30;0;13;-;-;-;-;-
2015;657005;657005;80;9;3;2451;2136;10;4;2122;434;54;78;-;32;85;133;550;676;-;-;58;0;22;-;-;-;-;-
2015;657006;657006;80;9;3;746;639;9;4;626;142;10;15;-;17;30;26;194;150;-;-;25;0;17;-;-;-;-;-
2015;657007;657007;80;9;3;4202;3859;28;8;3823;816;92;139;-;118;75;285;731;1409;-;-;96;0;62;-;-;-;-;-
2015;657008;657008;80;9;3;1769;1525;11;1;1513;316;34;34;-;30;71;47;418;473;-;-;52;0;38;-;-;-;-;-
2015;657009;657009;80;9;3;716;641;2;1;638;107;13;31;-;7;28;32;175;208;-;-;20;0;17;-;-;-;-;-
2015;657011;657011;80;9;3;589;533;6;4;523;94;18;12;-;20;17;31;138;153;-;-;28;0;12;-;-;-;-;-
2015;657013;657013;81;9;3;3014;2720;24;5;2691;511;47;116;-;58;192;133;607;898;-;-;91;0;38;-;-;-;-;-
2015;657014;657014;81;9;3;583;501;2;3;496;88;7;19;-;9;5;28;195;126;-;-;12;0;7;-;-;-;-;-
2015;657015;657015;81;9;3;1224;1025;7;4;1014;249;30;16;-;54;36;68;213;197;-;-;112;0;39;-;-;-;-;-
2015;657016;657016;81;9;3;878;785;2;1;782;125;25;28;-;16;17;40;238;260;-;-;19;0;14;-;-;-;-;-
2015;657017;657017;81;9;3;6077;5412;40;15;5357;1054;207;219;-;173;190;499;1020;1691;-;-;172;3;129;-;-;-;-;-
2015;657018;657018;81;9;3;524;471;2;4;465;75;3;18;-;13;26;32;134;150;-;-;10;0;4;-;-;-;-;-
2015;657019;657019;81;9;3;691;618;6;0;612;135;17;14;-;12;8;27;187;179;-;-;28;0;5;-;-;-;-;-
2015;657020;657020;81;9;3;355;298;4;1;293;46;3;18;-;4;7;12;86;105;-;-;9;0;3;-;-;-;-;-
2015;657021;657021;81;9;3;670;605;8;1;596;97;18;17;-;17;33;29;141;207;-;-;24;0;13;-;-;-;-;-
2015;657022;657022;81;9;3;724;682;6;1;675;148;24;21;-;25;62;25;159;168;-;-;32;0;11;-;-;-;-;-
2015;657023;657023;81;9;3;3475;3193;24;5;3164;675;83;110;-;94;97;190;693;1097;-;-;78;1;46;-;-;-;-;-
2015;657024;657024;81;9;3;3381;3023;21;3;2999;599;94;74;-;64;37;196;717;1088;-;-;81;0;49;-;-;-;-;-
2015;657025;657025;81;9;3;960;822;4;0;818;116;16;23;-;22;67;38;206;290;-;-;24;1;15;-;-;-;-;-
2015;657026;657026;81;9;3;4104;3670;29;3;3638;840;110;148;-;124;201;233;733;1070;-;-;120;3;56;-;-;-;-;-
2015;657027;657027;81;9;3;3164;2819;18;2;2799;501;62;94;-;73;139;155;675;956;-;-;97;0;47;-;-;-;-;-
2015;657028;657028;81;9;3;380;343;0;0;343;96;6;13;-;8;6;31;66;99;-;-;9;1;8;-;-;-;-;-
2015;657029;657029;81;9;3;1220;1113;3;2;1108;184;21;35;-;16;102;63;235;415;-;-;21;0;16;-;-;-;-;-
2015;657030;657030;81;9;3;848;748;4;5;739;131;13;15;-;15;17;45;213;260;-;-;17;0;13;-;-;-;-;-
2015;661001;661001;82;9;3;14011;12056;123;40;11893;3567;382;448;-;452;241;768;2268;2886;-;-;543;20;318;-;-;-;-;-
2015;661002;661002;82;9;3;3412;3166;28;5;3133;879;96;93;-;87;45;202;551;1004;-;-;87;2;87;-;-;-;-;-
2015;661003;661003;82;9;3;1626;1423;5;6;1412;340;26;53;-;36;19;82;291;497;-;-;35;2;31;-;-;-;-;-
2015;661004;661004;82;9;3;2890;2650;23;9;2618;682;97;90;-;78;29;221;450;852;-;-;68;0;51;-;-;-;-;-
2015;661005;661005;82;9;3;9987;8503;77;17;8409;2924;202;263;-;343;248;399;1745;1661;-;-;458;12;154;-;-;-;-;-
