"ValgId";"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"Stemmeberettigede";"Afgivne stemmer";"Blanke stemmer";"Andre ugyldige stemmer";"Gyldige stemmer";"A";"B";"C";"F";"D";"E";"J";"K";"Q";"G";"O";"H";"U";"V";"P";"Z";"Ø";"R";"Å";"L";"T";"M"
"181";"151001";"151001";"22";"4";"2";"4647";"3971";"179";"17";"3775";"2083";"96";"194";"237";"29";"4";"-";"7";"24";"-";"433";"-";"-";"582";"2";"10";"65";"-";"-";"2";"4";"3"
"181";"151002";"151002";"22";"4";"2";"7011";"5855";"291";"26";"5538";"2936";"165";"319";"377";"44";"4";"-";"12";"49";"-";"577";"-";"-";"896";"3";"16";"130";"-";"-";"1";"8";"1"
"181";"151003";"151003";"22";"4";"2";"2662";"2422";"89";"5";"2328";"959";"101";"271";"167";"35";"2";"-";"2";"24";"-";"182";"-";"-";"536";"1";"2";"46";"-";"-";"0";"0";"0"
"181";"151004";"151004";"22";"4";"2";"3105";"2602";"108";"15";"2479";"1398";"61";"124";"159";"25";"2";"-";"1";"8";"-";"262";"-";"-";"348";"4";"8";"66";"-";"-";"0";"12";"1"
"181";"151005";"151005";"22";"4";"2";"3800";"3544";"193";"8";"3343";"1323";"142";"377";"229";"35";"1";"-";"1";"49";"-";"244";"-";"-";"866";"1";"6";"68";"-";"-";"0";"1";"0"
"181";"151006";"151006";"22";"4";"2";"4454";"3741";"185";"22";"3534";"2026";"83";"132";"264";"12";"10";"-";"8";"27";"-";"420";"-";"-";"433";"8";"9";"96";"-";"-";"1";"4";"1"
"181";"151007";"151007";"22";"4";"2";"1601";"1443";"88";"5";"1350";"511";"65";"159";"88";"18";"0";"-";"2";"51";"-";"133";"-";"-";"285";"0";"1";"36";"-";"-";"0";"0";"1"
"181";"151008";"151008";"22";"4";"2";"3138";"2785";"113";"5";"2667";"1092";"137";"268";"206";"29";"2";"-";"2";"34";"-";"200";"-";"-";"630";"1";"4";"58";"-";"-";"0";"4";"0"
"181";"151009";"151009";"22";"4";"2";"3362";"3072";"136";"13";"2923";"956";"162";"432";"234";"85";"3";"-";"3";"35";"-";"174";"-";"-";"756";"2";"3";"75";"-";"-";"1";"0";"2"
"181";"151010";"151010";"22";"4";"2";"1896";"1708";"37";"4";"1667";"572";"96";"143";"248";"15";"1";"-";"0";"19";"-";"133";"-";"-";"352";"0";"3";"81";"-";"-";"2";"0";"2"
"181";"153001";"153001";"26";"4";"2";"3392";"3054";"130";"9";"2915";"1302";"95";"230";"214";"31";"4";"-";"8";"21";"-";"304";"-";"-";"643";"5";"11";"47";"-";"-";"0";"0";"0"
"181";"153002";"153002";"26";"4";"2";"3583";"2939";"155";"12";"2772";"1360";"71";"213";"216";"35";"3";"-";"15";"17";"-";"317";"-";"-";"460";"1";"11";"48";"-";"-";"0";"2";"3"
"181";"153003";"153003";"26";"4";"2";"3274";"2786";"128";"6";"2652";"1222";"95";"179";"240";"18";"8";"-";"9";"21";"-";"310";"-";"-";"474";"2";"3";"65";"-";"-";"1";"1";"4"
"181";"153004";"153004";"26";"4";"2";"2437";"1918";"72";"12";"1834";"986";"89";"95";"132";"19";"2";"-";"4";"19";"-";"230";"-";"-";"200";"0";"11";"45";"-";"-";"0";"0";"2"
"181";"153005";"153005";"26";"4";"2";"3780";"3298";"109";"8";"3181";"1504";"136";"252";"198";"24";"5";"-";"9";"29";"-";"362";"-";"-";"542";"1";"11";"103";"-";"-";"2";"1";"2"
"181";"153006";"153006";"26";"4";"2";"4678";"3652";"141";"41";"3470";"1582";"188";"192";"257";"118";"2";"-";"9";"16";"-";"455";"-";"-";"506";"0";"15";"119";"-";"-";"3";"6";"2"
"181";"153007";"153007";"26";"4";"2";"5177";"3981";"172";"26";"3783";"1715";"161";"241";"291";"68";"5";"-";"8";"33";"-";"393";"-";"-";"650";"4";"14";"173";"-";"-";"1";"24";"2"
"181";"155001";"155001";"27";"4";"2";"3262";"2942";"157";"14";"2771";"581";"235";"468";"211";"28";"7";"-";"8";"29";"-";"167";"-";"-";"964";"1";"10";"54";"-";"-";"1";"5";"2"
"181";"155002";"155002";"27";"4";"2";"3646";"3275";"162";"11";"3102";"631";"177";"631";"145";"37";"5";"-";"5";"26";"-";"278";"-";"-";"1120";"6";"13";"24";"-";"-";"2";"1";"1"
"181";"155003";"155003";"27";"4";"2";"3091";"2842";"152";"16";"2674";"864";"149";"370";"194";"32";"6";"-";"8";"23";"-";"199";"-";"-";"769";"4";"4";"43";"-";"-";"1";"4";"4"
"181";"157001";"157001";"20";"4";"2";"5488";"4878";"145";"25";"4708";"560";"443";"1605";"287";"56";"4";"-";"2";"70";"-";"172";"-";"-";"1418";"0";"3";"86";"-";"-";"1";"1";"0"
"181";"157002";"157002";"20";"4";"2";"4552";"4044";"169";"14";"3861";"817";"336";"932";"327";"83";"5";"-";"5";"59";"-";"277";"-";"-";"883";"3";"3";"126";"-";"-";"1";"1";"3"
"181";"157003";"157003";"20";"4";"2";"5023";"4336";"126";"13";"4197";"519";"484";"1378";"249";"59";"3";"-";"3";"59";"-";"149";"-";"-";"1159";"0";"11";"112";"-";"-";"7";"4";"1"
"181";"157004";"157004";"20";"4";"2";"5633";"4560";"230";"40";"4290";"953";"343";"1038";"317";"75";"7";"-";"4";"55";"-";"367";"-";"-";"993";"3";"10";"118";"-";"-";"2";"3";"2"
"181";"157005";"157005";"20";"4";"2";"5204";"4290";"132";"6";"4152";"562";"436";"1227";"314";"71";"4";"-";"6";"51";"-";"185";"-";"-";"1171";"2";"6";"113";"-";"-";"2";"0";"2"
"181";"157006";"157006";"24";"4";"2";"5900";"5031";"134";"12";"4885";"481";"571";"1554";"324";"81";"3";"-";"4";"42";"-";"157";"-";"-";"1520";"2";"5";"137";"-";"-";"1";"1";"2"
"181";"157007";"157007";"24";"4";"2";"5818";"4982";"201";"11";"4770";"637";"561";"1306";"358";"96";"5";"-";"3";"99";"-";"159";"-";"-";"1389";"1";"9";"138";"-";"-";"4";"3";"2"
"181";"157008";"157008";"24";"4";"2";"4590";"3938";"110";"13";"3815";"426";"390";"1215";"234";"68";"8";"-";"1";"38";"-";"177";"-";"-";"1130";"2";"10";"108";"-";"-";"5";"1";"2"
"181";"157009";"157009";"24";"4";"2";"5379";"4717";"178";"11";"4528";"500";"444";"1457";"225";"59";"5";"-";"4";"32";"-";"189";"-";"-";"1488";"4";"10";"103";"-";"-";"5";"2";"1"
"181";"157010";"157010";"24";"4";"2";"5040";"4312";"140";"19";"4153";"395";"357";"1521";"159";"52";"3";"-";"2";"47";"-";"207";"-";"-";"1339";"0";"8";"61";"-";"-";"0";"1";"1"
"181";"159001";"159001";"25";"4";"2";"5096";"4329";"111";"11";"4207";"1115";"303";"766";"379";"74";"11";"-";"2";"57";"-";"291";"-";"-";"1004";"4";"10";"182";"-";"-";"5";"0";"4"
"181";"159002";"159002";"25";"4";"2";"3256";"2713";"125";"4";"2584";"766";"143";"332";"241";"60";"7";"-";"2";"43";"-";"284";"-";"-";"597";"2";"8";"97";"-";"-";"2";"0";"0"
"181";"159003";"159003";"25";"4";"2";"6218";"5202";"198";"9";"4995";"1767";"210";"602";"500";"100";"6";"-";"17";"78";"-";"497";"-";"-";"973";"4";"22";"215";"-";"-";"4";"0";"0"
"181";"159004";"159004";"25";"4";"2";"3079";"2487";"130";"4";"2353";"1059";"145";"157";"187";"20";"1";"-";"3";"27";"-";"332";"-";"-";"257";"8";"7";"145";"-";"-";"3";"1";"1"
"181";"159005";"159005";"25";"4";"2";"3112";"2725";"104";"5";"2616";"974";"143";"276";"231";"50";"6";"-";"4";"40";"-";"279";"-";"-";"472";"3";"5";"129";"-";"-";"2";"0";"2"
"181";"159006";"159006";"25";"4";"2";"3908";"3507";"94";"11";"3402";"932";"274";"418";"427";"59";"5";"-";"7";"72";"-";"283";"-";"-";"667";"2";"5";"242";"-";"-";"4";"3";"2"
"181";"159007";"159007";"25";"4";"2";"5234";"4519";"196";"8";"4315";"1823";"166";"362";"368";"89";"8";"-";"10";"42";"-";"552";"-";"-";"671";"4";"15";"198";"-";"-";"4";"1";"2"
"181";"159008";"159008";"25";"4";"2";"6291";"5467";"184";"9";"5274";"1459";"455";"739";"603";"125";"14";"-";"4";"70";"-";"310";"-";"-";"1228";"0";"13";"249";"-";"-";"1";"2";"2"
"181";"159009";"159009";"25";"4";"2";"3872";"3342";"135";"8";"3199";"950";"218";"388";"348";"80";"10";"-";"9";"39";"-";"284";"-";"-";"651";"7";"12";"192";"-";"-";"9";"0";"2"
"181";"159010";"159010";"25";"4";"2";"4604";"3959";"152";"4";"3803";"1243";"214";"483";"332";"85";"6";"-";"3";"47";"-";"353";"-";"-";"847";"2";"11";"172";"-";"-";"1";"2";"2"
"181";"159011";"159011";"25";"4";"2";"3031";"2434";"74";"8";"2352";"790";"186";"244";"220";"52";"4";"-";"2";"28";"-";"205";"-";"-";"497";"2";"8";"110";"-";"-";"1";"0";"3"
"181";"161001";"161001";"23";"4";"2";"2057";"1876";"73";"6";"1797";"716";"83";"205";"158";"24";"5";"-";"2";"16";"-";"165";"-";"-";"376";"1";"5";"36";"-";"-";"2";"1";"2"
"181";"161002";"161002";"23";"4";"2";"2523";"2120";"97";"6";"2017";"669";"84";"264";"127";"30";"0";"-";"2";"23";"-";"216";"-";"-";"552";"2";"6";"39";"-";"-";"0";"0";"3"
"181";"161003";"161003";"23";"4";"2";"4238";"3522";"187";"15";"3320";"1409";"120";"306";"225";"38";"8";"-";"2";"38";"-";"342";"-";"-";"753";"0";"10";"65";"-";"-";"1";"1";"2"
"181";"161004";"161004";"23";"4";"2";"3655";"3024";"143";"10";"2871";"1561";"98";"168";"200";"16";"6";"-";"7";"20";"-";"372";"-";"-";"355";"0";"10";"56";"-";"-";"1";"0";"1"
"181";"161005";"161005";"23";"4";"2";"1376";"1307";"55";"7";"1245";"306";"47";"152";"75";"15";"0";"-";"3";"13";"-";"100";"-";"-";"517";"0";"5";"12";"-";"-";"0";"0";"0"
"181";"161006";"161006";"23";"4";"2";"2439";"2110";"87";"8";"2015";"876";"63";"146";"185";"18";"2";"-";"1";"15";"-";"226";"-";"-";"436";"2";"6";"37";"-";"-";"0";"0";"2"
"181";"163001";"163001";"28";"4";"2";"2187";"1783";"82";"13";"1688";"932";"58";"108";"126";"9";"3";"-";"2";"30";"-";"174";"-";"-";"184";"4";"4";"49";"-";"-";"3";"0";"2"
"181";"163002";"163002";"28";"4";"2";"4815";"4084";"192";"14";"3878";"1800";"184";"290";"339";"46";"8";"-";"10";"77";"-";"366";"-";"-";"643";"2";"11";"96";"-";"-";"3";"2";"1"
"181";"163003";"163003";"28";"4";"2";"4762";"4018";"196";"12";"3810";"1508";"169";"346";"397";"38";"11";"-";"5";"90";"-";"344";"-";"-";"730";"9";"5";"144";"-";"-";"11";"0";"3"
"181";"163004";"163004";"28";"4";"2";"5362";"4824";"223";"20";"4581";"2068";"183";"451";"410";"43";"6";"-";"14";"102";"-";"329";"-";"-";"847";"6";"4";"111";"-";"-";"3";"1";"3"
"181";"163005";"163005";"28";"4";"2";"3957";"3112";"156";"14";"2942";"1426";"134";"173";"247";"27";"6";"-";"6";"57";"-";"283";"-";"-";"457";"4";"9";"111";"-";"-";"1";"0";"1"
"181";"165001";"165001";"23";"4";"2";"4881";"4335";"167";"17";"4151";"1469";"190";"419";"607";"51";"7";"-";"15";"42";"-";"281";"-";"-";"688";"5";"13";"355";"-";"-";"7";"1";"1"
"181";"165002";"165002";"23";"4";"2";"3644";"3256";"101";"13";"3142";"1321";"125";"398";"323";"35";"3";"-";"9";"17";"-";"257";"-";"-";"475";"0";"6";"171";"-";"-";"1";"0";"1"
"181";"165003";"165003";"23";"4";"2";"3394";"2702";"85";"20";"2597";"1195";"171";"125";"305";"25";"4";"-";"9";"16";"-";"304";"-";"-";"260";"3";"4";"169";"-";"-";"2";"2";"3"
"181";"165004";"165004";"23";"4";"2";"4685";"3777";"158";"12";"3607";"1816";"146";"146";"384";"33";"7";"-";"16";"21";"-";"413";"-";"-";"372";"2";"8";"237";"-";"-";"2";"1";"3"
"181";"165005";"165005";"23";"4";"2";"4828";"4137";"153";"28";"3956";"1711";"310";"285";"501";"51";"4";"-";"10";"49";"-";"281";"-";"-";"498";"3";"4";"225";"-";"-";"8";"8";"8"
"181";"167001";"167001";"26";"4";"2";"4277";"3538";"162";"8";"3368";"1271";"167";"305";"247";"52";"7";"-";"12";"44";"-";"356";"-";"-";"689";"11";"16";"140";"-";"-";"3";"2";"46"
"181";"167002";"167002";"26";"4";"2";"3491";"2902";"147";"9";"2746";"1154";"113";"192";"168";"32";"8";"-";"5";"34";"-";"317";"-";"-";"576";"7";"11";"96";"-";"-";"1";"1";"31"
"181";"167003";"167003";"26";"4";"2";"4602";"3849";"174";"8";"3667";"1731";"111";"198";"314";"36";"4";"-";"10";"32";"-";"428";"-";"-";"581";"9";"23";"137";"-";"-";"3";"1";"49"
"181";"167004";"167004";"26";"4";"2";"4831";"4172";"192";"11";"3969";"1770";"136";"225";"335";"34";"6";"-";"9";"35";"-";"445";"-";"-";"679";"12";"13";"180";"-";"-";"2";"3";"85"
"181";"167005";"167005";"26";"4";"2";"5157";"4483";"231";"13";"4239";"1671";"173";"363";"283";"38";"9";"-";"10";"51";"-";"449";"-";"-";"918";"4";"14";"172";"-";"-";"5";"1";"78"
"181";"167006";"167006";"26";"4";"2";"5415";"4658";"209";"18";"4431";"1973";"156";"280";"302";"46";"5";"-";"11";"36";"-";"504";"-";"-";"827";"7";"19";"181";"-";"-";"1";"8";"75"
"181";"167007";"167007";"26";"4";"2";"5627";"4780";"182";"18";"4580";"1863";"151";"407";"254";"51";"9";"-";"3";"58";"-";"520";"-";"-";"1005";"8";"14";"129";"-";"-";"1";"2";"105"
"181";"167008";"167008";"26";"4";"2";"4992";"3852";"155";"19";"3678";"1667";"197";"187";"287";"29";"2";"-";"8";"35";"-";"411";"-";"-";"496";"9";"12";"249";"-";"-";"2";"29";"58"
"181";"169001";"169001";"23";"4";"2";"3440";"2639";"220";"22";"2397";"956";"103";"285";"150";"50";"3";"-";"6";"28";"-";"265";"-";"-";"352";"5";"13";"88";"-";"-";"5";"88";"0"
"181";"169002";"169002";"23";"4";"2";"3416";"2975";"140";"14";"2821";"1056";"111";"557";"140";"32";"7";"-";"11";"38";"-";"279";"-";"-";"511";"0";"8";"50";"-";"-";"0";"20";"1"
"181";"169003";"169003";"23";"4";"2";"2673";"2433";"96";"8";"2329";"734";"106";"635";"125";"20";"2";"-";"6";"15";"-";"166";"-";"-";"451";"0";"7";"57";"-";"-";"0";"3";"2"
"181";"169004";"169004";"23";"4";"2";"2173";"1865";"87";"7";"1771";"658";"72";"365";"84";"26";"5";"-";"4";"13";"-";"194";"-";"-";"311";"2";"5";"25";"-";"-";"3";"3";"1"
"181";"169005";"169005";"23";"4";"2";"1630";"1497";"83";"3";"1411";"555";"54";"268";"65";"16";"3";"-";"3";"16";"-";"128";"-";"-";"272";"0";"3";"24";"-";"-";"0";"4";"0"
"181";"169006";"169006";"23";"4";"2";"4389";"3426";"171";"14";"3241";"1336";"138";"379";"211";"39";"4";"-";"7";"33";"-";"393";"-";"-";"585";"4";"14";"80";"-";"-";"1";"14";"3"
"181";"169007";"169007";"23";"4";"2";"3487";"3039";"165";"8";"2866";"1275";"158";"392";"143";"28";"6";"-";"4";"30";"-";"300";"-";"-";"480";"5";"10";"28";"-";"-";"1";"3";"3"
"181";"169008";"169008";"23";"4";"2";"2450";"1999";"98";"7";"1894";"757";"92";"217";"105";"19";"2";"-";"8";"20";"-";"225";"-";"-";"394";"0";"4";"47";"-";"-";"0";"2";"2"
"181";"169009";"169009";"23";"4";"2";"1769";"1583";"63";"8";"1512";"435";"75";"265";"76";"12";"4";"-";"2";"17";"-";"151";"-";"-";"443";"1";"4";"26";"-";"-";"0";"0";"1"
"181";"169010";"169010";"23";"4";"2";"2232";"1728";"101";"12";"1615";"782";"53";"138";"74";"18";"8";"-";"3";"11";"-";"194";"-";"-";"296";"1";"7";"17";"-";"-";"0";"12";"1"
"181";"169011";"169011";"23";"4";"2";"3355";"2887";"165";"1";"2721";"1128";"90";"334";"118";"20";"3";"-";"3";"15";"-";"261";"-";"-";"707";"0";"14";"28";"-";"-";"0";"0";"0"
"181";"169012";"169012";"23";"4";"2";"3105";"2824";"135";"18";"2671";"999";"134";"405";"100";"33";"2";"-";"2";"17";"-";"259";"-";"-";"681";"1";"9";"28";"-";"-";"1";"0";"0"
"181";"169013";"169013";"23";"4";"2";"589";"548";"23";"0";"525";"166";"25";"79";"29";"1";"2";"-";"1";"4";"-";"45";"-";"-";"162";"0";"2";"8";"-";"-";"0";"0";"1"
"181";"171001";"171001";"22";"4";"2";"789";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"-";"0";"-";"-";"0";"0";"0";"0";"-";"-";"0";"0";"0"
"181";"171002";"171002";"22";"4";"2";"6719";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"0";"0";"-";"0";"-";"-";"0";"0";"0";"0";"-";"-";"0";"0";"0"
"181";"173001";"173001";"21";"4";"2";"5303";"4199";"132";"18";"4049";"935";"267";"817";"319";"57";"7";"-";"4";"39";"-";"297";"-";"-";"1171";"4";"13";"114";"-";"-";"2";"0";"3"
"181";"173002";"173002";"21";"4";"2";"4679";"3938";"144";"16";"3778";"1291";"209";"644";"303";"30";"4";"-";"3";"41";"-";"312";"-";"-";"801";"3";"10";"121";"-";"-";"2";"0";"4"
"181";"173003";"173003";"21";"4";"2";"4967";"4165";"153";"8";"4004";"900";"280";"880";"277";"65";"5";"-";"7";"45";"-";"267";"-";"-";"1113";"3";"13";"142";"-";"-";"5";"2";"0"
"181";"173004";"173004";"21";"4";"2";"4790";"4183";"133";"13";"4037";"829";"356";"868";"309";"64";"7";"-";"0";"62";"-";"251";"-";"-";"1176";"1";"9";"99";"-";"-";"3";"2";"1"
"181";"173005";"173005";"21";"4";"2";"1181";"1053";"38";"5";"1010";"181";"79";"190";"72";"11";"0";"-";"1";"4";"-";"41";"-";"-";"373";"0";"3";"55";"-";"-";"0";"0";"0"
"181";"173006";"173006";"21";"4";"2";"4887";"4357";"106";"14";"4237";"648";"457";"1037";"264";"71";"8";"-";"0";"57";"-";"176";"-";"-";"1396";"1";"10";"111";"-";"-";"0";"1";"0"
"181";"173007";"173007";"21";"4";"2";"3617";"3273";"81";"8";"3184";"631";"309";"838";"235";"48";"0";"-";"1";"51";"-";"153";"-";"-";"821";"2";"12";"79";"-";"-";"0";"1";"3"
"181";"173008";"173008";"21";"4";"2";"3980";"3449";"102";"14";"3333";"757";"265";"725";"282";"39";"5";"-";"3";"35";"-";"209";"-";"-";"929";"0";"11";"73";"-";"-";"0";"0";"0"
"181";"173009";"173009";"21";"4";"2";"2161";"1988";"65";"4";"1919";"362";"243";"445";"184";"17";"1";"-";"2";"29";"-";"77";"-";"-";"483";"1";"8";"65";"-";"-";"1";"0";"1"
"181";"173010";"173010";"21";"4";"2";"4969";"4207";"121";"21";"4065";"1034";"341";"790";"364";"38";"4";"-";"5";"53";"-";"265";"-";"-";"1014";"1";"17";"132";"-";"-";"4";"1";"2"
"181";"175001";"175001";"28";"4";"2";"3233";"2785";"87";"2";"2696";"1052";"116";"271";"225";"29";"6";"-";"1";"47";"-";"319";"-";"-";"524";"2";"9";"86";"-";"-";"0";"1";"8"
"181";"175002";"175002";"28";"4";"2";"2077";"1639";"60";"9";"1570";"837";"42";"71";"130";"7";"2";"-";"2";"9";"-";"217";"-";"-";"185";"3";"10";"50";"-";"-";"2";"0";"3"
"181";"175003";"175003";"28";"4";"2";"4349";"3597";"146";"10";"3441";"1354";"190";"305";"333";"39";"8";"-";"3";"35";"-";"350";"-";"-";"697";"3";"14";"103";"-";"-";"2";"2";"3"
"181";"175004";"175004";"28";"4";"2";"4170";"3388";"153";"4";"3231";"1561";"112";"227";"263";"32";"10";"-";"4";"18";"-";"374";"-";"-";"516";"3";"15";"88";"-";"-";"3";"2";"3"
"181";"175005";"175005";"28";"4";"2";"2798";"2329";"93";"8";"2228";"1064";"78";"137";"195";"26";"7";"-";"3";"15";"-";"313";"-";"-";"323";"3";"5";"54";"-";"-";"3";"0";"2"
"181";"175006";"175006";"28";"4";"2";"3640";"3206";"140";"11";"3055";"1220";"137";"315";"263";"43";"7";"-";"4";"53";"-";"281";"-";"-";"642";"1";"6";"81";"-";"-";"1";"1";"0"
"181";"175007";"175007";"28";"4";"2";"2979";"2535";"88";"7";"2440";"1181";"68";"149";"196";"28";"8";"-";"1";"33";"-";"289";"-";"-";"408";"2";"3";"61";"-";"-";"3";"7";"3"
"181";"175008";"175008";"28";"4";"2";"4309";"3806";"171";"16";"3619";"1526";"145";"327";"249";"47";"6";"-";"6";"36";"-";"471";"-";"-";"718";"6";"5";"75";"-";"-";"2";"0";"0"
"181";"175009";"175009";"28";"4";"2";"1243";"1034";"43";"3";"988";"414";"49";"87";"79";"16";"2";"-";"1";"6";"-";"121";"-";"-";"178";"2";"3";"29";"-";"-";"0";"0";"1"
"181";"181001";"181001";"21";"4";"2";"3112";"2816";"72";"3";"2741";"220";"217";"545";"122";"46";"4";"-";"2";"37";"-";"79";"-";"-";"1421";"0";"2";"44";"-";"-";"0";"2";"0"
"181";"181002";"181002";"21";"4";"2";"2484";"2202";"68";"4";"2130";"280";"193";"379";"103";"22";"4";"-";"2";"27";"-";"89";"-";"-";"992";"1";"2";"34";"-";"-";"1";"1";"0"
"181";"181003";"181003";"21";"4";"2";"2581";"2362";"44";"7";"2311";"219";"265";"458";"134";"44";"3";"-";"1";"21";"-";"57";"-";"-";"1054";"0";"5";"50";"-";"-";"0";"0";"0"
"181";"181004";"181004";"21";"4";"2";"2636";"2410";"76";"11";"2323";"305";"217";"423";"123";"33";"2";"-";"0";"23";"-";"96";"-";"-";"1058";"0";"2";"37";"-";"-";"1";"2";"1"
"181";"181005";"181005";"21";"4";"2";"4053";"3543";"125";"9";"3409";"775";"232";"463";"207";"29";"7";"-";"6";"38";"-";"184";"-";"-";"1373";"1";"12";"76";"-";"-";"3";"1";"2"
"181";"181006";"181006";"21";"4";"2";"4148";"3748";"104";"10";"3634";"626";"240";"590";"173";"53";"1";"-";"3";"35";"-";"165";"-";"-";"1675";"2";"11";"60";"-";"-";"0";"0";"0"
"181";"181008";"181008";"21";"4";"2";"1466";"1281";"41";"5";"1235";"79";"72";"299";"30";"22";"1";"-";"0";"9";"-";"50";"-";"-";"653";"1";"4";"15";"-";"-";"0";"0";"0"
"181";"181009";"181009";"21";"4";"2";"3803";"3416";"94";"13";"3309";"329";"260";"654";"134";"37";"2";"-";"0";"32";"-";"142";"-";"-";"1668";"1";"15";"32";"-";"-";"2";"0";"1"
"181";"183001";"183001";"23";"4";"2";"1051";"960";"41";"4";"915";"245";"38";"101";"79";"11";"1";"-";"1";"14";"-";"109";"-";"-";"297";"0";"2";"17";"-";"-";"0";"0";"0"
"181";"183002";"183002";"23";"4";"2";"2994";"2606";"92";"19";"2495";"1148";"117";"186";"159";"33";"6";"-";"5";"19";"-";"286";"-";"-";"469";"0";"4";"62";"-";"-";"0";"1";"0"
"181";"183003";"183003";"23";"4";"2";"3782";"3104";"148";"25";"2931";"1423";"123";"203";"201";"41";"3";"-";"6";"18";"-";"349";"-";"-";"474";"5";"7";"73";"-";"-";"0";"3";"2"
"181";"183004";"183004";"23";"4";"2";"3485";"2540";"170";"13";"2357";"1172";"259";"59";"218";"66";"3";"-";"8";"9";"-";"218";"-";"-";"156";"3";"12";"148";"-";"-";"1";"24";"1"
"181";"183005";"183005";"23";"4";"2";"3994";"3414";"149";"18";"3247";"1448";"123";"267";"170";"34";"3";"-";"8";"28";"-";"380";"-";"-";"708";"2";"8";"61";"-";"-";"2";"3";"2"
"181";"185001";"185001";"27";"4";"2";"4286";"3736";"175";"14";"3547";"1326";"163";"286";"250";"47";"11";"-";"8";"24";"-";"495";"-";"-";"841";"19";"11";"56";"-";"-";"2";"2";"6"
"181";"185002";"185002";"27";"4";"2";"5179";"4560";"217";"11";"4332";"1648";"253";"355";"336";"56";"16";"-";"6";"53";"-";"445";"-";"-";"1051";"20";"16";"74";"-";"-";"0";"1";"2"
"181";"185003";"185003";"27";"4";"2";"4877";"4029";"198";"29";"3802";"1686";"225";"246";"372";"26";"6";"-";"7";"22";"-";"432";"-";"-";"651";"20";"25";"74";"-";"-";"1";"2";"7"
"181";"185004";"185004";"27";"4";"2";"3997";"3337";"145";"25";"3167";"1376";"197";"219";"266";"20";"6";"-";"3";"42";"-";"312";"-";"-";"627";"14";"10";"70";"-";"-";"1";"2";"2"
"181";"185005";"185005";"27";"4";"2";"3757";"3224";"143";"13";"3068";"1130";"200";"263";"252";"36";"12";"-";"8";"33";"-";"320";"-";"-";"729";"12";"13";"56";"-";"-";"1";"1";"2"
"181";"185006";"185006";"27";"4";"2";"9071";"7604";"340";"23";"7241";"3311";"422";"422";"651";"69";"17";"-";"19";"62";"-";"769";"-";"-";"1282";"33";"39";"132";"-";"-";"2";"3";"8"
"181";"187001";"187001";"23";"4";"2";"2573";"2103";"101";"11";"1991";"562";"68";"602";"93";"26";"8";"-";"2";"15";"-";"156";"-";"-";"389";"0";"11";"52";"-";"-";"2";"4";"1"
"181";"187002";"187002";"23";"4";"2";"3213";"2954";"128";"12";"2814";"852";"110";"1044";"116";"31";"3";"-";"1";"8";"-";"164";"-";"-";"450";"1";"9";"23";"-";"-";"0";"0";"2"
"181";"187003";"187003";"23";"4";"2";"3665";"3371";"112";"12";"3247";"894";"141";"1244";"138";"26";"5";"-";"6";"22";"-";"169";"-";"-";"556";"0";"6";"38";"-";"-";"0";"0";"2"
"181";"189001";"189001";"22";"4";"2";"9030";"8206";"332";"24";"7850";"1694";"811";"1236";"571";"114";"8";"-";"10";"61";"-";"455";"-";"-";"2694";"4";"17";"148";"-";"-";"23";"2";"2"
"181";"189002";"189002";"22";"4";"2";"2544";"2364";"69";"9";"2286";"390";"288";"291";"262";"26";"6";"-";"0";"28";"-";"81";"-";"-";"823";"0";"0";"86";"-";"-";"4";"1";"0"
"181";"189003";"189003";"22";"4";"2";"1126";"1060";"38";"3";"1019";"164";"139";"127";"72";"11";"1";"-";"1";"14";"-";"39";"-";"-";"422";"0";"2";"23";"-";"-";"4";"0";"0"
"181";"189004";"189004";"22";"4";"2";"955";"876";"35";"4";"837";"186";"103";"110";"109";"14";"5";"-";"2";"8";"-";"27";"-";"-";"233";"1";"2";"30";"-";"-";"6";"1";"0"
"181";"201001";"201001";"31";"5";"2";"2008";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"-";"0";"0";"-";"0";"-";"0";"0";"-";"-";"0";"-";"-"
"181";"201002";"201002";"31";"5";"2";"2694";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"-";"0";"0";"-";"0";"-";"0";"0";"-";"-";"0";"-";"-"
"181";"201003";"201003";"31";"5";"2";"3173";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"-";"0";"0";"-";"0";"-";"0";"0";"-";"-";"0";"-";"-"
"181";"201004";"201004";"31";"5";"2";"3495";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"-";"0";"0";"-";"0";"-";"0";"0";"-";"-";"0";"-";"-"
"181";"201005";"201005";"31";"5";"2";"3420";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-";"-";"-";"0";"-";"0";"0";"-";"0";"-";"0";"0";"-";"-";"0";"-";"-"
