year;valgstedid;voters;votes;a;b;c;v;vsnavn;komnavn;kredsnavn;kontanthjaelp;arbejd;boligstoer_kvm;ejer;formue;indkomst;indkomst_80pct
2007;260005;2704.3;2321.39;.2671028995558695;.0435816472027535;.0752092496306093;.2497641499274142;Melby Hallen;Frederiksværk-Hundested;4. Frederikssund;.0300378650426865;.5386905074119568;110.74802;.8329764160000001;1448613.625;506091.625;720428
2011;260005;3163.62;2812.65;.2306330329049117;.0722059267950154;.0406591648445416;.2842621726841235;Melby Hallen;Frederiksværk-Hundested;4. Frederikssund;.0300378650426865;.5386905074119568;111.2200617;.823558063;1448613.625;506091.625;720428
2015;260005;3177;2777;.2679150162045373;.0223262513503781;.0259272596326972;.185451926539431;Melby Hallen;Frederiksværk-Hundested;4. Frederikssund;.0300378650426865;.5386905074119568;111.2200617;.823558063;1448613.625;506091.625;720428
2005;265001;4553.64;3828.07;.2151737037201514;.1380121053167784;.1048674658509379;.2462468032193768;Roskilde Bymidte;Roskilde;8. Roskilde;;;91.11324867;.357069769;;;
2007;265001;;;;;;;;;;;;91.11325553;.357068551;;;
2007;"265001;265015";7126.53;6350.35;.2117552575842276;.0644956577196532;.1210878140574929;.2737030242427582;;;;.0265433061867952;.6182163953781128;;;1287588;532937.75;7993911
2011;"265001;265015";7209.48;6467.11;.1823519315428375;.1217545395083739;.0595350937281104;.2735333093143615;;;;.0265433061867952;.6182163953781128;104.4361137;.467476984;1287588;532937.75;7993911
2015;"265001;265015";7127;6290;.2391096979332273;.0548489666136725;.0359300476947536;.2012718600953895;;;;.0265433061867952;.6182163953781128;104.4361137;.467476984;1287588;532937.75;7993911
2005;265002;4408;3871;.2043399638336347;.1325238956342031;.134073882717644;.2895892534228882;Klostermarken;Roskilde;8. Roskilde;.018437784165144;.5930972099304199;99.7853211;.533944954;1718338.75;563171.375;853551
2007;265002;4279;3892;.2255909558067832;.0737410071942446;.1384892086330935;.2646454265159301;Klostermarken;Roskilde;8. Roskilde;.018437784165144;.5930972099304199;99.7853211;.533944954;1718338.75;563171.375;853551
2011;265002;4393;4036;.1949950445986125;.1402378592666006;.0802775024777007;.2618929633300298;Klostermarken;Roskilde;8. Roskilde;.018437784165144;.5930972099304199;102.5592328;.536466165;1718338.75;563171.375;853551
2015;265002;4301;3920;.2701530612244898;.0719387755102041;.0392857142857143;.2033163265306122;Klostermarken;Roskilde;8. Roskilde;.018437784165144;.5930972099304199;102.5592328;.536466165;1718338.75;563171.375;853551
2005;265003;6149;5197;.2703482778526073;.1296902058880123;.0748508755050991;.2237829517029055;Sankt Jørgen;Roskilde;8. Roskilde;.0303833354264498;.6123505234718323;85.89303992000001;.387666325;1003599.1875;474688.59375;745618
2007;265003;6046;5290;.2697542533081285;.069187145557656;.076937618147448;.1911153119092628;Sankt Jørgen;Roskilde;8. Roskilde;.0303833354264498;.6123505234718323;85.89303992000001;.387666325;1003599.1875;474688.59375;745618
2011;265003;6085;5326;.2437101013894104;.1331205407435223;.0433721366879459;.1821254224558768;Sankt Jørgen;Roskilde;8. Roskilde;.0303833354264498;.6123505234718323;87.12829117;.387213199;1003599.1875;474688.59375;745618
2015;265003;6246;5332;.304576144036009;.0684546136534133;.0238184546136534;.1369092273068267;Sankt Jørgen;Roskilde;8. Roskilde;.0303833354264498;.6123505234718323;87.12829117;.387213199;1003599.1875;474688.59375;745618
2005;265004;3592.21;3047.96;.2650986233415137;.1171209595926456;.0778684759642515;.2162987703250699;Hedegårdene;Roskilde;8. Roskilde;.0356781706213951;.6206616759300232;78.84990843;.373102631;784982.9375;430343.84375;6625537.5
2007;265004;3473.29;3002.42;.2560101518108726;.0521246194736246;.0771444368209644;.1858434196414892;Hedegårdene;Roskilde;8. Roskilde;.0356781706213951;.6206616759300232;78.84990843;.373102631;784982.9375;430343.84375;6625537.5
2011;265004;3487.74;3051.93;.2323152890138372;.1282205030914864;.0380316717618032;.1958498392820281;Hedegårdene;Roskilde;8. Roskilde;.0356781706213951;.6206616759300232;79.58760088;.363057799;784982.9375;430343.84375;6625537.5
2015;265004;3651;3100;.2748387096774194;.0683870967741936;.0245161290322581;.1425806451612903;Hedegårdene;Roskilde;8. Roskilde;.0356781706213951;.6206616759300232;79.60222682;.363174551;784982.9375;430343.84375;6625537.5
2005;265005;4918;4139;.2853346218893453;.099299347668519;.0852863010388983;.2314568736409761;Østervang;Roskilde;8. Roskilde;.0406640283763409;.5877246260643005;80.04288672;.345755694;781179.125;397703.0625;607209
2007;265005;4777;4101;.271641063155328;.0495001219214826;.0863204096561814;.2036088758839308;Østervang;Roskilde;8. Roskilde;.0406640283763409;.5877246260643005;80.04288672;.345755694;781179.125;397703.0625;607209
2011;265005;5163;4413;.2526625878087469;.1028778608656243;.0410151824155903;.1876274643099932;Østervang;Roskilde;8. Roskilde;.0406640283763409;.5877246260643005;79.36976005;.37979798;781179.125;397703.0625;607209
2015;265005;5222;4294;.2743362831858407;.0540288775034932;.0230554261760596;.1401956217978575;Østervang;Roskilde;8. Roskilde;.0406640283763409;.5877246260643005;79.36976005;.37979798;781179.125;397703.0625;607209
2005;265006;4830.79;4303.06;.1716638856999437;.1332540099371145;.1312321929045842;.3106463772292276;Himmelev;Roskilde;8. Roskilde;.0178361423313618;.6674506664276123;103.4188975;.516444594;2120510.25;661939.625;967862
2007;265006;5519;5095;.1874386653581943;.0812561334641806;.1503434739941119;.2881256133464181;Himmelev;Roskilde;8. Roskilde;.0178361423313618;.6674506664276123;103.4190438;.516441866;2120510.25;661939.625;967862
2011;265006;5594;5186;.1689163131507906;.1438488237562669;.0825298881604319;.2950250674893945;Himmelev;Roskilde;8. Roskilde;.0178361423313618;.6674506664276123;117.7257214;.627013631;2120510.25;661939.625;967862
2015;265006;5765;5286;.2285281876655316;.0830495648883844;.0533484676503973;.2255013242527431;Himmelev;Roskilde;8. Roskilde;.0178361423313618;.6674506664276123;117.7257214;.627013631;2120510.25;661939.625;967862
2005;265007;3245.45;2963.51;.2417201224223978;.1110642447638105;.1034685221241028;.3289410192643183;Svogerslev;Roskilde;8. Roskilde;.0159184616059065;.6259734034538269;115.0188953;.694908737;1637307.625;570765.625;815353
2007;265007;3203;2981;.2499161355249916;.0654142905065414;.1043274069104327;.293190204629319;Svogerslev;Roskilde;8. Roskilde;.0159184616059065;.6259734034538269;115.0352608;.695146485;1637307.625;570765.625;815353
2011;265007;3235;3013;.2389644872220378;.1168270826418852;.0617324925323598;.2761367407899104;Svogerslev;Roskilde;8. Roskilde;.0159184616059065;.6259734034538269;116.3836137;.696147585;1637307.625;570765.625;815353
2015;265007;3310;3054;.2999345121152587;.0514079895219384;.0389652914210871;.1872953503601834;Svogerslev;Roskilde;8. Roskilde;.0159184616059065;.6259734034538269;116.3836137;.696147585;1637307.625;570765.625;815353
2005;265008;1615.79;1499.04;.2074594407087203;.1027457572846622;.1151803821112179;.3200248158821646;Vindinge;Roskilde;8. Roskilde;.0223138201981783;.6698328256607056;127.0463289;.770810572;1794207.625;642783.4375;886615.3125
2007;265008;1671.71;1574.58;.2186932388319425;.0492194743995224;.1190031627481614;.2953295481969795;Vindinge;Roskilde;8. Roskilde;.0223138201981783;.6698328256607056;127.0463289;.770810572;1794207.625;642783.4375;886615.3125
2011;265008;1716.26;1618.07;.2008503958419599;.1110458756419685;.0691750047896568;.291260575871254;Vindinge;Roskilde;8. Roskilde;.0223138201981783;.6698328256607056;128.2276217;.744551681;1794207.625;642783.4375;886615.3125
2015;265008;1789;1643;.2544126597687157;.0547778454047474;.0298234936092514;.2172854534388314;Vindinge;Roskilde;8. Roskilde;.0223138201981783;.6698328256607056;128.2273138;.744539031;1794207.625;642783.4375;886615.3125
2005;265009;842;762;.1863517060367454;.1023622047244095;.0800524934383202;.3162729658792651;Vor Frue;Roskilde;8. Roskilde;.0226283725351095;.672758936882019;124.0410959;.840182648;1827832.25;591402.5625;845228
2007;265009;829;747;.215528781793842;.0629183400267738;.072289156626506;.3092369477911647;Vor Frue;Roskilde;8. Roskilde;.0226283725351095;.672758936882019;124.0410959;.840182648;1827832.25;591402.5625;845228
2011;265009;836;763;.1913499344692005;.0891218872870249;.0419397116644823;.2870249017038008;Vor Frue;Roskilde;8. Roskilde;.0226283725351095;.672758936882019;126.0854503;.850230415;1827832.25;591402.5625;845228
2015;265009;868;756;.2301587301587302;.0396825396825397;.0291005291005291;.205026455026455;Vor Frue;Roskilde;8. Roskilde;.0226283725351095;.672758936882019;126.0854503;.850230415;1827832.25;591402.5625;845228
2005;265010;4639.91;3707.42;.3112568848417498;.0948206569528136;.0585123886692093;.1824826968619687;Æblehaven;Roskilde;8. Roskilde;.0501944832503796;.5503997206687927;66.94297415;.204052318;348313.46875;343409.09375;5093372
2007;265010;4840.47;3959.65;.2872173045597464;.0470824441554178;.0651699013801725;.174230045584837;Æblehaven;Roskilde;8. Roskilde;.0501944832503796;.5503997206687927;66.94294178;.204052318;348313.46875;343409.09375;5093372
2011;265010;4904.52;4098.89;.2629272803124748;.0872431316771126;.036102457006653;.1546833410996636;Æblehaven;Roskilde;8. Roskilde;.0501944832503796;.5503997206687927;69.05066754000001;.226936132;348313.46875;343409.09375;5093372
2015;265010;5235;4173;.2767792954708843;.0594296669063024;.0208483105679367;.1296429427270549;Æblehaven;Roskilde;8. Roskilde;.0501944832503796;.5503997206687927;69.05066754000001;.226936132;348313.46875;343409.09375;5093372
2005;265011;2340.94;2129.38;.2004104481116569;.0916510909278757;.0939005719974828;.3519663000497798;Gundsølille;Roskilde;8. Roskilde;.0200486034154892;.6473268270492554;122.2009051;.659825895;1644287.125;587772.4375;875329
2007;265011;2377;2185;.2073226544622426;.0581235697940503;.1052631578947368;.2983981693363845;Gundsølille;Roskilde;8. Roskilde;.0200486034154892;.6473268270492554;122.1828417;.659612384;1644287.125;587772.4375;875329
2011;265011;2419;2250;.1946666666666667;.0964444444444444;.0462222222222222;.3128888888888889;Gundsølille;Roskilde;8. Roskilde;.0200486034154892;.6473268270492554;124.7636909;.667916042;1644287.125;587772.4375;875329
2015;265011;2497;2272;.2077464788732394;.0462147887323944;.0290492957746479;.2376760563380282;Gundsølille;Roskilde;8. Roskilde;.0200486034154892;.6473268270492554;124.7636909;.667916042;1644287.125;587772.4375;875329
2005;265013;7010;6310;.1779714738510301;.0870047543581616;.1305863708399366;.3592709984152139;Jyllinge;Roskilde;8. Roskilde;.0226045362651348;.685850977897644;115.2348008;.918238994;1770413.625;628874.9375;891063
2007;265013;4369;4004;.1865634365634366;.0541958041958042;.1371128871128871;.3179320679320679;Jyllinge;Roskilde;8. Roskilde;.0226045362651348;.685850977897644;115.2348008;.918238994;1770413.625;628874.9375;891063
2011;265013;4516;4175;.1705389221556886;.0972455089820359;.0661077844311377;.3197604790419162;Jyllinge;Roskilde;8. Roskilde;.0226045362651348;.685850977897644;122.6102792;.899353274;1770413.625;628874.9375;891063
2015;265013;4620;4220;.2203791469194313;.0381516587677725;.0367298578199052;.2445497630331754;Jyllinge;Roskilde;8. Roskilde;.0226045362651348;.685850977897644;122.6102792;.899353274;1770413.625;628874.9375;891063
2005;265014;1844;1666;.2370948379351741;.0666266506602641;.1206482593037215;.3325330132052821;Gundsømagle;Roskilde;8. Roskilde;.0210668724030256;.6528797745704651;124.6887755;.782653061;1522196.5;601602.75;852529
2007;265014;1873;1724;.2407192575406033;.0423433874709977;.1067285382830626;.2917633410672854;Gundsømagle;Roskilde;8. Roskilde;.0210668724030256;.6528797745704651;124.6887755;.782653061;1522196.5;601602.75;852529
2011;265014;1906;1786;.2346024636058231;.0851063829787234;.0526315789473684;.2928331466965286;Gundsømagle;Roskilde;8. Roskilde;.0210668724030256;.6528797745704651;124.1601179;.742409403;1522196.5;601602.75;852529
2015;265014;2016;1838;.2448313384113167;.0364526659412405;.0375408052230686;.2127312295973885;Gundsømagle;Roskilde;8. Roskilde;.0210668724030256;.6528797745704651;124.1601179;.742409403;1522196.5;601602.75;852529
2015;265015;;;;;;;Baunehøj;Roskilde;8. Roskilde;;;;;;;
2005;265016;1620;1469;.2042205582028591;.0905377808032675;.0973451327433628;.3669162695711368;Gadstrup;Roskilde;8. Roskilde;.0209606997668743;.6694323420524597;134.2542787;.897310513;1622920.5;629939;876718
2007;265016;1639;1511;.228987425545996;.0483123759099934;.1039046988749173;.3355393778954335;Gadstrup;Roskilde;8. Roskilde;.0209606997668743;.6694323420524597;134.2542787;.897310513;1622920.5;629939;876718
2011;265016;1690;1560;.2012820512820513;.0948717948717949;.058974358974359;.3288461538461538;Gadstrup;Roskilde;8. Roskilde;.0209606997668743;.6694323420524597;137.1512309;.887456038;1622920.5;629939;876718
2015;265016;1718;1571;.2628898790579249;.0401018459579885;.0286441756842775;.2183322724379376;Gadstrup;Roskilde;8. Roskilde;.0209606997668743;.6694323420524597;137.1512309;.887456038;1622920.5;629939;876718
2005;265017;3051;2725;.2524770642201835;.0888073394495413;.0954128440366973;.3405504587155963;Viby;Roskilde;8. Roskilde;.0238966383039951;.6391493082046509;116.3498542;.651895044;1325021.25;546871.1875;809385
2007;265017;3171;2907;.2679738562091503;.0488476092191262;.0976952184382525;.3109735122119023;Viby;Roskilde;8. Roskilde;.0238966383039951;.6391493082046509;116.3498542;.651895044;1325021.25;546871.1875;809385
2011;265017;3185;2948;.2496607869742198;.0895522388059701;.0461329715061058;.298168249660787;Viby;Roskilde;8. Roskilde;.0238966383039951;.6391493082046509;117.9890411;.630136986;1325021.25;546871.1875;809385
2015;265017;3257;2910;.2883161512027491;.0395189003436426;.0278350515463918;.2099656357388316;Viby;Roskilde;8. Roskilde;.0238966383039951;.6391493082046509;117.9890411;.630136986;1325021.25;546871.1875;809385
2005;265018;864;781;.1971830985915493;.0729833546734955;.0665813060179257;.412291933418694;Snoldelev;Roskilde;8. Roskilde;.0224576275795698;.6872881650924683;136.5238095;.89047619;1769900.25;674474;903105
2007;265018;828;757;.1889035667107001;.0422721268163804;.095112285336856;.332892998678996;Snoldelev;Roskilde;8. Roskilde;.0224576275795698;.6872881650924683;136.5238095;.89047619;1769900.25;674474;903105
2011;265018;837;766;.1644908616187989;.0796344647519582;.0378590078328982;.3420365535248042;Snoldelev;Roskilde;8. Roskilde;.0224576275795698;.6872881650924683;140.215311;.892601432;1769900.25;674474;903105
2015;265018;842;762;.2007874015748032;.026246719160105;.020997375328084;.2585301837270341;Snoldelev;Roskilde;8. Roskilde;.0224576275795698;.6872881650924683;140.215311;.892601432;1769900.25;674474;903105
2005;265020;1178;1087;.2152713891444342;.0873965041398344;.0772769089236431;.3827046918123275;Dåstrup;Roskilde;8. Roskilde;.0201928876340389;.7022302746772766;139.3867121;.95911414;1723879;662133.75;883277
2007;265020;1156;1089;.2047750229568411;.0477502295684114;.1046831955922865;.3544536271808999;Dåstrup;Roskilde;8. Roskilde;.0201928876340389;.7022302746772766;139.3867121;.95911414;1723879;662133.75;883277
2011;265020;1174;1106;.2070524412296564;.0940325497287523;.0452079566003617;.3191681735985534;Dåstrup;Roskilde;8. Roskilde;.0201928876340389;.7022302746772766;142.7311644;.952054795;1723879;662133.75;883277
2015;265020;1212;1118;.242397137745975;.0518783542039356;.0286225402504472;.2361359570661896;Dåstrup;Roskilde;8. Roskilde;.0201928876340389;.7022302746772766;142.7311644;.952054795;1723879;662133.75;883277
2005;265021;1880.27;1675.57;.1728188019599301;.132152043782116;.1303138633420269;.3114164135189816;Trekroner;Roskilde;8. Roskilde;.0302205663174391;.7674018740653992;103.7608047;.518646062;509815.59375;413815.6875;742882
2007;265021;1669;1469;.1824370319945541;.1198093941456773;.0959836623553438;.1769911504424779;Trekroner;Roskilde;8. Roskilde;.0302205663174391;.7674018740653992;103.9750786;.520036331;509815.59375;413815.6875;742882
2011;265021;1993;1811;.1606847045831033;.2009939260077305;.0574268360022087;.1717283268912203;Trekroner;Roskilde;8. Roskilde;.0302205663174391;.7674018740653992;75.5649902;.276221498;509815.59375;413815.6875;742882
2015;265021;2716;2376;.1982323232323232;.1127946127946128;.0315656565656566;.1292087542087542;Trekroner;Roskilde;8. Roskilde;.0302205663174391;.7674018740653992;75.5649902;.276221498;509815.59375;413815.6875;742882
2005;269001;3105.2;2743.69;.2234399658853588;.078161162522005;.0952294173175541;.3407199792979528;Havdrup;Solrød;7. Greve;.0307455696165562;.6515299677848816;119.9899306;.726488862;1191968.875;564519.875;877535.625
2007;269001;3148.39;2854.17;.2173346366894754;.0363222933462267;.0959298149724789;.3288801998479418;Havdrup;Solrød;7. Greve;.0307455696165562;.6515299677848816;119.9899306;.726488862;1191968.875;564519.875;877535.625
2011;269001;3242;2941;.2009520571234274;.0765045902754165;.0591635498129888;.3080584835090106;Havdrup;Solrød;7. Greve;.0307455696165562;.6515299677848816;121.2736461;.71051897;1191968.875;564519.875;877535.625
2015;269001;3292;2931;.2422381439781645;.027294438758103;.0382122142613443;.2146025247355851;Havdrup;Solrød;7. Greve;.0307455696165562;.6515299677848816;121.2226763;.710129268;1191968.875;564519.875;877535.625
2005;269004;4811;4218;.1725936462778568;.0706495969653864;.1007586533902323;.4155998103366524;Det Nordlige Strandområde;Solrød;7. Greve;.0254095867276192;.6612560749053955;122.5766069;.7855007470000001;1761899.375;617328.5625;10173129
2007;269004;4728;4269;.176153665963926;.0377137502928086;.1054111033028812;.3989224642773483;Det Nordlige Strandområde;Solrød;7. Greve;.0254095867276192;.6612560749053955;122.5766069;.7855007470000001;1761899.375;617328.5625;10173129
2011;269004;4799;4447;.1650550933213402;.0746570721834945;.0670114684056667;.3804812232966044;Det Nordlige Strandområde;Solrød;7. Greve;.0254095867276192;.6612560749053955;124.3747688;.769457765;1761899.375;617328.5625;10173129
2015;269004;5106;4619;.2186620480623512;.0368045031392076;.0320415674388396;.2678068846070578;Det Nordlige Strandområde;Solrød;7. Greve;.0254095867276192;.6612560749053955;124.3747688;.769457765;1761899.375;617328.5625;10173129
2005;269005;7106.8;6147.31;.1883669442406516;.0679240187984663;.1065051217524413;.3886529229858263;Det Sydlige Strandområde;Solrød;7. Greve;.0255980119109154;.6582750082015991;112.748844;.666514554;1357201.25;581382.875;9190962
2007;269005;7036.61;6273.83;.1982345712268264;.0371909981622071;.1079404446725525;.3717537771982984;Det Sydlige Strandområde;Solrød;7. Greve;.0255980119109154;.6582750082015991;112.748844;.666514554;1357201.25;581382.875;9190962
2011;269005;7105;6492;.1902341343191621;.0762476894639556;.0582255083179298;.3479667282809612;Det Sydlige Strandområde;Solrød;7. Greve;.0255980119109154;.6582750082015991;114.3220532;.65936113;1357201.25;581382.875;9190962
2015;269005;7260;6501;.225196123673281;.0396862021227503;.0313797877249654;.2501153668666359;Det Sydlige Strandområde;Solrød;7. Greve;.0255980119109154;.6582750082015991;114.3520145;.65958885;1357201.25;581382.875;9190962
2005;270001;3690;3099;.1752178121974831;.0748628589867699;.0684091642465311;.3652791222975153;Blistrup;Gribskov;3. Hillerød;.0331627205014229;.538494348526001;107.3748797;.846487007;1348415.25;494259.5625;718184
2007;270001;3632;3136;.1865433673469388;.0420918367346939;.0778061224489796;.3137755102040816;Blistrup;Gribskov;3. Hillerød;.0331627205014229;.538494348526001;107.3748797;.846487007;1348415.25;494259.5625;718184
2011;270001;3665;3285;.1607305936073059;.0724505327245053;.030441400304414;.3829528158295282;Blistrup;Gribskov;3. Hillerød;.0331627205014229;.538494348526001;111.375;.849829352;1348415.25;494259.5625;718184
2015;270001;3663;3170;.2034700315457413;.0214511041009464;.0211356466876972;.2151419558359622;Blistrup;Gribskov;3. Hillerød;.0331627205014229;.538494348526001;111.375;.849829352;1348415.25;494259.5625;718184
2005;270002;2448;2071;.1834862385321101;.1071945919845485;.073394495412844;.312892322549493;Esbønderup;Gribskov;3. Hillerød;.0309006217867136;.5863354206085205;113.0052395;.82260479;1581544.75;555792.625;785685
2007;270002;2385;2055;.194647201946472;.0681265206812652;.0827250608272506;.297323600973236;Esbønderup;Gribskov;3. Hillerød;.0309006217867136;.5863354206085205;113.0052395;.82260479;1581544.75;555792.625;785685
2011;270002;2439;2143;.1838544097060196;.0998600093327112;.0401306579561363;.327578161455903;Esbønderup;Gribskov;3. Hillerød;.0309006217867136;.5863354206085205;116.5052161;.804008909;1581544.75;555792.625;785685
2015;270002;2440;2117;.2059518186112423;.0434577231931979;.0245630609352858;.1880018894662258;Esbønderup;Gribskov;3. Hillerød;.0309006217867136;.5863354206085205;116.5052161;.804008909;1581544.75;555792.625;785685
2005;270003;403;358;.1368715083798883;.0837988826815642;.1229050279329609;.4050279329608938;Valby;Gribskov;3. Hillerød;.0169340465217829;.6844919919967651;;.898395722;2772921;787145.875;1045846
2007;270003;386;366;.1202185792349727;.046448087431694;.1475409836065574;.3415300546448087;Valby;Gribskov;3. Hillerød;.0169340465217829;.6844919919967651;;.898395722;2772921;787145.875;1045846
2011;270003;411;387;.1266149870801034;.0904392764857881;.0439276485788114;.4263565891472868;Valby;Gribskov;3. Hillerød;.0169340465217829;.6844919919967651;147.0320856;.860962567;2772921;787145.875;1045846
2015;270003;418;380;.1526315789473684;.0236842105263158;.0394736842105263;.2526315789473684;Valby;Gribskov;3. Hillerød;.0169340465217829;.6844919919967651;147.0320856;.860962567;2772921;787145.875;1045846
2005;270004;3485;2918;.1895133653187114;.0846470185058259;.0575736806031528;.3526387936943112;Græsted;Gribskov;3. Hillerød;.0337461307644844;.6026831865310669;114.1171706;.749460043;1284999.875;538344.0625;7799985
2007;270004;3492;3017;.193901226383825;.0467351673848194;.0835266821345708;.3228372555518727;Græsted;Gribskov;3. Hillerød;.0337461307644844;.6026831865310669;114.1171706;.749460043;1284999.875;538344.0625;7799985
2011;270004;3641;3177;.1696569090336796;.0714510544538873;.0242367012905257;.4224110796348757;Græsted;Gribskov;3. Hillerød;.0337461307644844;.6026831865310669;115.673668;.716971545;1284999.875;538344.0625;7799985
2015;270004;3698;3153;.1858547415160165;.0326673009831906;.025372660957818;.2318426895020615;Græsted;Gribskov;3. Hillerød;.0337461307644844;.6026831865310669;115.673668;.716971545;1284999.875;538344.0625;7799985
2005;270005;1707;1540;.1545454545454545;.1025974025974026;.111038961038961;.4201298701298701;Annisse;Gribskov;3. Hillerød;.0213100034743547;.6491700410842896;141.7463026;.882821388;2001740.5;696566.8125;940610
2007;270005;1670;1521;.180802103879027;.0631163708086785;.138724523339908;.3570019723865878;Annisse;Gribskov;3. Hillerød;.0213100034743547;.6491700410842896;141.7463026;.882821388;2001740.5;696566.8125;940610
2011;270005;1634;1506;.1620185922974768;.102921646746348;.0471447543160691;.4269588313413015;Annisse;Gribskov;3. Hillerød;.0213100034743547;.6491700410842896;143.2760596;.877714286;2001740.5;696566.8125;940610
2015;270005;1673;1528;.200261780104712;.0464659685863874;.0359947643979058;.2630890052356021;Annisse;Gribskov;3. Hillerød;.0213100034743547;.6491700410842896;143.2760596;.877714286;2001740.5;696566.8125;940610
2005;270006;4884;4066;.1785538612887359;.0860796851942942;.0890309886866699;.3595671421544516;Gilleleje;Gribskov;3. Hillerød;.0249467603862286;.5578034520149231;111.9951293;.738104159;1774680;523335.875;779066
2007;270006;4941;4325;.1988439306358382;.0492485549132948;.1058959537572254;.3142196531791908;Gilleleje;Gribskov;3. Hillerød;.0249467603862286;.5578034520149231;111.9951293;.738104159;1774680;523335.875;779066
2011;270006;5140;4585;.1770992366412214;.0745910577971647;.0423118865866957;.3882224645583424;Gilleleje;Gribskov;3. Hillerød;.0249467603862286;.5578034520149231;115.3487557;.713644214;1774680;523335.875;779066
2015;270006;5163;4569;.1958853140731013;.0302035456336179;.032611074633399;.2271831910702561;Gilleleje;Gribskov;3. Hillerød;.0249467603862286;.5578034520149231;115.3487557;.713644214;1774680;523335.875;779066
2005;270007;1238;1047;.1461318051575931;.0850047755491882;.0811843361986628;.3753581661891118;Søborg;Gribskov;3. Hillerød;.0229007638990879;.588422417640686;121.155624;.842835131;1912442.875;567808.375;780553
2007;270007;1230;1082;.1746765249537893;.0526802218114603;.0822550831792976;.3243992606284658;Søborg;Gribskov;3. Hillerød;.0229007638990879;.588422417640686;121.155624;.842835131;1912442.875;567808.375;780553
2011;270007;1166;1046;.1491395793499044;.0946462715105163;.0353728489483748;.3824091778202677;Søborg;Gribskov;3. Hillerød;.0229007638990879;.588422417640686;123.0078125;.851794072;1912442.875;567808.375;780553
2015;270007;1237;1055;.1696682464454976;.033175355450237;.0341232227488152;.2180094786729858;Søborg;Gribskov;3. Hillerød;.0229007638990879;.588422417640686;123.0078125;.851794072;1912442.875;567808.375;780553
2005;270008;5575;4679;.1889292583885446;.0929685830305621;.07715323787134;.3810643299850395;Helsinge;Gribskov;3. Hillerød;.0282436013221741;.5919808149337769;112.5392428;.657125269;1420607.875;508271.8125;771605
2007;270008;5709;4936;.2149513776337115;.0514586709886548;.0950162074554295;.3166531604538088;Helsinge;Gribskov;3. Hillerød;.0282436013221741;.5919808149337769;112.5392428;.657125269;1420607.875;508271.8125;771605
2011;270008;5671;4975;.2038190954773869;.0804020100502513;.0478391959798995;.3742713567839196;Helsinge;Gribskov;3. Hillerød;.0282436013221741;.5919808149337769;112.734766;.639599882;1420607.875;508271.8125;771605
2015;270008;5811;4964;.2373086220789686;.0340451248992748;.0275987107171636;.2304593070104754;Helsinge;Gribskov;3. Hillerød;.0282436013221741;.5919808149337769;112.734766;.639599882;1420607.875;508271.8125;771605
2005;270009;773;675;.162962962962963;.1125925925925926;.0844444444444444;.3659259259259259;Mårum;Gribskov;3. Hillerød;.0227492731064558;.6592448949813843;;.847938144;2025257.875;664173.375;894166
2007;270009;758;693;.1774891774891775;.062049062049062;.1096681096681097;.3059163059163059;Mårum;Gribskov;3. Hillerød;.0227492731064558;.6592448949813843;;.847938144;2025257.875;664173.375;894166
2011;270009;759;703;.1593172119487909;.1066856330014225;.0412517780938834;.3655761024182077;Mårum;Gribskov;3. Hillerød;.0227492731064558;.6592448949813843;138.9046392;.848717949;2025257.875;664173.375;894166
2015;270009;801;710;.1859154929577465;.0676056338028169;.0394366197183099;.1859154929577465;Mårum;Gribskov;3. Hillerød;.0227492731064558;.6592448949813843;138.9046392;.848717949;2025257.875;664173.375;894166
2005;270010;2114;1839;.1609570418705819;.1076672104404568;.0880913539967374;.3828167482327352;Ramløse;Gribskov;3. Hillerød;.0247712209820747;.6516250967979431;133.8961646;.8662301220000001;1779639.75;634655.8125;870468
2007;270010;2170;1963;.1940906775343861;.0708099847172695;.098318899643403;.3352012226184412;Ramløse;Gribskov;3. Hillerød;.0247712209820747;.6516250967979431;133.8961646;.8662301220000001;1779639.75;634655.8125;870468
2011;270010;2270;2073;.155812831644959;.1080559575494453;.0371442354076218;.3791606367583213;Ramløse;Gribskov;3. Hillerød;.0247712209820747;.6516250967979431;135.4991468;.858723404;1779639.75;634655.8125;870468
2015;270010;2320;2061;.1877729257641921;.0422125181950509;.0276564774381368;.2285298398835517;Ramløse;Gribskov;3. Hillerød;.0247712209820747;.6516250967979431;135.4991468;.858723404;1779639.75;634655.8125;870468
2005;270011;2211;1924;.1907484407484408;.0831600831600832;.0727650727650728;.3295218295218295;Vejby;Gribskov;3. Hillerød;.028366370126605;.5741626620292664;111.6174056;.822660099;1627219.875;518611.03125;763020
2007;270011;2190;1943;.2038085434894493;.0509521358723623;.0864642305712815;.2892434379825013;Vejby;Gribskov;3. Hillerød;.028366370126605;.5741626620292664;111.6174056;.822660099;1627219.875;518611.03125;763020
2011;270011;2245;2019;.1911837543338286;.079247152055473;.0475482912332838;.3145121347201585;Vejby;Gribskov;3. Hillerød;.028366370126605;.5741626620292664;112.8314696;.806220096;1627219.875;518611.03125;763020
2015;270011;2301;2042;.2081292850146915;.0274240940254652;.0337904015670911;.1870714985308521;Vejby;Gribskov;3. Hillerød;.028366370126605;.5741626620292664;112.8314696;.806220096;1627219.875;518611.03125;763020
