"ValgId";"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"Boligstørrelse_Antal boliger_000-039";"Boligstørrelse_Antal boliger_040-079";"Boligstørrelse_Antal boliger_080-119";"Boligstørrelse_Antal boliger_120-159";"Boligstørrelse_Antal boliger_160-199";"Boligstørrelse_Antal boliger_200-";"Boligstørrelse_Antal boliger_Ingen BBR";"Boligstørrelse_Antal personer_000-039";"Boligstørrelse_Antal personer_040-079";"Boligstørrelse_Antal personer_080-119";"Boligstørrelse_Antal personer_120-159";"Boligstørrelse_Antal personer_160-199";"Boligstørrelse_Antal personer_200-";"Boligstørrelse_Antal personer_Ingen BBR";"Boligtype_Antal boliger_01. Stuehuse og parcelhuse";"Boligtype_Antal boliger_02. Række- og kædehuse";"Boligtype_Antal boliger_03. Flerfamiliehuse";"Boligtype_Antal boliger_04. Kollegier";"Boligtype_Antal boliger_05. Sommerhuse";"Boligtype_Antal boliger_06. Øvrige boliger";"Boligtype_Antal boliger_07. Ingen BBR-oplysninger";"Boligtype_Antal personer_01. Stuehuse og parcelhuse";"Boligtype_Antal personer_02. Række- og kædehuse";"Boligtype_Antal personer_03. Flerfamiliehuse";"Boligtype_Antal personer_04. Kollegier";"Boligtype_Antal personer_05. Sommerhuse";"Boligtype_Antal personer_06. Øvrige boliger";"Boligtype_Antal personer_07. Ingen BBR-oplysninger";"Ejerforhold_Antal boliger_01. Ejerbolig";"Ejerforhold_Antal boliger_02. Andelsbolig";"Ejerforhold_Antal boliger_03. Almennyttig bolig";"Ejerforhold_Antal boliger_04. Lejer i offentligt ejet";"Ejerforhold_Antal boliger_05. Privat lejerbolig";"Ejerforhold_Antal boliger_06. Øvrige beboede boliger";"Ejerforhold_Antal boliger_07. Ingen BBR-oplysninger";"Ejerforhold_Antal personer_01. Ejerbolig";"Ejerforhold_Antal personer_02. Andelsbolig";"Ejerforhold_Antal personer_03. Almennyttig bolig";"Ejerforhold_Antal personer_04. Lejer i offentligt ejet";"Ejerforhold_Antal personer_05. Privat lejerbolig";"Ejerforhold_Antal personer_06. Øvrige beboede boliger";"Ejerforhold_Antal personer_07. Ingen BBR-oplysninger"
"30";"306001";"306001";"38";"5";"2";"39";"361";"574";"463";"188";"91";"24";"56";"501";"1226";"1210";"560";"294";"28";"1104";"311";"216";"-";"65";"20";"24";"2864";"439";"393";"-";"108";"43";"28";"1139";"98";"175";"13";"256";"35";"24";"2818";"131";"323";"20";"513";"42";"28"
"30";"306002";"306002";"38";"5";"2";"42";"332";"554";"449";"173";"111";"6";"66";"520";"1203";"1213";"543";"345";"32";"1189";"186";"77";"-";"178";"31";"6";"3046";"301";"139";"-";"321";"83";"32";"1254";"-";"106";"46";"253";"2";"6";"3056";"-";"177";"50";"605";"2";"32"
"30";"306003";"306003";"38";"5";"2";"41";"269";"303";"245";"129";"83";"4";"50";"423";"731";"652";"372";"267";"9";"751";"58";"50";"-";"184";"27";"4";"1966";"89";"97";"-";"301";"42";"9";"812";"8";"33";"37";"180";"-";"4";"2013";"11";"70";"57";"344";"-";"9"
"30";"306004";"306004";"38";"5";"2";"47";"318";"429";"410";"162";"116";"4";"52";"461";"970";"1135";"483";"410";"8";"1038";"194";"182";"-";"2";"66";"4";"2759";"342";"313";"-";"4";"93";"8";"996";"8";"209";"53";"210";"6";"4";"2592";"10";"364";"54";"481";"10";"8"
"30";"306005";"306005";"38";"5";"2";"17";"181";"210";"139";"47";"37";"10";"31";"289";"427";"363";"142";"109";"16";"427";"53";"9";"-";"137";"5";"10";"1024";"72";"15";"-";"228";"22";"16";"456";"-";"35";"2";"138";"-";"10";"1002";"-";"63";"7";"289";"-";"16"
"30";"306006";"306006";"38";"5";"2";"39";"306";"390";"369";"171";"83";"35";"78";"439";"848";"913";"506";"245";"68";"955";"170";"56";"-";"98";"79";"35";"2364";"280";"92";"-";"168";"125";"68";"893";"18";"66";"18";"363";"-";"35";"2133";"23";"131";"34";"708";"-";"68"
"30";"306007";"306007";"38";"5";"2";"95";"1082";"1007";"616";"184";"71";"22";"154";"1437";"2080";"1579";"533";"232";"57";"1397";"655";"818";"-";"140";"45";"22";"3457";"1026";"1184";"-";"229";"119";"57";"1656";"91";"322";"109";"821";"56";"22";"3738";"130";"507";"161";"1392";"87";"57"
"30";"306008";"306008";"38";"5";"2";"33";"181";"225";"220";"82";"46";"2";"78";"244";"409";"467";"208";"129";"3";"472";"110";"51";"-";"131";"23";"2";"1029";"143";"82";"-";"205";"76";"3";"539";"13";"8";"19";"205";"3";"2";"1089";"16";"13";"28";"386";"3";"3"
"30";"306010";"306010";"38";"5";"2";"11";"83";"229";"181";"80";"75";"4";"19";"151";"498";"449";"236";"222";"9";"574";"6";"30";"-";"43";"6";"4";"1433";"11";"44";"-";"70";"17";"9";"502";"-";"44";"17";"96";"-";"4";"1208";"-";"104";"33";"230";"-";"9"
"30";"306011";"306011";"38";"5";"2";"65";"461";"505";"352";"127";"91";"13";"111";"675";"1075";"913";"365";"237";"44";"927";"202";"77";"-";"351";"44";"13";"2261";"329";"141";"-";"569";"76";"44";"1127";"20";"58";"34";"360";"2";"13";"2509";"29";"94";"49";"692";"3";"44"
"30";"306012";"306012";"38";"5";"2";"6";"64";"100";"66";"46";"27";"5";"11";"102";"184";"153";"125";"71";"10";"226";"12";"5";"-";"61";"5";"5";"511";"15";"9";"-";"100";"11";"10";"227";"-";"12";"2";"68";"-";"5";"481";"-";"15";"5";"145";"-";"10"
"30";"306013";"306013";"38";"5";"2";"1";"90";"175";"131";"63";"40";"2";"1";"123";"399";"337";"178";"127";"10";"423";"34";"16";"-";"1";"26";"2";"1058";"49";"29";"-";"1";"28";"10";"379";"-";"19";"29";"73";"-";"2";"945";"-";"23";"34";"163";"-";"10"
"30";"316001";"316001";"37";"5";"2";"114,48";"1548,01";"1142,84";"476,85";"182,18";"79,64";"22,90";"153,31";"2121,42";"2355,36";"1285,20";"536,58";"249,87";"127,42";"809,34";"327,52";"2375,27";"-";"-";"31,86";"22,90";"2284,68";"655,04";"3694,31";"-";"-";"67,69";"127,42";"1127,91";"432,05";"784,46";"119,46";"998,49";"81,63";"22,90";"2876,01";"694,86";"1183,65";"129,42";"1661,50";"156,29";"127,42"
"30";"316002";"316002";"37";"5";"2";"445,99";"1404,66";"1881,04";"461,48";"153,00";"54,40";"26,19";"527,39";"1985,21";"4268,29";"1260,94";"434,76";"268,52";"45,71";"961,92";"660,55";"2627,63";"123";"0,09";"27,39";"26,19";"2579,03";"1273,87";"4528,13";"146";"0,16";"217,94";"45,71";"1012,15";"278,53";"2550,76";"142,61";"375,08";"41,46";"26,19";"2606,54";"495,57";"4581,12";"295,67";"692,38";"73,82";"45,71"
"30";"316003";"316003";"37";"5";"2";"266";"700";"1283";"768";"309";"95";"5";"287";"965";"3316";"2143";"934";"290";"13";"1451";"418";"1347";"188";"-";"17";"5";"3912";"807";"2971";"207";"-";"38";"13";"1527";"181";"1265";"16";"429";"3";"5";"3993";"320";"2894";"24";"698";"6";"13"
"30";"316004";"316004";"37";"5";"2";"12";"128";"366";"473";"169";"62";"1";"15";"177";"904";"1291";"517";"208";"9";"995";"189";"21";"-";"1";"4";"1";"2747";"321";"28";"-";"1";"15";"9";"987";"48";"56";"41";"71";"7";"1";"2702";"71";"96";"42";"191";"10";"9"
"30";"316005";"316005";"37";"5";"2";"15";"135";"134";"95";"37";"22";"2";"24";"212";"272";"214";"138";"86";"2";"379";"28";"2";"-";"20";"9";"2";"834";"35";"3";"-";"32";"42";"2";"325";"-";"27";"-";"86";"-";"2";"727";"-";"31";"-";"188";"-";"2"
"30";"316006";"316006";"37";"5";"2";"20,53";"159,33";"342,12";"708,67";"224,82";"131,96";"3,91";"30,30";"244,37";"766,35";"2002,86";"665,67";"407,61";"5,86";"1313,74";"219,93";"39,10";"-";"3,91";"10,75";"3,91";"3590,29";"430,09";"62,56";"-";"6,84";"27,37";"5,86";"1347,95";"68,42";"52,78";"2,93";"111,43";"3,91";"3,91";"3670,45";"105,57";"77,22";"3,91";"255,12";"4,89";"5,86"
"30";"316007";"316007";"37";"5";"2";"5";"91";"105";"126";"68";"37";"1";"8";"125";"242";"348";"202";"112";"1";"349";"40";"37";"-";"1";"5";"1";"925";"60";"40";"-";"1";"11";"1";"317";"-";"37";"39";"39";"-";"1";"847";"-";"52";"46";"92";"-";"1"
"30";"316008";"316008";"37";"5";"2";"25";"193";"260";"240";"140";"86";"3";"37";"317";"582";"661";"420";"292";"6";"830";"54";"21";"-";"32";"7";"3";"2101";"95";"39";"-";"60";"14";"6";"762";"1";"28";"2";"145";"6";"3";"1964";"5";"36";"4";"290";"10";"6"
"30";"316010";"316010";"37";"5";"2";"44";"239";"356";"567";"219";"140";"16";"54";"411";"813";"1570";"673";"457";"37";"1286";"232";"22";"-";"4";"21";"16";"3487";"398";"47";"-";"6";"40";"37";"1190";"32";"129";"40";"174";"-";"16";"3217";"46";"245";"56";"414";"-";"37"
"30";"316011";"316011";"37";"5";"2";"9";"131";"236";"240";"103";"80";"5";"17";"193";"529";"652";"298";"230";"9";"641";"98";"33";"-";"2";"25";"5";"1671";"154";"44";"-";"3";"47";"9";"575";"22";"31";"34";"137";"-";"5";"1468";"32";"48";"36";"335";"-";"9"
"30";"316013";"316013";"37";"5";"2";"21";"301";"532";"405";"145";"68";"42";"30";"408";"1182";"1057";"420";"230";"73";"1011";"249";"164";"-";"-";"48";"42";"2544";"387";"312";"-";"-";"84";"73";"987";"36";"226";"14";"209";"-";"42";"2404";"59";"411";"17";"436";"-";"73"
"30";"316014";"316014";"37";"5";"2";"2";"130";"201";"202";"87";"63";"7";"2";"191";"508";"574";"261";"211";"25";"546";"107";"15";"-";"-";"17";"7";"1519";"158";"30";"-";"-";"40";"25";"546";"12";"30";"8";"89";"-";"7";"1487";"13";"48";"8";"191";"-";"25"
"30";"316015";"316015";"37";"5";"2";"11";"112";"163";"181";"76";"32";"7";"16";"164";"358";"517";"236";"111";"14";"430";"100";"31";"-";"-";"14";"7";"1148";"163";"57";"-";"-";"34";"14";"414";"18";"66";"5";"72";"-";"7";"1062";"28";"108";"15";"189";"-";"14"
"30";"316017";"316017";"37";"5";"2";"32";"485";"777";"501";"214";"112";"26";"60";"682";"1722";"1335";"635";"338";"42";"1267";"458";"355";"2";"4";"35";"26";"3226";"788";"629";"9";"11";"109";"42";"1245";"86";"352";"14";"419";"5";"26";"3038";"146";"682";"53";"837";"16";"42"
"30";"316018";"316018";"37";"5";"2";"-";"64";"173";"146";"44";"28";"1";"-";"101";"392";"399";"133";"101";"2";"382";"45";"26";"-";"-";"2";"1";"971";"99";"45";"-";"-";"11";"2";"366";"3";"35";"-";"51";"-";"1";"933";"7";"71";"-";"115";"-";"2"
"30";"316019";"316019";"37";"5";"2";"11";"288";"382";"388";"161";"104";"15";"19";"395";"863";"1036";"498";"335";"42";"1032";"206";"78";"1";"-";"17";"15";"2690";"277";"139";"1";"-";"39";"42";"906";"20";"45";"-";"363";"-";"15";"2364";"30";"71";"-";"681";"-";"42"
"30";"316021";"316021";"37";"5";"2";"62";"290";"618";"527";"217";"146";"27";"70";"431";"1440";"1462";"664";"527";"52";"1180";"323";"245";"3";"-";"109";"27";"3319";"589";"463";"22";"-";"201";"52";"1157";"85";"257";"72";"241";"48";"27";"3218";"141";"494";"113";"559";"69";"52"
"30";"316022";"316022";"37";"5";"2";"4";"83";"202";"243";"93";"95";"2";"5";"135";"452";"635";"285";"304";"4";"647";"52";"14";"-";"-";"7";"2";"1692";"80";"23";"-";"-";"21";"4";"597";"-";"30";"11";"82";"-";"2";"1589";"-";"38";"18";"171";"-";"4"
"30";"316023";"316023";"37";"5";"2";"23";"165";"238";"247";"94";"42";"7";"53";"237";"551";"671";"284";"118";"12";"561";"121";"98";"-";"-";"29";"7";"1465";"152";"218";"-";"-";"79";"12";"517";"27";"89";"18";"155";"3";"7";"1354";"28";"168";"25";"333";"6";"12"
"30";"316024";"316024";"37";"5";"2";"6";"80";"172";"192";"80";"45";"1";"12";"111";"405";"512";"254";"143";"3";"461";"97";"11";"-";"-";"6";"1";"1230";"161";"30";"-";"-";"16";"3";"426";"24";"53";"2";"70";"-";"1";"1132";"31";"94";"7";"173";"-";"3"
"30";"320001";"320001";"33";"5";"2";"155,75";"513,31";"953,99";"821,33";"401,79";"177,09";"42,69";"175,80";"697,22";"2123,97";"2151,85";"1148,92";"577,18";"104,88";"1893,31";"475,58";"451,32";"116,99";"-";"86,07";"42,69";"4967,20";"767,51";"820,14";"137,50";"-";"182,58";"104,88";"1862,81";"74,98";"442,79";"93,64";"549,04";"-";"42,69";"4706,84";"118,47";"872,07";"103,43";"1074,12";"-";"104,88"
"30";"320002";"320002";"33";"5";"2";"171,25";"587,69";"1101,01";"933,67";"414,21";"191,91";"49,31";"194,20";"781,78";"2456,03";"2444,15";"1197,08";"602,82";"125,12";"2023,69";"634,42";"527,68";"134,01";"-";"79,93";"49,31";"5300,80";"1072,49";"959,86";"157,50";"-";"185,42";"125,12";"2058,19";"90,02";"541,21";"99,36";"610,96";"-";"49,31";"5199,16";"137,53";"1076,93";"117,57";"1144,88";"-";"125,12"
"30";"320003";"320003";"33";"5";"2";"27";"521";"701";"514";"215";"146";"10";"38";"674";"1539";"1336";"617";"448";"30";"1226";"383";"493";"1";"1";"20";"10";"3143";"641";"753";"2";"1";"112";"30";"1172";"84";"431";"67";"348";"22";"10";"2958";"105";"742";"164";"654";"29";"30"
"30";"320004";"320004";"33";"5";"2";"25,68";"291,80";"572,52";"473,62";"195,00";"130,84";"36,53";"42,46";"405,68";"1223,89";"1210,06";"569,89";"442,41";"38,52";"1226,94";"226,15";"153,09";"-";"52,58";"30,69";"36,53";"3082,69";"350,60";"248,81";"-";"87,29";"125,00";"38,52";"1167,48";"34,53";"132,28";"13,87";"337,36";"3,95";"36,53";"2869,76";"42,42";"217,14";"47,54";"710,63";"6,91";"38,52"
"30";"320005";"320005";"33";"5";"2";"8,32";"159,20";"508,48";"415,38";"198,00";"169,16";"40,47";"10,54";"230,32";"1079,11";"1113,94";"589,11";"544,59";"60,48";"1246,06";"111,85";"90,91";"-";"0,42";"9,31";"40,47";"3211,31";"190,40";"146,19";"-";"0,71";"19,00";"60,48";"1111,52";"14,47";"76,72";"4,13";"248,64";"3,05";"40,47";"2869,24";"20,58";"130,86";"12,46";"528,37";"6,09";"60,48"
"30";"320006";"320006";"33";"5";"2";"5";"149";"452";"478";"191";"138";"4";"6";"237";"1066";"1355";"564";"440";"16";"1211";"176";"16";"-";"-";"10";"4";"3262";"323";"36";"-";"-";"47";"16";"1120";"21";"83";"2";"187";"-";"4";"3009";"32";"151";"30";"446";"-";"16"
"30";"320007";"320007";"33";"5";"2";"2";"170";"505";"486";"210";"137";"5";"3";"242";"1090";"1230";"596";"419";"25";"1199";"252";"46";"-";"-";"13";"5";"2985";"446";"88";"-";"-";"61";"25";"1088";"78";"159";"4";"181";"-";"5";"2733";"106";"314";"34";"393";"-";"25"
"30";"326001";"326001";"38";"5";"2";"1";"19";"84";"73";"48";"51";"-";"1";"21";"188";"187";"145";"154";"-";"256";"8";"8";"-";"2";"2";"-";"656";"12";"19";"-";"5";"4";"-";"213";"-";"6";"-";"55";"2";"-";"550";"-";"7";"-";"134";"5";"-"
"30";"326002";"326002";"38";"5";"2";"17";"205";"400";"287";"149";"90";"10";"37";"298";"877";"758";"445";"291";"16";"873";"141";"25";"-";"73";"36";"10";"2207";"252";"46";"-";"120";"81";"16";"831";"-";"79";"30";"208";"-";"10";"2033";"-";"170";"42";"461";"-";"16"
"30";"326003";"326003";"38";"5";"2";"4";"49";"96";"57";"19";"12";"10";"6";"66";"159";"106";"35";"24";"10";"176";"34";"3";"-";"17";"7";"10";"307";"47";"3";"-";"28";"11";"10";"166";"8";"7";"6";"50";"-";"10";"296";"12";"8";"8";"72";"-";"10"
"30";"326004";"326004";"38";"5";"2";"7";"46";"108";"99";"42";"39";"-";"25";"72";"243";"263";"113";"131";"-";"312";"4";"15";"-";"-";"10";"-";"765";"6";"24";"-";"-";"52";"-";"267";"-";"-";"1";"73";"-";"-";"680";"-";"-";"12";"155";"-";"-"
"30";"326005";"326005";"38";"5";"2";"5";"248";"320";"285";"84";"33";"4";"6";"317";"726";"803";"265";"121";"23";"556";"320";"87";"-";"-";"12";"4";"1498";"550";"155";"-";"-";"35";"23";"594";"29";"128";"25";"199";"-";"4";"1555";"37";"257";"36";"353";"-";"23"
"30";"326006";"326006";"38";"5";"2";"23";"139";"144";"120";"49";"53";"4";"30";"200";"302";"293";"128";"152";"10";"350";"8";"8";"-";"129";"33";"4";"842";"8";"8";"-";"206";"41";"10";"369";"-";"8";"33";"118";"-";"4";"831";"-";"8";"36";"230";"-";"10"
"30";"326007";"326007";"38";"5";"2";"19";"355";"451";"332";"133";"84";"49";"20";"489";"990";"868";"388";"256";"67";"891";"296";"164";"-";"2";"21";"49";"2227";"503";"245";"-";"2";"34";"67";"837";"40";"227";"20";"234";"16";"49";"2062";"65";"369";"40";"454";"21";"67"
"30";"326008";"326008";"38";"5";"2";"11";"145";"249";"166";"115";"78";"2";"23";"228";"508";"456";"334";"244";"2";"548";"63";"28";"-";"104";"21";"2";"1387";"119";"48";"-";"175";"64";"2";"579";"-";"55";"21";"109";"-";"2";"1398";"-";"108";"23";"264";"-";"2"
"30";"326009";"326009";"38";"5";"2";"5";"85";"86";"79";"25";"8";"1";"13";"130";"170";"189";"61";"23";"2";"224";"43";"-";"-";"15";"6";"1";"487";"57";"-";"-";"25";"17";"2";"209";"9";"12";"-";"58";"-";"1";"454";"12";"15";"-";"105";"-";"2"
"30";"326010";"326010";"38";"5";"2";"9";"117";"139";"121";"51";"30";"4";"15";"208";"295";"326";"142";"96";"13";"336";"35";"6";"-";"84";"6";"4";"851";"54";"10";"-";"150";"17";"13";"376";"-";"24";"4";"63";"-";"4";"875";"-";"41";"11";"155";"-";"13"
"30";"326011";"326011";"38";"5";"2";"2";"13";"51";"37";"22";"20";"1";"4";"18";"111";"89";"57";"54";"4";"138";"4";"-";"-";"-";"3";"1";"318";"9";"-";"-";"-";"6";"4";"105";"-";"-";"-";"40";"-";"1";"243";"-";"-";"-";"90";"-";"4"
"30";"326012";"326012";"38";"5";"2";"5";"102";"166";"196";"87";"35";"3";"10";"131";"367";"509";"244";"111";"10";"471";"119";"-";"-";"-";"1";"3";"1188";"182";"-";"-";"-";"2";"10";"448";"17";"68";"-";"58";"-";"3";"1118";"32";"99";"-";"123";"-";"10"
"30";"326013";"326013";"38";"5";"2";"1";"16";"83";"58";"31";"22";"-";"6";"30";"171";"159";"84";"63";"-";"202";"-";"8";"-";"-";"1";"-";"490";"-";"17";"-";"-";"6";"-";"160";"-";"-";"1";"50";"-";"-";"386";"-";"-";"1";"126";"-";"-"
"30";"326014";"326014";"38";"5";"2";"2";"19";"91";"129";"44";"20";"-";"2";"27";"220";"371";"125";"54";"-";"269";"8";"27";"-";"-";"1";"-";"730";"11";"56";"-";"-";"2";"-";"242";"-";"-";"2";"61";"-";"-";"666";"-";"-";"3";"130";"-";"-"
"30";"326015";"326015";"38";"5";"2";"2";"209";"279";"246";"88";"62";"8";"3";"280";"597";"668";"237";"188";"23";"631";"163";"84";"-";"2";"6";"8";"1600";"235";"118";"-";"3";"17";"23";"595";"20";"144";"3";"124";"-";"8";"1488";"28";"185";"18";"254";"-";"23"
"30";"326016";"326016";"38";"5";"2";"2";"20";"50";"53";"24";"34";"1";"7";"31";"109";"149";"64";"104";"1";"181";"1";"-";"-";"-";"1";"1";"453";"5";"-";"-";"-";"6";"1";"153";"-";"-";"1";"29";"-";"1";"387";"-";"-";"1";"76";"-";"1"
"30";"326017";"326017";"38";"5";"2";"57";"148";"318";"352";"134";"92";"3";"77";"220";"686";"943";"432";"327";"8";"812";"105";"141";"1";"-";"42";"3";"2183";"174";"205";"26";"-";"97";"8";"780";"-";"61";"83";"176";"1";"3";"2079";"-";"92";"103";"410";"1";"8"
"30";"326018";"326018";"38";"5";"2";"62";"297";"450";"171";"49";"33";"2";"75";"357";"943";"452";"169";"116";"4";"421";"497";"98";"17";"-";"29";"2";"1111";"791";"146";"17";"-";"47";"4";"356";"125";"474";"46";"61";"-";"2";"930";"186";"800";"63";"133";"-";"4"
"30";"326019";"326019";"38";"5";"2";"5";"55";"116";"94";"37";"42";"3";"7";"84";"247";"266";"105";"139";"13";"280";"56";"6";"-";"-";"7";"3";"727";"93";"9";"-";"-";"19";"13";"231";"22";"12";"12";"72";"-";"3";"596";"28";"27";"16";"181";"-";"13"
"30";"326020";"326020";"38";"5";"2";"1";"19";"65";"67";"33";"35";"-";"2";"29";"160";"172";"101";"126";"-";"216";"-";"-";"-";"-";"4";"-";"584";"-";"-";"-";"-";"6";"-";"177";"-";"-";"1";"42";"-";"-";"491";"-";"-";"2";"97";"-";"-"
"30";"326021";"326021";"38";"5";"2";"2";"31";"76";"60";"25";"45";"-";"2";"48";"160";"154";"92";"134";"-";"225";"9";"-";"-";"-";"5";"-";"571";"11";"-";"-";"-";"8";"-";"182";"-";"-";"6";"51";"-";"-";"471";"-";"-";"7";"112";"-";"-"
"30";"326022";"326022";"38";"5";"2";"-";"27";"106";"92";"58";"53";"3";"-";"47";"225";"257";"177";"160";"8";"318";"5";"10";"-";"-";"3";"3";"834";"7";"20";"-";"-";"5";"8";"282";"-";"-";"-";"54";"-";"3";"754";"-";"-";"-";"112";"-";"8"
"30";"326023";"326023";"38";"5";"2";"-";"16";"77";"71";"50";"44";"-";"-";"31";"171";"181";"161";"143";"-";"246";"9";"1";"-";"-";"2";"-";"654";"23";"2";"-";"-";"8";"-";"215";"-";"-";"-";"43";"-";"-";"574";"-";"-";"-";"113";"-";"-"
"30";"326024";"326024";"38";"5";"2";"155";"737";"584";"392";"147";"78";"4";"199";"931";"1116";"941";"381";"218";"49";"666";"252";"1087";"-";"-";"88";"4";"1625";"465";"1563";"-";"-";"133";"49";"882";"20";"535";"2";"594";"60";"4";"2009";"29";"747";"25";"903";"73";"49"
"30";"326025";"326025";"38";"5";"2";"39";"760";"622";"221";"42";"26";"2";"50";"1099";"1250";"582";"116";"106";"6";"502";"361";"835";"-";"-";"12";"2";"1218";"673";"1268";"-";"-";"44";"6";"790";"49";"467";"3";"347";"54";"2";"1688";"59";"764";"22";"589";"81";"6"
"30";"326026";"326026";"38";"5";"2";"4";"49";"145";"160";"77";"50";"-";"9";"61";"321";"453";"230";"164";"-";"420";"32";"20";"-";"-";"13";"-";"1127";"49";"44";"-";"-";"18";"-";"388";"5";"29";"1";"44";"18";"-";"1039";"6";"37";"2";"117";"37";"-"
"30";"326027";"326027";"38";"5";"2";"8";"41";"298";"338";"95";"62";"-";"13";"64";"648";"915";"283";"173";"-";"777";"36";"1";"-";"3";"25";"-";"1991";"59";"2";"-";"7";"37";"-";"715";"-";"3";"20";"103";"1";"-";"1825";"-";"3";"23";"242";"3";"-"
"30";"326028";"326028";"38";"5";"2";"31";"181";"511";"663";"258";"144";"9";"53";"258";"1103";"1800";"754";"472";"10";"1537";"91";"101";"-";"35";"24";"9";"3979";"165";"187";"-";"58";"51";"10";"1474";"12";"104";"4";"193";"1";"9";"3807";"19";"201";"4";"407";"2";"10"
"30";"326029";"326029";"38";"5";"2";"2";"62";"128";"115";"52";"42";"2";"3";"97";"272";"264";"142";"119";"5";"351";"20";"12";"-";"17";"1";"2";"812";"34";"19";"-";"31";"1";"5";"323";"-";"17";"8";"53";"-";"2";"749";"-";"31";"12";"105";"-";"5"
"30";"326030";"326030";"38";"5";"2";"43";"718";"813";"368";"144";"60";"32";"56";"959";"1897";"919";"398";"197";"35";"744";"442";"885";"1";"-";"74";"32";"1865";"780";"1674";"1";"-";"106";"35";"750";"154";"1037";"42";"82";"81";"32";"1827";"213";"2010";"94";"196";"86";"35"
"30";"329001";"329001";"39";"5";"2";"164";"1370";"1365";"713";"281";"147";"71";"190";"1791";"3039";"1980";"829";"521";"167";"1255";"570";"2111";"1";"-";"103";"71";"3471";"1071";"3566";"5";"-";"237";"167";"1431";"228";"1194";"218";"965";"4";"71";"3789";"325";"2256";"370";"1605";"5";"167"
"30";"329002";"329002";"39";"5";"2";"1";"23";"86";"97";"54";"60";"-";"2";"56";"187";"236";"148";"166";"-";"307";"8";"3";"-";"-";"3";"-";"766";"16";"7";"-";"-";"6";"-";"269";"6";"-";"2";"44";"-";"-";"683";"8";"-";"3";"101";"-";"-"
"30";"329003";"329003";"39";"5";"2";"-";"23";"89";"85";"49";"38";"1";"-";"49";"232";"221";"155";"124";"4";"256";"27";"-";"-";"-";"1";"1";"713";"66";"-";"-";"-";"2";"4";"228";"9";"22";"-";"25";"-";"1";"634";"16";"58";"-";"73";"-";"4"
"30";"329004";"329004";"39";"5";"2";"55";"437";"831";"550";"206";"59";"4";"61";"587";"1895";"1478";"656";"206";"14";"1177";"237";"704";"1";"-";"19";"4";"3207";"418";"1229";"4";"-";"25";"14";"1754";"28";"26";"6";"324";"-";"4";"4244";"39";"31";"7";"562";"-";"14"
"30";"329005";"329005";"39";"5";"2";"3";"39";"148";"151";"78";"87";"2";"3";"73";"335";"408";"227";"259";"5";"481";"6";"3";"-";"7";"9";"2";"1243";"16";"7";"-";"12";"27";"5";"445";"-";"-";"2";"59";"-";"2";"1159";"-";"-";"4";"142";"-";"5"
"30";"329006";"329006";"39";"5";"2";"124";"1030";"1156";"435";"133";"63";"2";"160";"1469";"2881";"1160";"391";"189";"4";"843";"391";"1682";"17";"-";"8";"2";"2244";"936";"3026";"18";"-";"26";"4";"1029";"6";"1371";"10";"512";"13";"2";"2602";"10";"2769";"27";"825";"17";"4"
"30";"329008";"329008";"39";"5";"2";"8";"32";"145";"143";"90";"87";"22";"10";"53";"336";"399";"244";"327";"45";"422";"20";"53";"-";"1";"9";"22";"1185";"28";"118";"-";"2";"36";"45";"370";"41";"16";"8";"70";"-";"22";"1024";"98";"21";"32";"194";"-";"45"
"30";"329009";"329009";"39";"5";"2";"-";"33";"167";"199";"74";"57";"1";"-";"55";"387";"546";"205";"168";"3";"486";"28";"15";"-";"-";"1";"1";"1263";"63";"33";"-";"-";"2";"3";"451";"-";"10";"4";"65";"-";"1";"1182";"-";"21";"10";"148";"-";"3"
"30";"329010";"329010";"39";"5";"2";"2";"19";"115";"242";"93";"56";"6";"2";"27";"273";"632";"267";"171";"20";"471";"35";"16";"-";"-";"5";"6";"1260";"82";"21";"-";"-";"9";"20";"478";"-";"-";"12";"37";"-";"6";"1256";"-";"-";"13";"103";"-";"20"
"30";"329011";"329011";"39";"5";"2";"1";"44";"95";"69";"43";"31";"4";"1";"65";"218";"200";"118";"79";"8";"215";"65";"1";"-";"-";"2";"4";"556";"118";"2";"-";"-";"5";"8";"190";"18";"43";"-";"32";"-";"4";"506";"22";"83";"-";"70";"-";"8"
"30";"329012";"329012";"39";"5";"2";"1";"33";"110";"150";"75";"49";"2";"2";"73";"280";"419";"220";"160";"6";"398";"11";"5";"-";"-";"4";"2";"1107";"22";"8";"-";"-";"17";"6";"334";"8";"-";"5";"71";"-";"2";"950";"10";"-";"9";"185";"-";"6"
"30";"329013";"329013";"39";"5";"2";"31";"27";"146";"199";"73";"45";"1";"34";"42";"344";"548";"228";"164";"1";"454";"12";"16";"-";"1";"38";"1";"1253";"25";"33";"-";"2";"47";"1";"421";"-";"-";"41";"59";"-";"1";"1152";"-";"-";"44";"164";"-";"1"
"30";"329014";"329014";"39";"5";"2";"2";"58";"128";"111";"35";"23";"-";"2";"87";"302";"307";"111";"83";"-";"276";"40";"39";"-";"1";"1";"-";"728";"85";"77";"-";"1";"1";"-";"257";"8";"17";"8";"67";"-";"-";"674";"8";"30";"9";"171";"-";"-"
