"ValgId";"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"Boligstørrelse_Antal boliger_000-040";"Boligstørrelse_Antal boliger_040-079";"Boligstørrelse_Antal boliger_080-119";"Boligstørrelse_Antal boliger_120-159";"Boligstørrelse_Antal boliger_160-199";"Boligstørrelse_Antal boliger_200-";"Boligstørrelse_Antal boliger_Ingen BBR";"Boligstørrelse_Antal personer_000-040";"Boligstørrelse_Antal personer_040-079";"Boligstørrelse_Antal personer_080-119";"Boligstørrelse_Antal personer_120-159";"Boligstørrelse_Antal personer_160-199";"Boligstørrelse_Antal personer_200-";"Boligstørrelse_Antal personer_Ingen BBR";"Boligtype_Antal boliger";"Boligtype_Antal boliger_01. Stuehuse og parcelhuse";"Boligtype_Antal boliger_02. Række- og kædehuse";"Boligtype_Antal boliger_03. Flerfamiliehuse";"Boligtype_Antal boliger_04. Kollegier";"Boligtype_Antal boliger_05. Sommerhuse";"Boligtype_Antal boliger_06. Øvrige boliger";"Boligtype_Antal boliger_07. Ingen BBR-oplysninger";"Boligtype_Antal personer";"Boligtype_Antal personer_01. Stuehuse og parcelhuse";"Boligtype_Antal personer_02. Række- og kædehuse";"Boligtype_Antal personer_03. Flerfamiliehuse";"Boligtype_Antal personer_04. Kollegier";"Boligtype_Antal personer_05. Sommerhuse";"Boligtype_Antal personer_06. Øvrige boliger";"Boligtype_Antal personer_07. Ingen BBR-oplysninger";"Ejerforhold_Antal boliger";"Ejerforhold_Antal boliger_01. Ejerbolig";"Ejerforhold_Antal boliger_02. Andelsbolig";"Ejerforhold_Antal boliger_03. Almennyttig bolig";"Ejerforhold_Antal boliger_04. Lejer i offentligt ejet";"Ejerforhold_Antal boliger_05. Privat lejerbolig";"Ejerforhold_Antal boliger_06. Øvrige beboede boliger";"Ejerforhold_Antal boliger_07. Ingen BBR-oplysninger";"Ejerforhold_Antal personer";"Ejerforhold_Antal personer_01. Ejerbolig";"Ejerforhold_Antal personer_02. Andelsbolig";"Ejerforhold_Antal personer_03. Almennyttig bolig";"Ejerforhold_Antal personer_04. Lejer i offentligt ejet";"Ejerforhold_Antal personer_05. Privat lejerbolig";"Ejerforhold_Antal personer_06. Øvrige beboede boliger";"Ejerforhold_Antal personer_07. Ingen BBR-oplysninger";"grossincome_anhus";"grossincome_ma100";"grossincome_mi100";"grossincome_mi150";"grossincome_mi200";"grossincome_mi300";"grossincome_mi400";"grossincome_mi500";"grossincome_smbru";"grossincome_smfor";"transferPayments_afak_1";"transferPayments_afak_2";"transferPayments_afak_3";"transferPayments_cash_1";"transferPayments_cash_2";"transferPayments_cash_3";"transferPayments_eabe_1";"transferPayments_eabe_2";"transferPayments_eabe_3";"transferPayments_earl_1";"transferPayments_earl_2";"transferPayments_earl_3";"transferPayments_komm_1";"transferPayments_komm_2";"transferPayments_komm_3";"transferPayments_mat_1";"transferPayments_mat_2";"transferPayments_mat_3";"transferPayments_old_1";"transferPayments_old_2";"transferPayments_old_3";"transferPayments_orlo_1";"transferPayments_orlo_2";"transferPayments_orlo_3";"transferPayments_reha_1";"transferPayments_reha_2";"transferPayments_reha_3";"transferPayments_sick_1";"transferPayments_sick_2";"transferPayments_sick_3";"transferPayments_unem_1";"transferPayments_unem_2";"transferPayments_unem_3"
"181";"151001";"151001";"22";"4";"2";"116";"435";"1704";"335";"68";"4";"1";"133";"563";"4042";"880";"209";"87";"1";"-";"590";"4";"2053";"-";"1";"14";"1";"-";"1567";"11";"4229";"-";"2";"105";"1";"-";"533";"-";"2084";"5";"17";"23";"1";"-";"1445";"-";"4319";"91";"31";"28";"1";"2659";"227";"299";"295";"541";"334";"373";"590";"924429783";"584567859";"5";"14";"10";"90";"57";"7";"0";"0";"294";"15";"122";"307";"42";"20";"3";"61";"53";"0";"0";"0";"560";"25";"45";"11";"11";"14";"1";"73";"111";"78";"85";"133";"101"
"181";"151002";"151002";"22";"4";"2";"171";"2139";"1758";"259";"67";"20";"5";"195";"3240";"3856";"702";"179";"159";"71";"-";"574";"119";"3699";"-";"-";"22";"5";"-";"1490";"245";"6461";"-";"-";"135";"71";"-";"860";"96";"3141";"62";"78";"177";"5";"-";"1954";"130";"5666";"195";"126";"260";"71";"4667";"575";"662";"585";"1001";"543";"530";"771";"1429916696";"800749584";"8";"39";"5";"130";"148";"23";"0";"0";"401";"16";"185";"504";"83";"31";"3";"58";"97";"0";"0";"0";"1508";"32";"71";"13";"15";"23";"0";"118";"193";"100";"141";"216";"109"
"181";"151003";"151003";"22";"4";"2";"-";"139";"523";"396";"102";"27";"-";"-";"183";"1414";"1016";"293";"80";"-";"-";"636";"528";"13";"-";"7";"3";"-";"-";"1654";"1273";"29";"-";"14";"16";"-";"-";"648";"-";"516";"1";"21";"1";"-";"-";"1684";"-";"1245";"2";"51";"4";"-";"1633";"111";"138";"101";"237";"175";"192";"676";"745727427";"857413108";"2";"5";"6";"16";"29";"5";"0";"0";"148";"7";"57";"153";"14";"14";"2";"17";"50";"0";"0";"0";"331";"9";"41";"7";"4";"12";"1";"21";"61";"49";"26";"54";"67"
"181";"151004";"151004";"22";"4";"2";"14";"428";"1233";"139";"30";"9";"4";"14";"540";"3386";"421";"90";"31";"6";"-";"204";"511";"1133";"-";"-";"5";"4";"-";"563";"1585";"2327";"-";"-";"7";"6";"-";"205";"1";"1626";"2";"19";"-";"4";"-";"561";"9";"3869";"7";"36";"-";"6";"1802";"218";"239";"183";"356";"266";"249";"291";"561537316";"74931997";"3";"11";"0";"100";"178";"16";"0";"0";"89";"3";"137";"212";"58";"39";"5";"29";"38";"0";"0";"0";"212";"24";"48";"2";"15";"15";"1";"76";"125";"41";"84";"109";"51"
"181";"151005";"151005";"22";"4";"2";"20";"198";"763";"765";"152";"23";"1";"21";"293";"1847";"2152";"454";"108";"1";"-";"1449";"305";"151";"-";"-";"16";"1";"-";"3817";"772";"226";"-";"-";"60";"1";"-";"1745";"113";"-";"9";"52";"2";"1";"-";"4584";"161";"-";"31";"92";"7";"1";"1919";"22";"92";"129";"282";"214";"294";"886";"929758000";"1349860244";"1";"8";"1";"8";"10";"2";"0";"0";"279";"0";"19";"108";"3";"1";"2";"15";"60";"0";"0";"0";"491";"8";"65";"9";"4";"8";"0";"33";"90";"69";"27";"60";"72"
"181";"151006";"151006";"22";"4";"2";"29";"1268";"1514";"10";"-";"-";"-";"32";"2014";"3367";"36";"-";"-";"-";"-";"2";"30";"2789";"-";"-";"-";"-";"-";"4";"34";"5411";"-";"-";"-";"-";"-";"-";"-";"2817";"1";"3";"-";"-";"-";"-";"-";"5441";"2";"6";"-";"-";"2818";"339";"399";"369";"674";"404";"359";"274";"775601805";"181866939";"8";"20";"1";"99";"86";"8";"0";"0";"340";"6";"107";"283";"35";"21";"2";"46";"33";"0";"0";"0";"786";"32";"36";"3";"8";"12";"0";"80";"133";"54";"104";"137";"93"
"181";"151007";"151007";"22";"4";"2";"81";"95";"390";"232";"53";"8";"1";"84";"146";"922";"663";"163";"24";"2";"-";"650";"70";"42";"95";"-";"2";"1";"-";"1691";"133";"65";"108";"-";"5";"2";"-";"667";"21";"122";"-";"18";"31";"1";"-";"1726";"29";"171";"-";"33";"43";"2";"858";"75";"76";"51";"102";"90";"135";"329";"359221869";"487388921";"1";"1";"1";"7";"7";"0";"0";"0";"92";"2";"9";"44";"5";"2";"0";"8";"22";"0";"0";"0";"265";"4";"20";"2";"2";"2";"0";"19";"40";"29";"15";"34";"28"
"181";"151008";"151008";"22";"4";"2";"91";"371";"689";"472";"96";"29";"2";"100";"547";"1759";"1417";"303";"117";"5";"-";"804";"276";"661";"-";"-";"7";"2";"-";"2308";"684";"1227";"-";"-";"24";"5";"-";"1008";"87";"606";"2";"35";"10";"2";"-";"2817";"177";"1145";"9";"80";"15";"5";"1613";"116";"148";"95";"251";"183";"241";"576";"681528217";"500605647";"3";"15";"0";"42";"46";"9";"0";"0";"121";"7";"68";"101";"29";"15";"3";"18";"54";"0";"0";"0";"209";"9";"43";"9";"4";"12";"0";"32";"86";"45";"41";"68";"52"
"181";"151009";"151009";"22";"4";"2";"57";"417";"719";"506";"187";"46";"4";"60";"526";"1708";"1442";"536";"150";"4";"-";"919";"462";"541";"-";"-";"10";"4";"-";"2526";"989";"887";"-";"-";"20";"4";"-";"1072";"107";"614";"3";"76";"60";"4";"-";"2888";"206";"1100";"9";"132";"87";"4";"1447";"100";"123";"91";"210";"156";"171";"599";"660051023";"758905169";"2";"6";"7";"15";"27";"5";"0";"0";"132";"8";"52";"136";"14";"13";"2";"16";"46";"0";"0";"0";"293";"8";"38";"7";"5";"12";"2";"19";"54";"45";"24";"49";"60"
"181";"151010";"151010";"22";"4";"2";"51";"166";"470";"209";"56";"12";"1";"57";"221";"1468";"558";"175";"40";"4";"-";"385";"403";"170";"-";"-";"6";"1";"-";"1058";"1189";"261";"-";"-";"11";"4";"-";"388";"106";"449";"1";"19";"1";"1";"-";"1068";"216";"1201";"3";"29";"2";"4";"988";"72";"92";"59";"154";"112";"149";"353";"417108994";"306380738";"3";"10";"1";"27";"29";"7";"0";"0";"75";"5";"43";"62";"19";"10";"2";"12";"34";"0";"0";"0";"129";"6";"27";"6";"4";"8";"1";"21";"54";"28";"26";"42";"33"
"181";"153001";"153001";"26";"4";"2";"-";"459";"818";"466";"92";"28";"3";"-";"724";"1969";"1250";"284";"80";"4";"-";"1183";"287";"387";"-";"-";"6";"3";"-";"3034";"673";"589";"-";"-";"11";"4";"-";"1363";"24";"445";"-";"30";"1";"3";"-";"3421";"60";"753";"-";"71";"2";"4";"2152";"189";"248";"251";"394";"266";"300";"501";"754106633";"721291446";"3";"8";"4";"35";"54";"8";"0";"0";"227";"5";"66";"170";"33";"11";"1";"34";"41";"0";"0";"0";"733";"10";"34";"5";"7";"13";"0";"44";"114";"39";"46";"91";"67"
"181";"153002";"153002";"26";"4";"2";"45";"1322";"561";"197";"34";"19";"55";"45";"2176";"1267";"556";"107";"59";"212";"-";"317";"263";"1522";"15";"-";"61";"55";"-";"812";"610";"2690";"16";"-";"82";"212";"-";"567";"-";"1410";"69";"130";"2";"55";"-";"1296";"-";"2538";"101";"268";"7";"212";"2070";"183";"240";"243";"379";"256";"289";"483";"725181434";"693624937";"4";"9";"5";"35";"52";"8";"0";"0";"219";"6";"64";"165";"32";"11";"1";"33";"40";"0";"0";"0";"705";"11";"33";"6";"8";"13";"0";"43";"111";"38";"46";"89";"66"
"181";"153003";"153003";"26";"4";"2";"56";"919";"803";"236";"33";"6";"1";"58";"1431";"1955";"678";"109";"27";"3";"-";"159";"314";"1576";"-";"-";"4";"1";"-";"456";"781";"2966";"-";"-";"55";"3";"-";"362";"11";"1485";"31";"163";"1";"1";"-";"995";"20";"2869";"90";"283";"1";"3";"2135";"245";"299";"257";"438";"261";"262";"369";"672602349";"431448631";"9";"13";"3";"58";"82";"13";"0";"0";"191";"18";"89";"236";"47";"21";"2";"27";"37";"0";"0";"0";"614";"9";"36";"6";"9";"15";"1";"49";"94";"46";"61";"113";"68"
"181";"153004";"153004";"26";"4";"2";"5";"802";"851";"14";"2";"-";"-";"5";"1141";"1807";"34";"9";"-";"-";"-";"31";"3";"1602";"-";"-";"38";"-";"-";"73";"3";"2880";"-";"-";"40";"-";"-";"23";"-";"1601";"40";"10";"-";"-";"-";"54";"-";"2875";"43";"24";"-";"-";"1389";"159";"194";"167";"285";"170";"170";"240";"437576644";"280688648";"5";"8";"2";"37";"53";"8";"0";"0";"124";"12";"57";"153";"30";"13";"1";"17";"24";"0";"0";"0";"399";"6";"23";"4";"6";"10";"0";"31";"61";"30";"40";"74";"44"
"181";"153005";"153005";"26";"4";"2";"4";"638";"1144";"321";"42";"25";"1";"4";"947";"2885";"826";"106";"64";"1";"-";"429";"594";"1146";"-";"-";"5";"1";"-";"1053";"1343";"2420";"-";"-";"16";"1";"-";"703";"-";"1451";"5";"12";"3";"1";"-";"1768";"-";"3021";"12";"24";"7";"1";"2349";"272";"330";"285";"484";"289";"289";"408";"739425424";"474313075";"11";"16";"5";"65";"92";"15";"0";"0";"211";"22";"99";"261";"54";"25";"4";"31";"41";"1";"0";"0";"676";"12";"41";"8";"11";"18";"2";"55";"104";"51";"69";"126";"77"
"181";"153006";"153006";"26";"4";"2";"63";"642";"1194";"511";"52";"29";"2";"63";"984";"3281";"1719";"150";"124";"3";"-";"370";"114";"2003";"1";"-";"3";"2";"-";"965";"355";"4964";"8";"-";"29";"3";"-";"398";"-";"2073";"-";"19";"1";"2";"-";"1016";"-";"5235";"-";"66";"4";"3";"2629";"263";"308";"233";"560";"365";"345";"553";"888672655";"366776524";"16";"21";"3";"173";"349";"71";"0";"0";"206";"10";"116";"316";"102";"70";"11";"34";"34";"0";"0";"0";"489";"24";"60";"10";"34";"63";"2";"52";"158";"57";"95";"190";"95"
"181";"153007";"153007";"26";"4";"2";"53";"348";"1431";"655";"91";"28";"24";"54";"426";"4099";"2239";"264";"80";"45";"-";"515";"643";"1393";"-";"-";"55";"24";"-";"1327";"1729";"4051";"-";"-";"55";"45";"-";"908";"-";"1617";"57";"23";"1";"24";"-";"2369";"-";"4690";"63";"39";"1";"45";"2343";"235";"275";"208";"500";"326";"308";"493";"791635978";"326727160";"16";"20";"4";"156";"311";"64";"0";"0";"184";"9";"105";"283";"91";"64";"10";"32";"31";"0";"0";"0";"437";"23";"55";"10";"32";"58";"2";"47";"141";"51";"86";"171";"86"
"181";"155001";"155001";"27";"4";"2";"37";"323";"470";"596";"257";"96";"17";"48";"491";"976";"1499";"741";"298";"77";"-";"1166";"235";"346";"-";"-";"32";"17";"-";"2961";"497";"550";"-";"-";"45";"77";"-";"1419";"75";"55";"61";"156";"13";"17";"-";"3493";"104";"75";"89";"274";"18";"77";"1783";"78";"148";"126";"224";"199";"196";"812";"902048853";"1364842920";"2";"5";"3";"6";"15";"1";"0";"0";"135";"1";"21";"68";"10";"4";"2";"14";"63";"0";"0";"0";"685";"5";"41";"5";"0";"2";"1";"12";"76";"53";"19";"57";"66"
"181";"155002";"155002";"27";"4";"2";"10";"300";"359";"795";"302";"95";"16";"12";"477";"886";"2179";"928";"320";"42";"-";"1123";"466";"234";"-";"30";"8";"16";"-";"3163";"1173";"373";"-";"53";"40";"42";"-";"1542";"67";"62";"50";"140";"-";"16";"-";"4173";"131";"89";"103";"306";"-";"42";"2028";"91";"153";"131";"286";"227";"268";"870";"958268197";"1093550691";"1";"10";"4";"18";"25";"9";"0";"0";"191";"2";"29";"126";"18";"13";"2";"20";"65";"0";"0";"0";"492";"5";"42";"10";"3";"9";"0";"25";"85";"73";"36";"92";"92"
"181";"155003";"155003";"27";"4";"2";"21";"349";"773";"401";"140";"26";"6";"25";"538";"1738";"1018";"379";"71";"10";"-";"757";"273";"679";"-";"1";"-";"6";"-";"1871";"617";"1279";"-";"2";"-";"10";"-";"886";"70";"708";"-";"25";"21";"6";"-";"2136";"156";"1401";"-";"48";"28";"10";"1562";"71";"118";"102";"221";"175";"207";"670";"737454194";"841563506";"1";"8";"4";"14";"21";"7";"0";"0";"148";"2";"24";"97";"15";"11";"3";"17";"51";"1";"0";"0";"380";"4";"33";"9";"4";"8";"0";"20";"66";"57";"29";"72";"72"
"181";"157001";"157001";"20";"4";"2";"62";"669";"987";"702";"485";"295";"55";"66";"925";"1927";"1823";"1398";"921";"77";"-";"1416";"314";"1417";"-";"-";"53";"55";"-";"3947";"709";"2336";"-";"-";"68";"77";"-";"2019";"11";"135";"177";"762";"96";"55";"-";"5147";"25";"214";"312";"1227";"135";"77";"3149";"185";"231";"229";"450";"327";"293";"1432";"1722169834";"3637771833";"2";"22";"10";"27";"33";"7";"0";"0";"123";"2";"29";"94";"14";"12";"7";"14";"109";"0";"0";"0";"1068";"9";"86";"15";"5";"7";"0";"31";"101";"57";"40";"122";"75"
"181";"157002";"157002";"20";"4";"2";"5";"1324";"1030";"403";"99";"24";"9";"6";"1856";"2352";"1121";"320";"104";"13";"-";"940";"132";"1807";"-";"-";"6";"9";"-";"2621";"311";"2804";"-";"-";"23";"13";"-";"1817";"224";"181";"13";"546";"104";"9";"-";"4111";"334";"282";"37";"848";"147";"13";"2803";"219";"311";"254";"471";"312";"282";"952";"1265785561";"2171273112";"2";"13";"5";"34";"39";"12";"0";"0";"141";"22";"69";"116";"20";"17";"6";"17";"87";"0";"0";"0";"1007";"10";"68";"12";"6";"9";"0";"37";"91";"57";"52";"120";"67"
"181";"157003";"157003";"20";"4";"2";"33";"558";"778";"615";"393";"416";"12";"37";"743";"1630";"1681";"1176";"1395";"123";"-";"1214";"173";"1384";"1";"1";"20";"12";"-";"3577";"473";"2499";"2";"2";"109";"123";"-";"1673";"212";"-";"104";"684";"120";"12";"-";"4642";"381";"-";"162";"1256";"221";"123";"2900";"226";"321";"263";"487";"323";"292";"985";"1309471236";"2246209605";"2";"13";"5";"36";"41";"13";"0";"0";"146";"22";"72";"120";"20";"18";"6";"18";"91";"0";"0";"0";"1042";"10";"70";"12";"7";"9";"0";"39";"95";"58";"53";"124";"69"
"181";"157004";"157004";"20";"4";"2";"156";"1733";"951";"420";"167";"70";"44";"168";"2591";"2263";"1161";"504";"396";"125";"-";"919";"463";"2092";"-";"-";"23";"44";"-";"2532";"1097";"3208";"-";"-";"246";"125";"-";"1656";"333";"591";"440";"254";"223";"44";"-";"3911";"497";"1068";"895";"399";"313";"125";"3540";"277";"394";"322";"597";"396";"357";"1202";"1597412038";"2740130644";"4";"17";"8";"45";"51";"17";"0";"0";"180";"29";"89";"149";"26";"23";"9";"23";"112";"0";"0";"0";"1273";"14";"87";"16";"10";"12";"3";"49";"117";"73";"67";"152";"87"
"181";"157005";"157005";"20";"4";"2";"54";"743";"865";"765";"325";"209";"11";"61";"1105";"2041";"2140";"986";"639";"13";"-";"1563";"236";"1156";"-";"-";"6";"11";"-";"4377";"597";"1984";"-";"-";"14";"13";"-";"2160";"276";"47";"3";"447";"28";"11";"-";"5696";"387";"54";"6";"783";"46";"13";"3082";"181";"226";"225";"441";"321";"288";"1402";"1684752398";"3558734275";"3";"23";"11";"28";"33";"7";"0";"0";"121";"3";"29";"92";"14";"13";"7";"15";"108";"0";"0";"0";"1046";"9";"86";"16";"6";"7";"0";"31";"99";"56";"41";"120";"75"
"181";"157006";"157006";"24";"4";"2";"34";"611";"1056";"715";"521";"574";"13";"37";"792";"1946";"1679";"1413";"1814";"24";"-";"968";"273";"2261";"-";"-";"9";"13";"-";"2981";"701";"3980";"-";"-";"19";"24";"-";"1979";"363";"-";"40";"945";"184";"13";"-";"4911";"738";"-";"83";"1682";"267";"24";"3655";"268";"358";"309";"618";"436";"329";"1334";"1894851357";"5952225276";"1";"19";"6";"28";"36";"10";"0";"0";"156";"4";"31";"125";"15";"22";"6";"19";"112";"0";"0";"0";"1443";"10";"75";"13";"4";"6";"0";"27";"101";"62";"55";"144";"95"
"181";"157007";"157007";"24";"4";"2";"10";"785";"1331";"521";"322";"420";"23";"20";"1087";"2577";"1269";"841";"1499";"44";"-";"569";"129";"2654";"7";"-";"30";"23";"-";"1803";"356";"4880";"12";"-";"242";"44";"-";"1261";"608";"-";"81";"1268";"171";"23";"-";"3139";"1208";"-";"169";"2488";"289";"44";"3532";"259";"346";"299";"597";"422";"318";"1289";"1831467803";"5753120902";"1";"18";"6";"27";"35";"10";"0";"0";"151";"4";"30";"121";"14";"21";"6";"19";"108";"0";"0";"0";"1395";"10";"72";"12";"4";"6";"0";"27";"97";"60";"53";"139";"92"
"181";"157008";"157008";"24";"4";"2";"62";"918";"1019";"434";"274";"244";"24";"65";"1187";"1836";"1037";"822";"783";"87";"-";"582";"85";"2274";"-";"-";"10";"24";"-";"1705";"203";"3806";"-";"-";"16";"87";"-";"1370";"172";"57";"4";"1035";"313";"24";"-";"3155";"301";"70";"10";"1756";"438";"87";"2938";"216";"287";"248";"497";"351";"264";"1072";"1523423728";"4785473642";"1";"15";"5";"22";"29";"8";"0";"0";"126";"3";"25";"101";"12";"18";"5";"15";"90";"0";"0";"0";"1160";"8";"60";"10";"3";"5";"0";"22";"81";"50";"44";"116";"77"
"181";"157009";"157009";"24";"4";"2";"129";"731";"840";"565";"390";"520";"24";"139";"1119";"1625";"1397";"1092";"1647";"47";"-";"1231";"253";"1644";"11";"-";"36";"24";"-";"3403";"637";"2836";"36";"-";"107";"47";"-";"1913";"98";"20";"231";"744";"169";"24";"-";"4805";"168";"34";"403";"1339";"270";"47";"3209";"209";"326";"205";"413";"348";"249";"1459";"2024932206";"5368018931";"6";"17";"10";"16";"51";"5";"0";"0";"125";"8";"84";"129";"15";"31";"9";"19";"99";"0";"0";"0";"1053";"7";"61";"6";"9";"3";"0";"32";"104";"56";"47";"127";"84"
"181";"157010";"157010";"24";"4";"2";"140";"1303";"877";"409";"253";"290";"6";"155";"1707";"1571";"959";"714";"1030";"9";"-";"647";"214";"2387";"-";"-";"24";"6";"-";"1951";"531";"3572";"-";"-";"82";"9";"-";"1541";"273";"-";"113";"996";"349";"6";"-";"3375";"433";"-";"162";"1696";"470";"9";"3075";"228";"302";"262";"522";"368";"278";"1123";"1593462558";"5005483977";"4";"17";"8";"25";"33";"10";"0";"0";"134";"5";"29";"108";"14";"20";"8";"18";"95";"3";"0";"0";"1216";"11";"64";"12";"5";"7";"0";"25";"86";"54";"49";"124";"82"
"181";"159001";"159001";"25";"4";"2";"270";"1244";"946";"333";"184";"96";"9";"300";"1685";"2166";"886";"544";"694";"11";"-";"776";"491";"1774";"-";"1";"31";"9";"-";"2133";"1126";"2556";"-";"1";"459";"11";"-";"1630";"108";"630";"39";"342";"324";"9";"-";"3533";"166";"1132";"251";"611";"582";"11";"3072";"265";"375";"371";"630";"366";"294";"771";"1198727074";"1754636705";"3";"19";"8";"32";"36";"15";"0";"0";"195";"14";"126";"231";"39";"27";"7";"16";"54";"2";"0";"0";"1452";"10";"44";"6";"14";"20";"1";"38";"97";"89";"47";"102";"67"
"181";"159002";"159002";"25";"4";"2";"61";"1138";"593";"137";"33";"18";"5";"67";"1699";"1388";"413";"126";"59";"213";"-";"464";"167";"1347";"-";"-";"2";"5";"-";"1327";"428";"1992";"-";"-";"5";"213";"-";"919";"322";"108";"34";"255";"342";"5";"-";"2188";"462";"197";"44";"382";"479";"213";"1980";"174";"276";"243";"423";"241";"232";"391";"659868809";"549456908";"5";"14";"7";"37";"55";"16";"0";"0";"108";"9";"134";"155";"32";"15";"0";"20";"59";"0";"0";"0";"639";"9";"36";"7";"15";"8";"2";"54";"89";"40";"48";"72";"41"
"181";"159003";"159003";"25";"4";"2";"227";"1552";"1417";"347";"93";"26";"7";"236";"2890";"3628";"980";"284";"198";"15";"-";"1102";"1308";"914";"297";"-";"41";"7";"-";"2897";"2935";"1662";"562";"-";"160";"15";"-";"1501";"21";"1670";"5";"419";"46";"7";"-";"3872";"35";"3307";"120";"803";"79";"15";"3652";"425";"505";"362";"625";"405";"454";"876";"1259641978";"1093166457";"3";"20";"13";"93";"115";"25";"0";"0";"247";"5";"97";"260";"65";"21";"1";"57";"87";"0";"0";"0";"1206";"21";"87";"13";"28";"63";"7";"83";"195";"77";"67";"164";"92"
"181";"159004";"159004";"25";"4";"2";"-";"474";"1444";"-";"1";"2";"-";"-";"526";"3580";"-";"4";"17";"-";"-";"1";"-";"1917";"-";"-";"3";"-";"-";"4";"-";"4105";"-";"-";"18";"-";"-";"-";"-";"1920";"-";"1";"-";"-";"-";"-";"-";"4123";"-";"4";"-";"-";"1925";"324";"332";"226";"405";"237";"213";"188";"502510338";"95595197";"9";"22";"3";"57";"142";"39";"0";"0";"136";"8";"93";"261";"50";"53";"10";"17";"18";"0";"0";"0";"522";"25";"36";"6";"20";"26";"0";"28";"83";"43";"57";"118";"70"
"181";"159005";"159005";"25";"4";"2";"68";"1093";"844";"55";"14";"5";"2";"76";"1577";"1857";"153";"45";"52";"2";"-";"124";"217";"1717";"-";"-";"21";"2";"-";"359";"555";"2783";"-";"-";"63";"2";"-";"508";"230";"928";"46";"325";"42";"2";"-";"1155";"315";"1633";"104";"491";"62";"2";"2073";"246";"288";"260";"474";"274";"206";"325";"625208714";"423372235";"3";"12";"2";"35";"46";"10";"0";"0";"172";"3";"41";"174";"28";"8";"1";"22";"41";"1";"0";"0";"664";"7";"32";"6";"8";"13";"1";"55";"69";"36";"55";"68";"43"
"181";"159006";"159006";"25";"4";"2";"76";"835";"974";"328";"90";"21";"1";"87";"1406";"2452";"1006";"279";"82";"1";"-";"832";"429";"1054";"-";"-";"9";"1";"-";"2365";"1048";"1879";"-";"-";"20";"1";"-";"1351";"113";"631";"8";"110";"111";"1";"-";"3495";"247";"1201";"18";"192";"159";"1";"2312";"148";"234";"206";"421";"267";"288";"748";"933719415";"1065503570";"5";"13";"7";"35";"57";"14";"0";"0";"153";"1";"25";"98";"19";"14";"2";"25";"106";"0";"0";"0";"688";"12";"81";"11";"9";"14";"1";"44";"93";"53";"31";"115";"49"
"181";"159007";"159007";"25";"4";"2";"91";"1550";"1301";"196";"44";"6";"1";"102";"2488";"3247";"573";"147";"57";"1";"-";"862";"767";"1537";"-";"-";"22";"1";"-";"2203";"1773";"2562";"-";"-";"76";"1";"-";"1211";"114";"1590";"4";"222";"47";"1";"-";"2902";"176";"3038";"14";"421";"63";"1";"3193";"313";"437";"377";"646";"396";"446";"578";"1018987943";"770866141";"4";"27";"3";"62";"120";"21";"0";"0";"265";"20";"95";"247";"44";"22";"10";"46";"70";"0";"0";"0";"1128";"23";"57";"16";"19";"35";"2";"80";"173";"76";"62";"143";"85"
"181";"159008";"159008";"25";"4";"2";"696";"857";"1742";"355";"107";"38";"7";"725";"1462";"4397";"1039";"341";"241";"11";"-";"792";"1597";"542";"775";"-";"89";"7";"-";"2185";"3953";"923";"906";"-";"238";"11";"-";"1834";"41";"957";"60";"884";"19";"7";"-";"4825";"53";"1982";"177";"1144";"24";"11";"3808";"675";"450";"312";"493";"367";"419";"1092";"1372032460";"1753385487";"4";"19";"2";"40";"56";"8";"0";"0";"213";"5";"79";"166";"42";"13";"5";"30";"114";"0";"0";"0";"1208";"13";"95";"7";"24";"37";"4";"50";"136";"72";"64";"132";"87"
"181";"159009";"159009";"25";"4";"2";"153";"1181";"760";"310";"94";"18";"1";"172";"1660";"1888";"962";"302";"66";"1";"-";"625";"210";"1677";"-";"-";"4";"1";"-";"1876";"516";"2651";"-";"-";"7";"1";"-";"1040";"275";"464";"18";"439";"280";"1";"-";"2708";"415";"687";"35";"686";"519";"1";"2516";"268";"360";"279";"467";"292";"239";"611";"864276377";"771110012";"5";"19";"3";"48";"93";"16";"0";"0";"124";"5";"52";"128";"38";"15";"4";"24";"78";"0";"0";"0";"674";"13";"58";"6";"15";"21";"0";"60";"107";"39";"54";"105";"66"
"181";"159010";"159010";"25";"4";"2";"146";"1188";"1155";"247";"40";"29";"-";"171";"1904";"2869";"707";"137";"189";"-";"-";"527";"1013";"1242";"-";"-";"23";"-";"-";"1392";"2343";"2038";"-";"-";"204";"-";"-";"1284";"144";"1138";"24";"110";"105";"-";"-";"2947";"252";"2270";"209";"171";"128";"-";"2810";"229";"365";"280";"568";"337";"338";"693";"1006031750";"859520961";"2";"19";"4";"34";"61";"14";"0";"0";"186";"7";"83";"151";"32";"18";"0";"30";"71";"0";"0";"0";"901";"12";"73";"7";"21";"32";"2";"61";"123";"68";"53";"107";"58"
