year;valgstedId;voters;votes;a;b;c;v;inc_support
2001;376016;3039,26;2633,66;933,68;79,39;248,08;718,3;0,384662409
2001;376017;2719,61;2402,25;802,21;87,28;154,55;754,27;0,370273702
2001;376018;1661,36;1503,33;444,37;50,57;168,35;526,02;0,329229111
2001;376019;2566;2332;626;80;317;797;0,302744425
2001;376020;1392;1201;365;32;129;289;0,330557868
2001;390001;4300;3606;1208;159;472;955;0,379090405
2001;390002;2908;2515;1029;85;212;579;0,442942346
2001;390003;1934;1712;484;81;216;513;0,330023364
2001;390004;1996;1726;649;50;175;460;0,404982619
2001;390005;979,7;855,57;230,99;24,79;70,85;327,73;0,298958589
2001;390006;2980;2591;729;80;251;817;0,312234658
2001;390007;1549;1339;443;46;121;452;0,365197909
2001;390008;4584,33;3938,81;1193,1;153,65;326,46;1242,45;0,34191799
2001;390009;1659,67;1452,19;336,9;56,35;109,54;485,55;0,270797898
2001;390010;1999;1753;434;68;107;601;0,286366229
2001;390011;824;734;197;33;58;219;0,313351499
2001;390012;3043,85;2607,51;859,55;85,69;231,72;847,31;0,362506759
2001;390013;988,45;855,92;245,46;43,51;65,43;287,96;0,337613328
2001;390014;624;549;178;14;27;160;0,349726776
2001;390015;1375,35;1203,21;396,54;40,38;102,87;378,69;0,363128631
2001;390016;1892;1688;524;46;151;494;0,337677725
2001;390017;1524,65;1376,79;456,46;34,62;175,13;416,31;0,356684752
2001;400001;3223;2745;804;69;69;1132;0,318032787
2001;400002;2646;2270;664;49;61;925;0,314096916
2001;400003;1837;1624;613;47;91;538;0,406403941
2001;400004;3756;3163;1195;59;122;1228;0,396459058
2001;400005;1445;1278;430;19;32;499;0,351330203
2001;400006;4512;3887;1403;65;125;1406;0,377669154
2001;400007;2267,13;2013,03;705,63;25,45;62,01;758,05;0,363173922
2001;400008;11417;9478;4260;168;374;2678;0,46718717
2001;400009;2537,87;2165,97;841,37;51,55;58,99;750,95;0,412249477
2001;410001;4988;4275;1618;249;423;1010;0,436725146
2001;410002;4727;4235;1589;201;426;1100;0,422668241
2001;410003;3074;2810;655;150;414;990;0,286476868
2001;410004;1327;1185;342;82;141;386;0,357805907
2001;410005;949;833;215;35;68;300;0,300120048
2001;410006;2661;2314;776;136;208;705;0,394122731
2001;410007;1297;1168;280;60;128;417;0,29109589
2001;410008;2187;1943;497;91;225;655;0,302624807
2001;410009;2112;1802;595;84;192;514;0,376803552
2001;410010;1848;1618;388;84;181;583;0,291718171
2001;410011;1293;1121;316;61;120;320;0,336306869
2001;411001;74;68;13;7;8;20;0,294117647
2001;420001;5229,22;4319,17;1505,17;182,04;613;1096,78;0,390632923
2001;420002;1351,22;1172,17;377,17;58,04;161;323,78;0,371285735
2001;420003;685,22;615,17;198,17;32,04;75;170,78;0,37422176
2001;420004;747,22;646,17;181,17;31,04;86;205,78;0,328412028
2001;420005;204,22;187,17;30,17;9,04;27;79,78;0,2094887
2001;420007;781,22;686,17;168,17;47,04;82;234,78;0,313639477
2001;420008;1896,22;1652,17;493,17;104,04;258;462,78;0,361470067
2001;420009;874,22;728,17;204,17;31,04;108;211,78;0,32301523
2001;420010;406,22;362,17;101,17;22,04;40;126,78;0,340199354
2001;420011;457,22;400,17;79,17;24,04;46;141,78;0,257915386
2001;420012;693,22;619,17;134,17;30,04;57;226,78;0,265209878
2001;420013;2505,22;2146,17;552,17;96,04;299;784,78;0,30203106
2001;420014;573,22;498,17;99,17;34,04;52;172,78;0,267398679
2001;420015;1257,22;1131,17;304,17;44,04;132;365,78;0,307831714
2001;420016;1474,22;1278,17;358,17;61,04;164;420,78;0,327976717
2001;420017;1676,22;1496,17;469,17;56,04;228;393,78;0,351036313
2001;420018;921,22;793,17;223,17;26,04;131;264,78;0,314194939
2001;420019;397,22;354,17;96,17;11,04;37;122,78;0,302707739
2001;420020;4580,22;4025,17;1169,17;136,04;688;942,78;0,324262081
2001;420021;2173,22;1868,17;556,17;62,04;300;546,78;0,330917422
2001;420022;540,22;485,17;110,17;25,04;70;159,78;0,278685821
2001;420023;605,22;537,17;163,17;20,04;50;166,78;0,341065212
2001;420024;639,22;553,17;126,17;20,04;94;179,78;0,26431296
2001;430001;1265,19;1150,57;316,29;42,52;153,86;358,57;0,311854124
2001;430002;1112,19;940,57;248,29;35,52;145,86;288,57;0,30174256
2001;430003;1566,19;1369,57;341,29;41,52;174,86;518,57;0,279511087
2001;430004;914,19;789,57;174,29;37,52;107,86;288,57;0,268259939
2001;430005;133,19;123,57;17,29;4,52;16,86;49,57;0,17649915
2001;430007;6506,19;5602,57;1720,29;278,52;859,86;1454,57;0,356766627
2001;430008;1728,19;1511,57;389,29;68,52;215,86;462,57;0,302870525
2001;430009;1657,19;1405,57;401,29;52,52;187,86;453,57;0,322865457
2001;430010;156,19;137,57;21,29;9,52;15,86;60,57;0,223958712
2001;430011;1868,19;1660,57;379,29;85,52;235,86;541,57;0,27990991
2001;430012;1495,19;1327,57;364,29;67,52;148,86;426,57;0,325263451
2001;430013;1132,19;989,57;227,29;29,52;124,86;383,57;0,25951676
2001;430014;1181,19;1015,57;199,29;41,52;128,86;406,57;0,237118072
2001;430015;5322,19;4603,57;1280,29;231,52;575,86;1447,57;0,328399481
2001;430016;918,19;820,57;204,29;42,52;106,86;242,57;0,300778727
2001;430017;1760,19;1519,57;398,29;69,52;171,86;455,57;0,307856828
2001;430018;1762,19;1491,57;422,29;75,52;170,86;481,57;0,333749003
2001;430019;1838,19;1605,57;473,29;101,52;187,86;451,57;0,358009928
2001;430020;1814,19;1603,57;402,29;71,52;277,86;454,57;0,295471978
2001;430021;1315,19;1179,57;348,29;65,52;171,86;367,57;0,35081428
2001;430022;2829,19;2556,57;770,29;128,52;418,86;675,57;0,351568703
2001;440001;1686;1538;432;71;185;444;0,327048114
2001;440002;2896,56;2537,12;770,81;129,56;442,88;606,12;0,35487876
2001;440003;1960,28;1789,66;502,71;88,21;296,93;510,95;0,330185622
2001;440004;1717,44;1537,88;403,19;71,44;190,12;487,88;0,308626161
2001;440005;1535,34;1389,66;393,54;40,9;205,28;399,99;0,312623232
2001;440006;3068,66;2742,34;869,46;80,1;488,72;704,01;0,346259034
2001;440007;4307,72;3708,34;1646,29;131,79;333,07;764,05;0,479481385
2001;450001;1351;1187;294;46;131;432;0,286436394
2001;450002;6404,46;5419,03;1976,73;192,19;722,2;1255,29;0,400241372
2001;450003;4401,54;3684,97;1247,27;172,81;470,8;871,71;0,385370844
2001;450004;2023;1700;536;57;187;500;0,348823529
2001;450005;868;783;186;30;70;290;0,275862069
2001;450006;2142;1907;694;62;248;502;0,39643419
2001;450007;378;330;60;13;63;91;0,221212121
2001;450008;481;431;155;7;40;116;0,37587007
2001;450009;679;612;162;31;68;189;0,315359477
2001;450010;1289;1088;285;36;140;405;0,295036765
2001;450011;1044;941;272;44;85;324;0,335812965
2001;450012;963;856;240;29;100;307;0,314252336
2001;450013;868;759;193;40;78;272;0,306982872
2001;461001;8626;6732;2086;496;953;1308;0,383541295
2001;461002;6933;5724;2332;288;690;866;0,457721873
2001;461003;3053;2485;1019;99;324;366;0,449899396
2001;461004;7709;6398;1894;397;1231;1435;0,35808065
2001;461005;5534;4313;1734;188;586;637;0,445629492
2001;461006;2138;1950;706;61;347;424;0,393333333
2001;461007;3303;2887;1133;77;468;473;0,419120194
2001;461009;1644;1413;468;57;228;313;0,371549894
2001;461011;6732;5596;1627;433;836;1108;0,368120086
2001;461012;8016;6437;2873;213;763;891;0,479415877
2001;461013;826;728;193;22;140;186;0,29532967
2001;461014;4770;4041;1486;117;724;790;0,396683989
2001;461016;2550;2230;715;66;626;348;0,350224215
2001;461017;5122;4518;1625;162;977;751;0,395528995
2001;461018;4524;4031;1280;163;906;823;0,357975688
2001;461019;3114;2631;800;114;591;575;0,347396427
2001;461020;3624;3256;982;135;751;674;0,343058968
2001;461021;2030;1784;482;88;323;420;0,319506726
2001;461023;9295,43;7736,84;1983,92;610,56;1394,01;1821,07;0,335341044
2001;461024;4007,57;3568,16;645,08;287,44;934,99;1034,93;0,261344783
2001;461025;5586;4706;1605;257;866;868;0,395665108
2001;461026;8359,72;7200,3;2178,52;304;1549,35;1647,62;0,344780079
2001;461028;3557,28;3157,7;747,48;128;732,65;828,38;0,277252431
2001;461029;4847;4163;1151;223;833;926;0,330050444
2001;461030;6990,91;5946,29;1815,93;277,41;1221,25;1291,45;0,352041357
2001;461031;2138,04;1864,13;436,71;87,96;418,97;501,52;0,281455692
2001;461032;667;613;122;15;164;170;0,223491028
2001;461033;3913,05;3508,59;1079,35;149,63;701,79;810,03;0,350277462
2001;461035;5511;3666;1838;99;305;402;0,528368794
2001;461036;3592;2968;1053;158;430;558;0,408018868
2001;479001;11307;9450;2768;507;1122;2474;0,346560847
2001;479002;2814;2320;944;100;197;431;0,45
2001;479003;5167;4328;1590;219;393;912;0,41797597
2001;479004;854;773;191;44;81;245;0,304010349
2001;479005;3016;2671;609;161;333;939;0,288281542
2001;479006;70;60;9;5;6;22;0,233333333
2001;479007;1755;1614;345;96;188;549;0,273234201
2001;479008;797;706;195;36;58;237;0,327195467
2001;479009;1738;1558;390;101;119;470;0,315147625
2001;479010;2736;2511;581;129;402;847;0,282755874
2001;479011;2250;1985;793;72;161;496;0,435768262
2001;479014;1043;952;299;33;63;313;0,348739496
2001;479016;1526;1368;310;104;105;427;0,302631579
2001;479017;1898;1627;514;51;138;571;0,347264905
2001;479019;2125;1893;459;85;179;622;0,287374538
2001;479021;1005;850;178;25;94;344;0,238823529
2001;479023;1147;1004;286;38;97;318;0,322709163
2001;479025;1111;958;247;24;102;320;0,282881002
2001;479027;1371;1221;312;61;135;391;0,305487305
2001;480001;2731;2334;818;81;391;571;0,385175664
2001;480002;826,29;734,45;176,75;14,21;104,08;267,58;0,260004085
2001;480003;1304,71;1137,55;267,25;55,79;164,92;383,42;0,283978726
2001;480004;1050;926;244;17;181;291;0,281857451
2001;480005;1534,92;1375,53;376,44;58,79;170,26;420,29;0,316408948
2001;480006;3591;3143;1043;106;546;857;0,365574292
2001;480007;1049,08;923,47;229,56;25,21;112,74;352,71;0,275883353
2001;480008;1001;908;239;42;132;287;0,309471366
2001;480009;1086;951;307;31;142;252;0,355415352
2001;480010;1079;945;251;27;123;318;0,294179894
2001;480011;1798;1635;405;77;320;496;0,294801223
2001;480012;1259;1144;344;48;176;341;0,342657343
2001;480013;3116;2744;912;67;494;731;0,356778426
2001;482001;926,03;775,91;186,14;36,57;80,1;239,88;0,287030712
2001;482002;1588,25;1373,84;345,35;75,86;152,18;459,17;0,306593199
2001;482003;1137,39;961,16;258,59;61,15;81,27;325,13;0,332660535
2001;482005;4227,12;3548,44;1193,88;163,3;339,82;901,9;0,382472298
2001;482006;169;143;45;8;3;45;0,370629371
2001;482007;1467,21;1265,65;379,04;61,13;122,63;399,92;0,347781772
2001;482008;694;600;160;35;54;191;0,325
2001;482010;1150;978;242;61;112;322;0,309815951
2001;492001;2618;2212;628;40;450;488;0,30198915
2001;492002;1976;1671;490;45;225;485;0,320167564
2001;492003;1134;954;283;19;123;304;0,316561845
2001;510001;2410;2034;564;47;244;721;0,300393314
2001;510002;759;653;131;21;48;271;0,232771822
2001;510003;236;208;38;3;17;81;0,197115385
2001;510004;298;273;38;3;13;146;0,15018315
2001;510005;2655;2200;638;81;220;732;0,326818182
2001;510006;2458;2026;713;70;172;523;0,386475814
2001;510007;3028,87;2523,97;686,18;118,66;229,14;872,6;0,318878592
2001;510008;2961,76;2638,57;710,12;103,13;294,28;943,43;0,308216193
2001;510009;1180;1030;246;19;40;500;0,257281553
2001;510010;2605,52;2139,5;683,49;80,28;224,01;658,52;0,356985277
2001;510011;2026,85;1788,96;495,2;55,93;194,58;614,45;0,308072847
2001;510012;365;320;55;9;27;144;0,2
2001;510013;968;839;212;25;58;297;0,282479142
2001;510014;1960;1774;496;56;153;694;0,311161218
2001;510015;536;473;134;12;35;172;0,308668076
2001;510016;361;323;69;10;35;147;0,244582043
2001;510017;342;305;66;14;20;121;0,262295082
2001;510018;1061;935;235;35;73;342;0,288770053
2001;510019;1101;961;227;34;104;357;0,271592092
2001;510020;162;139;27;3;10;52;0,215827338
2001;510021;644;596;163;20;59;219;0,30704698
2001;510022;523;463;103;13;34;198;0,250539957
2001;510024;932,57;822,53;211,46;24,56;63,02;329,53;0,286943941
2001;510025;1108,8;955,55;187,24;22,73;60,32;426,38;0,219737324
2001;510026;2732;2463;797;46;147;975;0,34226553
2001;510028;2537;2152;696;47;116;849;0,345260223
2001;510029;859;769;193;15;41;374;0,270481144
2001;510030;1048;979;258;25;51;424;0,28907048
2001;510031;469;409;127;6;15;172;0,325183374
2001;510032;448,27;401,5;80,98;6,26;14,76;202,65;0,217285181
2001;510033;952;831;157;13;23;445;0,204572804
2001;510034;472;414;94;7;25;205;0,243961353
2001;510035;705;639;149;18;39;293;0,261345853
2001;510036;1114;970;313;27;47;385;0,350515464
2001;530001;4654;4141;789;124;356;2046;0,220478145
2001;530002;1834;1612;423;45;78;752;0,290322581
2001;530003;1583;1382;415;20;67;601;0,314761216
2001;530004;722;643;91;19;30;349;0,171073095
2001;530005;755;659;140;19;20;348;0,241274659
2001;530006;7960;6771;2011;161;339;2917;0,320779796
2001;530007;1579;1377;280;17;60;693;0,215686275
2001;540001;3730,59;3178,65;1228,94;92,24;181,18;939,71;0,415641861
2001;540002;2867,59;2492,65;931,94;69,24;127,18;737,71;0,401652859
2001;540003;270,59;242,65;83,94;5,24;12,18;84,71;0,367525242
2001;540004;2232,59;2008,65;586,94;71,24;128,18;765,71;0,327672815
2001;540005;3088,59;2750,65;823,94;106,24;224,18;971,71;0,338167342
2001;540006;2598,59;2320,65;577,94;81,24;240,18;943,71;0,284049727
2001;540007;2300,59;1993,65;545,94;70,24;152,18;750,71;0,309071301
2001;540008;705,59;622,65;165,94;16,24;48,18;231,71;0,292588131
2001;540009;6703,59;5723,65;1887,94;208,24;380,18;1842,71;0,366231338
2001;540010;6535,93;5604,83;1966,9;223,79;388,59;1601,87;0,390857528
2001;540011;5920,25;4940,47;1294,98;268,68;468,76;1657,54;0,316500252
2001;540012;4349,59;3867,65;1057,94;134,24;322,18;1461,71;0,308244024
2001;540013;2566,59;2259,65;622,94;81,24;203,18;833,71;0,311632332
2001;540014;1696,59;1508,65;387,94;44,24;97,18;583,71;0,286468034
2001;540015;3601,59;3214,65;1038,94;102,24;269,18;1084,71;0,354993545
2001;540016;6039,59;5232,65;1663,94;186,24;472,18;1587,71;0,353583748
2001;540017;978,59;844,65;260,94;20,24;44,18;314,71;0,332895282
2001;550001;1597;1367;363;35;124;592;0,2911485
2001;550002;655;572;111;18;39;272;0,225524476
2001;550003;456;396;116;6;15;191;0,308080808
2001;550004;1672;1432;475;62;67;542;0,375
2001;550007;536;472;85;8;47;237;0,197033898
2001;550008;921;824;238;21;64;344;0,314320388
2001;550012;2691;2299;422;83;139;1125;0,219660722
2001;550014;983;811;132;18;47;387;0,184956843
2001;550015;653;566;93;13;26;259;0,187279152
2001;550016;711;626;82;15;23;311;0,154952077
2001;550017;1697,2;1479,45;299,76;31,27;108,68;676,62;0,22375207
2001;550018;575;508;81;18;33;243;0,19488189
2001;550019;447;387;90;13;19;190;0,266149871
2001;550021;563;456;121;12;29;212;0,291666667
2001;550023;3227;2770;695;88;214;1131;0,28267148
2001;550024;866;761;157;29;38;350;0,244415243
2001;550025;6635;5531;1614;198;504;2021;0,327608027
2001;550027;888;764;143;19;30;404;0,212041885
2001;550029;839;736;198;24;56;304;0,301630435
2001;550051;573;484;97;10;35;226;0,22107438
2001;550061;2901;2379;640;64;188;1042;0,295922657
2001;550071;545;464;70;14;33;236;0,181034483
2001;561002;10166;8321;2665;237;467;2982;0,348756159
2001;561003;2310;1810;926;35;54;350;0,530939227
2001;561004;3404;2808;1248;46;114;742;0,460826211
2001;561005;4938,16;4013,25;1786,31;80,38;136,95;972,55;0,465131751
2001;561006;5087;4290;1702;145;230;1253;0,430536131
2001;561007;3875,04;3186,23;1449,28;48,77;81,62;758,48;0,470163799
2001;561008;1316,01;1154,57;310,71;21,21;52,36;520,56;0,287483652
2001;561011;3146;2767;805;75;183;1120;0,318033972
2001;561012;2190;1963;500;39;95;945;0,274579725
2001;561015;5584;4870;1685;102;252;1745;0,366940452
2001;561016;5360;4808;1224;136;352;2225;0,282861897
2001;561017;736,91;670,96;204,01;9,67;26,38;284,03;0,318469059
2001;561020;2187,79;1924,95;610,7;36,63;93,07;806,41;0,336284059
2001;561021;2936;2379;1026;58;82;627;0,455653636
2001;561022;2612;2260;773;51;119;840;0,36460177
2001;561023;3171;2725;1122;68;110;870;0,436697248
2001;561024;2197,09;1916,04;667,99;40,33;89,62;675,97;0,36967913
2001;561025;7522,32;6568,25;1764,57;239,5;420,43;2855,99;0,305114757
2001;561028;8466;7234;2078;302;421;2828;0,329001935
2001;561032;1501;1344;373;31;68;604;0,300595238
2001;561033;2044;1820;407;42;90;906;0,246703297
2001;561035;49;39;11;1;0;22;0,307692308
2001;561038;1325;1161;221;25;38;622;0,211886305
2001;561040;2754;2391;564;94;122;1103;0,275198662
2001;563001;2181;1940;491;68;222;675;0,28814433
2001;563002;266;239;70;10;30;75;0,334728033
2001;573001;9941;8479;2444;195;687;3407;0,311239533
2001;573004;830;771;191;16;44;375;0,26848249
2001;573005;571;521;96;18;36;268;0,218809981
2001;573006;656;594;94;15;37;349;0,183501684
2001;573007;1040;933;246;24;52;432;0,289389068
2001;573008;889;814;138;22;35;475;0,196560197
2001;573009;983;890;193;25;49;469;0,24494382
2001;573010;1086;948;151;31;42;519;0,191983122
2001;573013;1733;1511;303;44;100;739;0,229649239
2001;573014;627;550;85;16;42;269;0,183636364
2001;573015;1203;1063;188;32;61;586;0,20696143
2001;573018;2706;2406;609;71;193;1064;0,282626766
2001;573019;422;383;78;7;30;186;0,221932115
2001;573022;783,92;697,84;118,75;19,79;34,75;385,89;0,198526883
2001;573023;1205;1055;211;32;42;551;0,230331754
2001;573024;510;445;37;12;32;284;0,11011236
2001;573026;1062,76;972,92;158,68;32,71;42,82;567,12;0,196717099
2001;573027;827;710;111;22;40;408;0,187323944
2001;573028;1055;953;184;18;56;532;0,211962225
2001;573030;4657;4052;668;213;210;1991;0,217423495
2001;573031;1487;1331;250;45;73;703;0,221637866
2001;573032;1450;1253;328;48;76;524;0,300079808
2001;573033;638;580;71;11;29;356;0,14137931
2001;575001;4122;3525;1103;96;227;1536;0,340141844
2001;575002;657;586;128;8;22;288;0,232081911
2001;575003;2747;2380;599;49;120;1089;0,272268908
2001;575004;892;805;137;23;38;428;0,198757764
2001;575005;936;828;134;26;39;486;0,193236715
2001;575006;438;393;82;13;26;202;0,24173028
2001;575007;2613;2252;473;70;165;1084;0,241119005
2001;575008;794;692;123;17;38;348;0,202312139
2001;575009;1754;1486;362;42;75;699;0,271870794
2001;575010;584;529;70;14;26;326;0,15879017
2001;575011;1324;1148;278;38;77;531;0,275261324
2001;575012;391;349;45;15;24;201;0,171919771
2001;575013;605;539;106;16;41;252;0,226345083
2001;575014;6600;5649;1917;191;392;2079;0,373163392
2001;575015;509;462;123;9;26;215;0,285714286
2001;575016;1436;1286;321;65;94;553;0,300155521
2001;575017;1045;929;227;35;57;389;0,282023681
2001;575018;1094;982;297;23;49;426;0,32586558
2001;575019;1554;1351;348;36;61;633;0,284233901
2001;580001;722,11;636,72;165;12,78;48,67;259,94;0,279212213
2001;580002;710,11;613,72;145;15,78;43,67;295,94;0,261976145
2001;580003;4573,11;3970,72;1209;113,78;277,67;1541,94;0,333133537
2001;580004;3131,11;2802,72;787;114,78;187,67;1076,94;0,321751727
2001;580005;1526,11;1355,72;400;40,78;71,67;501,94;0,325126132
2001;580006;726,11;636,72;89;28,78;27,67;327,94;0,184979269
2001;580007;1590,11;1351,72;324;45,78;88,67;611,94;0,273562572
2001;580008;1723,11;1524,72;390;47,78;119,67;600,94;0,28712157
2001;580009;1734,11;1489,72;315;63,78;116,67;646,94;0,254262546
2001;580010;1001,11;859,72;191;32,78;49,67;378,94;0,260294049
2001;580011;2153,11;1782,72;308;46,78;82,67;847,94;0,199010501
2001;580012;2291,11;1945,72;510;67,78;132,67;799,94;0,296949201
2001;580013;1729,11;1503,72;343;56,78;131,67;647,94;0,265860666
2001;580014;3202,11;2698,72;570;77,78;286,67;1088,94;0,240032312
2001;580015;4013,11;3368,72;860;89,78;281,67;1392,94;0,281940915
2001;580016;7241,11;6142,72;1707;255,78;515,67;2094,94;0,319529459
2001;580017;3245,11;2783,72;976;106,78;167,67;864,94;0,388968718
2001;580018;2103,11;1751,72;610;81,78;94,67;502,94;0,394914712
2001;607001;10815,21;9044,09;3567,97;254,6;627,76;2156,6;0,422659438
2001;607002;1095;1002;259;38;74;376;0,296407186
2001;607003;7124;6428;1818;241;587;2334;0,320317362
2001;607004;565;496;115;17;41;203;0,266129032
2001;607005;3588;3217;848;130;318;1221;0,304009947
2001;607006;6902;5615;2231;144;361;1404;0,422974176
2001;607007;1272;1168;334;50;103;455;0,328767123
2001;607008;4985,79;3862,91;1287,03;143,4;301,24;989,4;0,370298557
2001;615001;4503;3746;1593;103;246;761;0,4527496
2001;615002;4181;3350;1415;105;176;696;0,453731343
2001;615003;7154;5790;1815;247;591;1693;0,356131261
2001;615004;136;126;35;5;13;41;0,317460317
2001;615005;4155;3525;1306;153;269;824;0,413900709
2001;615006;7064,57;6347,14;2040,18;244,63;548,86;2105,26;0,359974729
2001;615007;3634;3297;1001;120;289;1066;0,340006066
2001;615008;1271;1145;317;42;83;482;0,313537118
2001;615009;1485;1321;333;41;79;558;0,283118849
2001;615010;1674;1520;418;47;103;579;0,305921053
2001;615011;3899;3670;673;222;532;1559;0,24386921
2001;615012;1945,43;1747,86;561,82;67,37;151,14;579,74;0,359977344
2001;615013;3314;2807;660;130;210;1099;0,281439259
2001;615014;1225;1110;210;41;79;481;0,226126126
2001;615015;680,95;604;129,01;15,54;34,73;247,52;0,239321192
2001;615016;2176;1940;431;90;120;815;0,268556701
2001;615017;1641;1452;362;71;99;556;0,298209366
2001;615018;2114;1903;488;63;143;719;0,289542827
2001;615019;1286;1156;289;49;76;480;0,292387543
2001;615020;524;482;87;29;23;186;0,2406639
2001;615021;1207;929;434;31;51;165;0,500538213
2001;615022;375;328;100;14;31;122;0,347560976
2001;621001;5702,19;4554,63;966,52;297,77;463,97;1665,94;0,27758347
2001;621002;3747;2945;971;140;141;738;0,377249576
2001;621003;4180;3628;1205;178;188;1020;0,381201764
2001;621004;5097;4636;792;278;546;2100;0,230802416
2001;621005;3801;3371;828;152;287;1309;0,290714921
2001;621006;2758;2468;492;84;202;1065;0,233387358
2001;621007;3836;3373;791;117;262;1370;0,269196561
2001;621008;4444,25;3731,07;1020,19;142,99;288,39;1266,52;0,311755073
2001;621009;6475,81;5345,37;1429,48;276,23;344,03;1644,06;0,319100455
2001;621010;4274;3813;1101;146;228;1173;0,327039077
2001;621011;2968,11;2492,81;681,07;95,86;192,59;846,14;0,311668358
2001;621012;3246,64;2909,12;687,74;168,14;207,02;993,34;0,294205808
2001;621013;1778;1573;416;76;116;566;0,312778131
2001;621014;5202;4528;1277;136;391;1637;0,312058304
2001;621015;5245,16;4520,97;1104,56;175,19;371,22;1710,82;0,283069784
2001;630001;1946;1561;537;57;113;397;0,380525304
2001;630002;3145;2739;810;86;224;880;0,327126689
2001;630003;1393;1276;350;32;114;443;0,299373041
2001;630004;1649;1465;338;52;93;577;0,266211604
2001;630005;1309;1192;269;57;91;442;0,273489933
2001;630006;2527;2189;424;107;186;958;0,242576519
2001;630007;681;635;146;22;47;247;0,264566929
2001;630008;1429;1274;269;54;135;495;0,253532182
2001;630009;10459,27;8435,52;2668,02;336,65;643,31;2346,85;0,356192624
2001;630010;897;826;178;39;65;307;0,262711864
2001;630011;3599;3244;769;147;350;1262;0,282367448
2001;630012;2520;2305;451;132;297;912;0,252928416
2001;630013;2973,22;2504,7;862,01;106,16;183,1;598,94;0,386541302
2001;630014;2172,51;1792,78;702,96;71,19;117,59;405,2;0,431815393
2001;630015;2753;2252;774;87;149;621;0,382326821
2001;630016;1233;1139;287;39;120;427;0,286215979
2001;630017;4241;3603;657;117;235;1739;0,214820983
2001;630018;1698;1487;255;45;82;673;0,201748487
2001;630019;972;840;150;20;65;392;0,202380952
2001;630020;919;803;129;23;50;384;0,189290162
2001;630021;848;761;88;29;31;394;0,153745072
2001;630022;380;353;54;10;22;199;0,181303116
2001;630023;1214;1087;188;28;59;523;0,198712052
2001;630024;2644;2417;555;204;199;752;0,314025652
2001;630025;1376;1223;210;32;60;561;0,19787408
2001;630026;960;874;223;34;60;320;0,294050343
2001;630027;1534;1359;267;48;105;589;0,231788079
2001;630028;1249;1125;142;48;95;566;0,168888889
2001;630029;1189;1074;204;53;84;429;0,239292365
2001;630030;4007;3421;1140;138;240;856;0,373574978
2001;630031;759;675;153;34;60;267;0,277037037
2001;630032;5750;5222;1250;248;637;1940;0,286863271
2001;630033;1656;1431;448;61;126;395;0,355695318
2001;630034;2825;2479;779;114;198;750;0,360225898
2001;657001;19487;16490;4888;664;1000;6046;0,336688902
2001;657002;1054;905;251;22;41;365;0,301657459
2001;657005;2357;2077;404;75;152;965;0,230621088
2001;657006;771;675;188;18;31;229;0,305185185
2001;657007;3527;3245;735;130;161;1534;0,266563945
2001;657008;1849;1629;378;44;79;714;0,259054635
2001;657009;771;687;85;16;39;335;0,147016012
2001;657011;578;520;122;25;25;203;0,282692308
2001;657013;2851;2569;443;53;382;1026;0,193071234
2001;657014;611;509;117;10;34;223;0,249508841
2001;657015;1090;898;352;38;27;227;0,434298441
2001;657016;930;848;147;27;55;374;0,205188679
2001;657017;5718;5157;1158;190;382;2373;0,261392282
2001;657018;547;499;54;8;46;260;0,124248497
2001;657019;731;652;151;26;38;318;0,271472393
2001;657020;365;307;35;18;14;154;0,172638436
2001;657021;658;611;104;25;24;294;0,211129296
2001;657022;718;656;140;17;35;257;0,239329268
2001;657023;3225;2962;721;94;170;1311;0,275151924
2001;657024;3115;2813;594;66;170;1392;0,234624956
2001;657025;934;829;134;21;37;385;0,186972256
2001;657026;3522;3212;885;110;162;1255;0,309775841
2001;657027;2852;2577;548;76;131;1248;0,242142026
2001;657028;372;336;76;11;17;153;0,258928571
2001;657029;1139;1037;177;24;46;512;0,193828351
2001;657030;889;787;132;21;32;396;0,194409149
2001;661001;13994;12154;3277;581;681;4891;0,317426362
2001;661002;2586;2416;576;129;127;1070;0,291804636
2001;661003;1639;1451;265;42;58;773;0,211578222
2001;661004;1999;1849;402;64;119;948;0,252028123
2001;661005;10248;8891;2870;400;449;3107;0,36778765
2001;661006;4333;3766;946;190;224;1483;0,301646309
2001;661007;1626;1472;252;66;116;669;0,216032609
2001;661008;2548;2199;501;67;100;1015;0,258299227
2001;661009;1580;1398;317;45;78;679;0,258941345
2001;661010;1087;919;217;36;42;409;0,275299238
2001;665001;5584;4738;1181;183;364;1769;0,287885184
2001;665002;2268;2045;384;105;121;780;0,239119804
2001;665003;1793;1574;324;59;93;676;0,243329098
2001;665004;1803;1568;280;76;71;704;0,227040816
2001;665005;1210;1021;143;22;31;551;0,161606268
2001;665006;1154;1031;141;31;29;552;0,166828322
2001;665007;1939;1551;407;37;80;591;0,286266925
2001;665008;1659;1456;407;42;77;537;0,308379121
2001;671001;6808;5813;2124;164;403;1737;0,39360055
2001;671002;1767;1578;497;48;120;518;0,345373891
2001;671003;1305;1177;289;27;61;539;0,268479184
2001;671004;1391;1236;376;38;48;520;0,334951456
2001;671005;1317;1201;356;57;103;419;0,3438801
2001;671006;1752;1586;252;42;79;828;0,185372005
2001;671007;2746;2404;614;81;270;822;0,289101498
2001;706001;6500;5575;1494;227;514;2012;0,308699552
