"","valgstedid","vsnavn","kredsnavn","adrstring","lon","lat","zip","muninum"
"755",573009,"Janderup","6. Varde","Janderup,  Varde, Denmark",8.371434,55.624976,6851,573
"756",573010,"Lunde","6. Varde","Lunde,  Varde, Denmark",8.368187,55.75851,6830,573
"757",573013,"Nørre Nebel","6. Varde","Nørre Nebel,  Varde, Denmark",8.2910159,55.7789382,6830,573
"758",573014,"Henne","6. Varde","Henne,  Varde, Denmark",8.2276579,55.7161882,6854,573
"759",573015,"Outrup","6. Varde","Outrup,  Varde, Denmark",8.3429152,55.7200381,6855,573
"760",573018,"Oksbøl","6. Varde","Oksbøl,  Varde, Denmark",8.2801861,55.6280388,6840,573
"761",573019,"Blåvand","6. Varde","Blåvand,  Varde, Denmark",8.1802254,55.5629035,6857,573
"762",573022,"Årre","6. Varde","Årre,  Varde, Denmark",8.664659,55.572021,6818,573
"763",573023,"Agerbæk","6. Varde","Agerbæk,  Varde, Denmark",8.800061,55.601977,6753,573
"764",573024,"Fåborg","6. Varde","Fåborg,  Varde, Denmark",8.739093,55.586947,6818,573
"765",573026,"Næsbjerg","6. Varde","Næsbjerg,  Varde, Denmark",8.598822,55.624383,6800,573
"766",573027,"Starup","6. Varde","Starup,  Varde, Denmark",8.808553,55.645294,7200,573
"767",573028,"Nordenskov","6. Varde","Nordenskov,  Varde, Denmark",8.684279,55.650896,6800,573
"768",573030,"Ølgod","6. Varde","Ølgod,  Varde, Denmark",8.618423,55.807331,6870,573
"769",573031,"Tistrup","6. Varde","Tistrup,  Varde, Denmark",8.605249,55.717983,6862,573
"770",573032,"Ansager","6. Varde","Ansager,  Varde, Denmark",8.755025,55.703423,6823,573
"771",573033,"Skovlund","6. Varde","Skovlund,  Varde, Denmark",8.707738,55.738079,6823,573
"772",575001,"Brørup","7. Vejen","Brørup,  Vejen, Denmark",9.0184843,55.4828152,6650,575
"773",575002,"Lindknud","7. Vejen","Lindknud,  Vejen, Denmark",9.017215,55.566014,6650,575
"774",575003,"Holsted","7. Vejen","Holsted,  Vejen, Denmark",8.915697,55.508338,6670,575
"775",575004,"Føvling","7. Vejen","Føvling,  Vejen, Denmark",8.93792,55.450539,6683,575
"776",575005,"Glejbjerg","7. Vejen","Glejbjerg,  Vejen, Denmark",8.824762,55.557045,6752,575
"777",575006,"Hovborg","7. Vejen","Hovborg,  Vejen, Denmark",8.939593,55.605464,6682,575
"778",575007,"Rødding","7. Vejen","Rødding,  Vejen, Denmark",9.0585499,55.3667548,6630,575
"779",575008,"Sdr. Hygum","7. Vejen","Sdr Hygum,  Vejen, Denmark",8.8999228,55.3780853,6760,561
"780",575009,"Jels","7. Vejen","Jels,  Vejen, Denmark",9.204879,55.355115,6630,575
"781",575010,"Lintrup","7. Vejen","Lintrup,  Vejen, Denmark",8.9699275,55.4099868,6660,575
"782",575011,"Skodborg","7. Vejen","Skodborg,  Vejen, Denmark",9.151225,55.420725,6630,575
"783",575012,"Københoved","7. Vejen","Københoved,  Vejen, Denmark",9.100062,55.420557,6630,575
"784",575013,"Øster Lindet","7. Vejen","Øster Lindet,  Vejen, Denmark",9.148465,55.307302,6630,575
"785",575014,"Vejen","7. Vejen","Vejen,  Vejen, Denmark",9.137997,55.479224,6600,575
"786",575015,"Læborg","7. Vejen","Læborg,  Vejen, Denmark",9.1080478,55.5229361,6600,575
"787",575016,"Askov-Malt","7. Vejen","Askov-Malt,  Vejen, Denmark",9.0853718,55.4729014,6600,575
"788",575017,"Andst","7. Vejen","Andst,  Vejen, Denmark",9.230992,55.468145,6600,575
"789",575018,"Gesten","7. Vejen","Gesten,  Vejen, Denmark",9.209803,55.525276,6621,575
"790",575019,"Bække","7. Vejen","Bække,  Vejen, Denmark",9.138716,55.570342,6622,575
"791",580001,"Hovslund","2. Aabenraa","Hovslund,  Aabenraa, Denmark",9.363441,55.140355,6230,580
"792",580002,"Hellevad","2. Aabenraa","Hellevad,  Aabenraa, Denmark",9.212068,55.076288,6230,580
"793",580003,"Rødekro","2. Aabenraa","Rødekro,  Aabenraa, Denmark",9.329015,55.072687,6230,580
"794",580004,"Løjt","2. Aabenraa","Løjt,  Aabenraa, Denmark",9.496088,55.114173,6200,580
"795",580005,"Hjordkær","2. Aabenraa","Hjordkær,  Aabenraa, Denmark",9.307321,55.028113,6230,580
"796",580006,"Ravsted","2. Aabenraa","Ravsted,  Aabenraa, Denmark",9.126384,55.007364,6372,580
"797",580007,"Bolderslev","2. Aabenraa","Bolderslev,  Aabenraa, Denmark",9.282406,54.990776,6392,580
"798",580008,"Ensted","2. Aabenraa","Ensted,  Aabenraa, Denmark",9.4086081,54.9892093,6200,580
"799",580009,"Felsted","2. Aabenraa","Felsted,  Aabenraa, Denmark",9.504916,54.979173,6200,580
"800",580010,"Varnæs","2. Aabenraa","Varnæs,  Aabenraa, Denmark",9.568028,55.014441,6200,580
"801",580011,"Bylderup","2. Aabenraa","Bylderup,  Aabenraa, Denmark",9.10273,54.945299,6372,580
"802",580012,"Tinglev","2. Aabenraa","Tinglev,  Aabenraa, Denmark",9.250136,54.93447,6360,580
"803",580013,"Kliplev","2. Aabenraa","Kliplev,  Aabenraa, Denmark",9.399995,54.937021,6200,580
"804",580014,"Kruså","2. Aabenraa","Kruså,  Aabenraa, Denmark",9.401548,54.848754,6340,580
"805",580015,"Padborg","2. Aabenraa","Padborg,  Aabenraa, Denmark",9.356859,54.833123,6330,580
"806",580016,"Aabenraa Midt","2. Aabenraa","Aabenraa Midt,  Aabenraa, Denmark",9.2510123,54.9357554,6360,580
"807",580017,"Aabenraa Syd","2. Aabenraa","Aabenraa Syd,  Aabenraa, Denmark",9.4151589,55.040852,6200,580
"808",580018,"Aabenraa Nord","2. Aabenraa","Aabenraa Nord,  Aabenraa, Denmark",9.4151589,55.040852,6200,580
"809",607001,"Gymnasiet","10. Fredericia","Gymnasiet,  Fredericia, Denmark",9.748115,55.577433,7000,607
"810",607002,"Bredstrup-Pjedsted","10. Fredericia","Bredstrup-Pjedsted,  Fredericia, Denmark",9.6694761,55.5885991,7000,607
"811",607003,"Erritsø","10. Fredericia","Errits�,  Fredericia, Denmark",9.715704,55.541367,7000,607
"812",607004,"Herslev","10. Fredericia","Herslev,  Fredericia, Denmark",9.590711,55.583079,7000,607
"813",607005,"Taulov","10. Fredericia","Taulov,  Fredericia, Denmark",9.610191,55.538146,7000,607
"814",607006,"Søndermarken","10. Fredericia","S�ndermarken,  Fredericia, Denmark",9.5477006,55.691875,7100,630
"815",607007,"Bøgeskov","10. Fredericia","B�geskov,  Fredericia, Denmark",9.757697,55.619292,7000,607
"816",607008,"Indre By","10. Fredericia","Indre By,  Fredericia, Denmark",9.760648,55.5784614,7000,607
"817",615001,"Sønderbro","10. Horsens","S�nderbro,  Horsens, Denmark",9.8365862,55.8566172,8700,615
"818",615002,"Vestbyen","10. Horsens","Vestbyen,  Horsens, Denmark",9.8475881,55.8581302,8700,615
"819",615003,"Midtbyen","10. Horsens","Midtbyen,  Horsens, Denmark",10.1939839,56.1452241,8000,751
"820",615004,"Endelave","10. Horsens","Endelave,  Horsens, Denmark",10.2958585,55.7554349,8700,615
"821",615005,"Forum","10. Horsens","Forum,  Horsens, Denmark",9.8559948,55.8720086,8700,615
"822",615006,"Dagnæs","10. Horsens","Dagn�s,  Horsens, Denmark",9.84707,55.837505,8700,615
"823",615007,"Torsted","10. Horsens","Torsted,  Horsens, Denmark",9.807851,55.839975,8700,615
"824",615008,"Hatting","10. Horsens","Hatting,  Horsens, Denmark",9.763335,55.852586,8700,615
"825",615009,"Lund","10. Horsens","Lund,  Horsens, Denmark",9.767296,55.895931,8700,615
"826",615010,"Egebjerg","10. Horsens","Egebjerg,  Horsens, Denmark",9.836777,55.904981,8700,615
"827",615011,"Stensballe","10. Horsens","Stensballe,  Horsens, Denmark",9.91291,55.868746,8700,615
"828",615012,"Højvangen","10. Horsens","H�jvangen,  Horsens, Denmark",9.8582313,55.839591,8700,615
"829",615013,"Brædstrup","10. Horsens","Br�dstrup,  Horsens, Denmark",9.611034,55.971645,8740,615
"830",615014,"Nim","10. Horsens","Nim,  Horsens, Denmark",9.687032,55.926292,8740,615
"831",615015,"Sdr.Vissing","10. Horsens","SdrVissing,  Horsens, Denmark",9.6423199,56.0231835,8740,615
"832",615016,"Østbirk","10. Horsens","�stbirk,  Horsens, Denmark",9.751776,55.968146,8752,615
"833",615017,"Gedved","10. Horsens","Gedved,  Horsens, Denmark",9.845595,55.931219,8751,615
"834",615018,"Hovedgård","10. Horsens","Hovedg�rd,  Horsens, Denmark",9.959946,55.944874,8732,615
"835",615019,"Søvind","10. Horsens","S�vind,  Horsens, Denmark",10.0014572,55.8937382,8700,615
"836",615020,"Tønning-Træden","10. Horsens","T�nning-Tr�den,  Horsens, Denmark",9.609227,55.9632611,8740,615
"837",615021,"Sundparken","10. Horsens","Sundparken,  Horsens, Denmark",9.8827939,55.8699395,8700,615
"838",615022,"Sejet","10. Horsens","Sejet,  Horsens, Denmark",9.92669,55.81716,8700,615
"839",621001,"Centrum Nord","11. Kolding Nord","Centrum Nord,  Kolding Nord, Denmark",9.4801488,55.5220727,6000,621
"840",621002,"Nordbyen","11. Kolding Nord","Nordbyen,  Kolding Nord, Denmark",NA,NA,NA,NA
"841",621003,"Vestbyen","11. Kolding Nord","Vestbyen,  Kolding Nord, Denmark",NA,NA,NA,NA
"842",621004,"Strandhuse/Nr. Bjert/ Eltang","11. Kolding Nord","Strandhuse/Nr Bjert/ Eltang,  Kolding Nord, Denmark",9.5257702,55.5129857,6000,621
