"year","valgstedid","voters","votes","a","b","c","v","vsnavn","komnavn","kredsnavn","kontanthjaelp","arbejd","boligstoer_kvm","ejer","formue","indkomst","indkomst_80pct","zip","muninum","y","zipy","hp_1yr","hp_2yr","incsupport","hp_1yrposchange","hp_1yrnegchange","hp_2yrposchange","hp_2yrnegchange"
2015,420016,1499,1325,0.275472,0.0332075,0.0249057,0.21434,"Tommerup","Assens","4. Assens",0.0365967,0.591608,123.226,0.625561,637498,482530,712688,5690,420,15,"5690_15",-9.19511,-5.84858,0.308679,0,9.19511,0,5.84858
2005,420017,1690.48,1466.43,0.318638,0.0818928,0.158889,0.226312,"Tommerup St","Assens","4. Assens",0.0336349,0.603462,117.334,0.697808,490375,486891,7.24234e+06,5690,420,5,"5690_5",12.3619,-4.39841,0.385201,12.3619,0,0,4.39841
2007,420017,1751.39,1580.39,0.270984,0.0493802,0.148697,0.199843,"Tommerup St","Assens","4. Assens",0.0336349,0.603462,117.334,0.697808,490375,486891,7.24234e+06,5690,420,7,"5690_7",8.36064,46.4781,0.348541,8.36064,0,46.4781,0
2011,420017,1767.3,1611.04,0.287553,0.101282,0.0446916,0.250391,"Tommerup St","Assens","4. Assens",0.0336349,0.603462,120.26,0.637218,490375,486891,7.24234e+06,5690,420,11,"5690_11",-2.97872,-5.48135,0.295083,0,2.97872,0,5.48135
2015,420017,1776,1618,0.31335,0.0383189,0.025958,0.18665,"Tommerup St","Assens","4. Assens",0.0336349,0.603462,120.26,0.637218,490375,486891,7.24234e+06,5690,420,15,"5690_15",-9.19511,-5.84858,0.351669,0,9.19511,0,5.84858
2005,420018,916.48,777.43,0.280746,0.0605714,0.146637,0.300825,"Verninge","Assens","4. Assens",0.0522023,0.551387,127.067,0.735481,693696,446010,669909,5690,420,5,"5690_5",12.3619,-4.39841,0.447462,12.3619,0,0,4.39841
2007,420018,913.39,780.39,0.245083,0.0384936,0.151206,0.24325,"Verninge","Assens","4. Assens",0.0522023,0.551387,127.067,0.735481,693696,446010,669909,5690,420,7,"5690_7",8.36064,46.4781,0.394457,8.36064,0,46.4781,0
2011,420018,881.3,748.04,0.24365,0.0670686,0.0494626,0.306655,"Verninge","Assens","4. Assens",0.0522023,0.551387,125.455,0.686424,693696,446010,669909,5690,420,11,"5690_11",-2.97872,-5.48135,0.356117,0,2.97872,0,5.48135
2015,420018,880,758,0.245383,0.0277045,0.025066,0.230871,"Verninge","Assens","4. Assens",0.0522023,0.551387,125.455,0.686424,693696,446010,669909,5690,420,15,"5690_15",-9.19511,-5.84858,0.273087,0,9.19511,0,5.84858
2005,420019,393.48,333.43,0.291695,0.0452569,0.10497,0.278529,"Nårup","Assens","4. Assens",0.0366599,0.553971,NA,0.871693,858398,503464,678811,5690,420,5,"5690_5",12.3619,-4.39841,0.383499,12.3619,0,0,4.39841
2007,420019,397.39,350.39,0.283284,0.0429236,0.0884728,0.296327,"Nårup","Assens","4. Assens",0.0366599,0.553971,NA,0.871693,858398,503464,678811,5690,420,7,"5690_7",8.36064,46.4781,0.3848,8.36064,0,46.4781,0
2011,420019,385.3,346.04,0.344642,0.0698474,0.0231187,0.261213,"Nårup","Assens","4. Assens",0.0366599,0.553971,144.827,0.851485,858398,503464,678811,5690,420,11,"5690_11",-2.97872,-5.48135,0.284331,0,2.97872,0,5.48135
2015,420019,365,316,0.291139,0.00949367,0.0189873,0.231013,"Nårup","Assens","4. Assens",0.0366599,0.553971,144.827,0.851485,858398,503464,678811,5690,420,15,"5690_15",-9.19511,-5.84858,0.300633,0,9.19511,0,5.84858
2005,420020,4509.48,3874.43,0.286561,0.0552572,0.163379,0.229161,"Vissenbjerg","Assens","4. Assens",0.0390791,0.576274,120.537,0.715035,672591,462182,688807,5492,420,5,"5492_5",-13.6061,23.0141,0.39254,0,13.6061,23.0141,0
2007,420020,4550.39,3995.39,0.248602,0.0368024,0.149923,0.207196,"Vissenbjerg","Assens","4. Assens",0.0390791,0.576274,120.537,0.715035,672591,462182,688807,5492,420,7,"5492_7",41.7815,62.7168,0.357119,41.7815,0,62.7168,0
2011,420020,4508.3,4012.04,0.272246,0.0655951,0.0620632,0.232896,"Vissenbjerg","Assens","4. Assens",0.0390791,0.576274,123.768,0.685563,672591,462182,688807,5492,420,11,"5492_11",-15.3861,8.58599,0.29496,0,15.3861,8.58599,0
2015,420020,4496,3946,0.271161,0.0235682,0.0342119,0.179676,"Vissenbjerg","Assens","4. Assens",0.0390791,0.576274,123.768,0.685563,672591,462182,688807,5492,420,15,"5492_15",NaN,NaN,0.294729,NA,NA,NA,NA
2005,420021,2245.48,1885.43,0.289197,0.0589202,0.162297,0.277321,"Aarup","Assens","4. Assens",0.0366864,0.544379,117.661,0.576531,562265,444017,680916,5560,420,5,"5560_5",6.83576,18.8513,0.439619,6.83576,0,18.8513,0
2007,420021,2375.39,2049.39,0.276307,0.0400314,0.137602,0.24438,"Aarup","Assens","4. Assens",0.0366864,0.544379,117.661,0.576531,562265,444017,680916,5560,420,7,"5560_7",-2.18902,32.637,0.381982,0,2.18902,32.637,0
2011,420021,2499.3,2205.04,0.26814,0.0812548,0.0476182,0.295863,"Aarup","Assens","4. Assens",0.0366864,0.544379,118.938,0.512441,562265,444017,680916,5560,420,11,"5560_11",-12.7886,4.94348,0.343481,0,12.7886,4.94348,0
2015,420021,2561,2209,0.291082,0.0258035,0.0362155,0.21684,"Aarup","Assens","4. Assens",0.0366864,0.544379,118.938,0.512441,562265,444017,680916,5560,420,15,"5560_15",NaN,NaN,0.316885,NA,NA,NA,NA
2005,420022,527.48,468.43,0.218304,0.0621011,0.157975,0.300728,"Kerte","Assens","4. Assens",0.0476519,0.59116,141.443,0.836127,866015,547621,734699,5560,420,5,"5560_5",6.83576,18.8513,0.458702,6.83576,0,18.8513,0
2007,420022,528.39,466.39,0.180664,0.0365359,0.132936,0.280516,"Kerte","Assens","4. Assens",0.0476519,0.59116,141.443,0.836127,866015,547621,734699,5560,420,7,"5560_7",-2.18902,32.637,0.413452,0,2.18902,32.637,0
2011,420022,527.3,465.04,0.204843,0.0605754,0.0473078,0.321241,"Kerte","Assens","4. Assens",0.0476519,0.59116,145.423,0.857143,866015,547621,734699,5560,420,11,"5560_11",-12.7886,4.94348,0.368549,0,12.7886,4.94348,0
2015,420022,529,455,0.230769,0.0131868,0.0241758,0.263736,"Kerte","Assens","4. Assens",0.0476519,0.59116,145.423,0.857143,866015,547621,734699,5560,420,15,"5560_15",NaN,NaN,0.243956,NA,NA,NA,NA
2005,420023,594.48,500.43,0.250305,0.0841077,0.113902,0.263513,"Orte","Assens","4. Assens",0.0409535,0.613692,NA,0.874068,886759,523056,725390,5560,420,5,"5560_5",6.83576,18.8513,0.377415,6.83576,0,18.8513,0
2007,420023,593.39,497.39,0.247814,0.0543638,0.124651,0.218802,"Orte","Assens","4. Assens",0.0409535,0.613692,NA,0.874068,886759,523056,725390,5560,420,7,"5560_7",-2.18902,32.637,0.343453,0,2.18902,32.637,0
2011,420023,586.3,532.04,0.239193,0.096177,0.0469889,0.241316,"Orte","Assens","4. Assens",0.0409535,0.613692,145.615,0.846395,886759,523056,725390,5560,420,11,"5560_11",-12.7886,4.94348,0.288305,0,12.7886,4.94348,0
2015,420023,594,537,0.271881,0.0316574,0.0335196,0.173184,"Orte","Assens","4. Assens",0.0409535,0.613692,145.615,0.846395,886759,523056,725390,5560,420,15,"5560_15",NaN,NaN,0.303538,NA,NA,NA,NA
2005,420024,628.48,543.43,0.217618,0.0535304,0.184016,0.294187,"Rørup","Assens","4. Assens",0.0456274,0.553866,135.597,0.794953,941283,504042,682232,5560,420,5,"5560_5",6.83576,18.8513,0.478203,6.83576,0,18.8513,0
2007,420024,596.39,532.39,0.173294,0.0451549,0.120213,0.302091,"Rørup","Assens","4. Assens",0.0456274,0.553866,135.597,0.794953,941283,504042,682232,5560,420,7,"5560_7",-2.18902,32.637,0.422303,0,2.18902,32.637,0
2011,420024,594.3,533.04,0.257504,0.06598,0.0393967,0.299021,"Rørup","Assens","4. Assens",0.0456274,0.553866,138.913,0.76,941283,504042,682232,5560,420,11,"5560_11",-12.7886,4.94348,0.338417,0,12.7886,4.94348,0
2015,420024,593,529,0.253308,0.0226843,0.0283554,0.200378,"Rørup","Assens","4. Assens",0.0456274,0.553866,138.913,0.76,941283,504042,682232,5560,420,15,"5560_15",NaN,NaN,0.275992,NA,NA,NA,NA
2011,430001,NA,NA,NA,NA,NA,NA,"","","",0.0443452,0.536905,134.576,0.787143,833058,485896,680068,5672,430,11,"5672_11",-19.9322,-17.4862,NA,0,19.9322,0,17.4862
2011,430001,NA,NA,NA,NA,NA,NA,"","","",0.0443452,0.536905,134.576,0.787143,833058,485896,680068,8620,740,11,"8620_11",0.0442478,-28.6601,NA,0.0442478,0,0,28.6601
2015,430001,NA,NA,NA,NA,NA,NA,"Allested-Vejle","Faaborg-Midtfyn","8. Faaborg",0.0443452,0.536905,134.576,0.787143,833058,485896,680068,5672,430,15,"5672_15",NaN,NaN,NA,NA,NA,NA,NA
2015,430001,NA,NA,NA,NA,NA,NA,"Allested-Vejle","Faaborg-Midtfyn","8. Faaborg",0.0443452,0.536905,134.576,0.787143,833058,485896,680068,8620,740,15,"8620_15",4.14867,3.09924,NA,4.14867,0,3.09924,0
2005,430001,1443,1297,0.224364,0.0632228,0.142637,0.315343,"","","",NA,NA,NA,0.796547,NA,NA,NA,5672,430,5,"5672_5",-9.21809,-22.598,0.45798,0,9.21809,0,22.598
2005,430001,1443,1297,0.224364,0.0632228,0.142637,0.315343,"","","",NA,NA,NA,0.796547,NA,NA,NA,8620,740,5,"8620_5",-5.33527,-8.98204,0.45798,0,5.33527,0,8.98204
2007,430001,1441,1312,0.217988,0.0320122,0.102896,0.315549,"","","",NA,NA,NA,0.796547,NA,NA,NA,5672,430,7,"5672_7",36.8066,24.7951,0.418445,36.8066,0,24.7951,0
2007,430001,1441,1312,0.217988,0.0320122,0.102896,0.315549,"","","",NA,NA,NA,0.796547,NA,NA,NA,8620,740,7,"8620_7",5.77554,37.6436,0.418445,5.77554,0,37.6436,0
2011,430001,1443,1328,0.255271,0.060241,0.0384036,0.318524,"","","",NA,NA,NA,NA,NA,NA,NA,5672,430,11,"5672_11",-19.9322,-17.4862,0.356928,0,19.9322,0,17.4862
2011,430001,1443,1328,0.255271,0.060241,0.0384036,0.318524,"","","",NA,NA,NA,NA,NA,NA,NA,8620,740,11,"8620_11",0.0442478,-28.6601,0.356928,0.0442478,0,0,28.6601
2015,430001,1429,1285,0.247471,0.0171206,0.0264591,0.24358,"","","",NA,NA,NA,NA,NA,NA,NA,5672,430,15,"5672_15",NaN,NaN,0.264591,NA,NA,NA,NA
2015,430001,1429,1285,0.247471,0.0171206,0.0264591,0.24358,"","","",NA,NA,NA,NA,NA,NA,NA,8620,740,15,"8620_15",4.14867,3.09924,0.264591,4.14867,0,3.09924,0
2005,430002,1083,889,0.229471,0.0731159,0.123735,0.343082,"Brobyværk","Faaborg-Midtfyn","8. Faaborg",0.0372453,0.500351,126.837,0.700647,736631,422202,635032,5672,430,5,"5672_5",-9.21809,-22.598,0.466817,0,9.21809,0,22.598
2007,430002,1070,872,0.252294,0.0516055,0.111239,0.301606,"Brobyværk","Faaborg-Midtfyn","8. Faaborg",0.0372453,0.500351,126.837,0.700647,736631,422202,635032,5672,430,7,"5672_7",36.8066,24.7951,0.412844,36.8066,0,24.7951,0
2011,430002,1067,891,0.241302,0.0718294,0.043771,0.291807,"Brobyværk","Faaborg-Midtfyn","8. Faaborg",0.0372453,0.500351,125.44,0.667707,736631,422202,635032,5672,430,11,"5672_11",-19.9322,-17.4862,0.335578,0,19.9322,0,17.4862
2015,430002,1052,867,0.236448,0.0242215,0.0357555,0.231834,"Brobyværk","Faaborg-Midtfyn","8. Faaborg",0.0372453,0.500351,125.44,0.667707,736631,422202,635032,5672,430,15,"5672_15",NaN,NaN,0.260669,NA,NA,NA,NA
2005,430003,1512,1319,0.232752,0.0523124,0.075815,0.447309,"Nørre Broby","Faaborg-Midtfyn","8. Faaborg",0.0388727,0.5345,127.514,0.690664,709321,440604,655405,5672,430,5,"5672_5",-9.21809,-22.598,0.523124,0,9.21809,0,22.598
2007,430003,1539,1364,0.234604,0.0307918,0.0887097,0.378299,"Nørre Broby","Faaborg-Midtfyn","8. Faaborg",0.0388727,0.5345,127.514,0.690664,709321,440604,655405,5672,430,7,"5672_7",36.8066,24.7951,0.467009,36.8066,0,24.7951,0
2011,430003,1540,1375,0.277818,0.0545455,0.0174545,0.353455,"Nørre Broby","Faaborg-Midtfyn","8. Faaborg",0.0388727,0.5345,127.624,0.668099,709321,440604,655405,5672,430,11,"5672_11",-19.9322,-17.4862,0.370909,0,19.9322,0,17.4862
2015,430003,1535,1323,0.261527,0.0166289,0.015873,0.296296,"Nørre Broby","Faaborg-Midtfyn","8. Faaborg",0.0388727,0.5345,127.624,0.668099,709321,440604,655405,5672,430,15,"5672_15",NaN,NaN,0.278156,NA,NA,NA,NA
2005,430004,890,768,0.19401,0.0807292,0.101562,0.365885,"Vester Hæsinge","Faaborg-Midtfyn","8. Faaborg",0.0445587,0.520994,132.401,0.746032,952950,450635,655650,5672,430,5,"5672_5",-9.21809,-22.598,0.467448,0,9.21809,0,22.598
2007,430004,852,735,0.189116,0.0367347,0.0952381,0.338776,"Vester Hæsinge","Faaborg-Midtfyn","8. Faaborg",0.0445587,0.520994,132.401,0.746032,952950,450635,655650,5672,430,7,"5672_7",36.8066,24.7951,0.434014,36.8066,0,24.7951,0
2011,430004,848,727,0.22696,0.0687758,0.0508941,0.316369,"Vester Hæsinge","Faaborg-Midtfyn","8. Faaborg",0.0445587,0.520994,134.37,0.732535,952950,450635,655650,5672,430,11,"5672_11",-19.9322,-17.4862,0.367263,0,19.9322,0,17.4862
2015,430004,834,712,0.206461,0.0182584,0.0393258,0.276685,"Vester Hæsinge","Faaborg-Midtfyn","8. Faaborg",0.0445587,0.520994,134.37,0.732535,952950,450635,655650,5672,430,15,"5672_15",NaN,NaN,0.224719,NA,NA,NA,NA
2015,430005,NA,NA,NA,NA,NA,NA,"Avernakø","Faaborg-Midtfyn","8. Faaborg",NA,NA,NA,NA,NA,NA,NA,5600,430,15,"5600_15",-13.2235,-19.0926,NA,0,13.2235,0,19.0926
2005,430007,6566,5500,0.275273,0.0803636,0.156,0.241273,"Faaborg","Faaborg-Midtfyn","8. Faaborg",0.0317237,0.485607,108.888,0.569759,722565,404027,1.28328e+06,5600,430,5,"5600_5",-20.3963,-17.665,0.397273,0,20.3963,0,17.665
2007,430007,6551,5623,0.262849,0.0439267,0.13018,0.222835,"Faaborg","Faaborg-Midtfyn","8. Faaborg",0.0317237,0.485607,108.888,0.569759,722565,404027,1.28328e+06,5600,430,7,"5600_7",84.7059,39.524,0.353014,84.7059,0,39.524,0
2011,430007,6448,5623,0.285791,0.0830518,0.0501512,0.260715,"Faaborg","Faaborg-Midtfyn","8. Faaborg",0.0317237,0.485607,111.036,0.558844,722565,404027,1.28328e+06,5600,430,11,"5600_11",-33.079,-37.5542,0.310866,0,33.079,0,37.5542
2015,430007,6403,5484,0.296134,0.028264,0.0339168,0.198578,"Faaborg","Faaborg-Midtfyn","8. Faaborg",0.0317237,0.485607,111.036,0.558844,722565,404027,1.28328e+06,5600,430,15,"5600_15",-13.2235,-19.0926,0.324398,0,13.2235,0,19.0926
2005,430008,1655,1442,0.230236,0.0839112,0.144938,0.287795,"Horne","Faaborg-Midtfyn","8. Faaborg",0.0352996,0.51974,131.826,0.780083,1.11879e+06,453794,691551,5600,430,5,"5600_5",-20.3963,-17.665,0.432732,0,20.3963,0,17.665
2007,430008,1645,1481,0.234976,0.0499662,0.12154,0.263336,"Horne","Faaborg-Midtfyn","8. Faaborg",0.0352996,0.51974,131.826,0.780083,1.11879e+06,453794,691551,5600,430,7,"5600_7",84.7059,39.524,0.384875,84.7059,0,39.524,0
2011,430008,1636,1471,0.270564,0.0720598,0.0530252,0.282801,"Horne","Faaborg-Midtfyn","8. Faaborg",0.0352996,0.51974,132.702,0.767562,1.11879e+06,453794,691551,5600,430,11,"5600_11",-33.079,-37.5542,0.335826,0,33.079,0,37.5542
2015,430008,1552,1401,0.249108,0.0228408,0.0278373,0.249108,"Horne","Faaborg-Midtfyn","8. Faaborg",0.0352996,0.51974,132.702,0.767562,1.11879e+06,453794,691551,5600,430,15,"5600_15",-13.2235,-19.0926,0.271949,0,13.2235,0,19.0926
2005,430009,1619,1338,0.239163,0.0844544,0.124813,0.296712,"Korinth","Faaborg-Midtfyn","8. Faaborg",0.0427543,0.524302,129.952,0.709091,729611,441172,637718,5600,430,5,"5600_5",-20.3963,-17.665,0.421525,0,20.3963,0,17.665
2007,430009,1687,1445,0.244291,0.0560554,0.0961938,0.245675,"Korinth","Faaborg-Midtfyn","8. Faaborg",0.0427543,0.524302,129.952,0.709091,729611,441172,637718,5600,430,7,"5600_7",84.7059,39.524,0.341869,84.7059,0,39.524,0
2011,430009,1651,1416,0.278955,0.0706215,0.0324859,0.259887,"Korinth","Faaborg-Midtfyn","8. Faaborg",0.0427543,0.524302,127.482,0.64939,729611,441172,637718,5600,430,11,"5600_11",-33.079,-37.5542,0.292373,0,33.079,0,37.5542
2015,430009,1601,1326,0.236802,0.0301659,0.0233786,0.198341,"Korinth","Faaborg-Midtfyn","8. Faaborg",0.0427543,0.524302,127.482,0.64939,729611,441172,637718,5600,430,15,"5600_15",-13.2235,-19.0926,0.266968,0,13.2235,0,19.0926
2015,430010,NA,NA,NA,NA,NA,NA,"Lyø","Faaborg-Midtfyn","8. Faaborg",NA,NA,NA,NA,NA,NA,NA,5600,430,15,"5600_15",-13.2235,-19.0926,NA,0,13.2235,0,19.0926
2005,430011,1792,1569,0.186106,0.0803059,0.133843,0.318674,"Svanninge","Faaborg-Midtfyn","8. Faaborg",0.029014,0.536213,131.649,0.781496,1.01659e+06,460800,667587,5600,430,5,"5600_5",-20.3963,-17.665,0.452518,0,20.3963,0,17.665
2007,430011,1796,1577,0.202917,0.0583386,0.112238,0.292327,"Svanninge","Faaborg-Midtfyn","8. Faaborg",0.029014,0.536213,131.649,0.781496,1.01659e+06,460800,667587,5600,430,7,"5600_7",84.7059,39.524,0.404566,84.7059,0,39.524,0
2011,430011,1732,1538,0.227568,0.0851756,0.0507152,0.315995,"Svanninge","Faaborg-Midtfyn","8. Faaborg",0.029014,0.536213,133.388,0.779644,1.01659e+06,460800,667587,5600,430,11,"5600_11",-33.079,-37.5542,0.36671,0,33.079,0,37.5542
2015,430011,1703,1485,0.236364,0.0323232,0.0329966,0.232997,"Svanninge","Faaborg-Midtfyn","8. Faaborg",0.029014,0.536213,133.388,0.779644,1.01659e+06,460800,667587,5600,430,15,"5600_15",-13.2235,-19.0926,0.268687,0,13.2235,0,19.0926
2005,430012,1439,1234,0.249595,0.082658,0.119125,0.296596,"Vester Aaby","Faaborg-Midtfyn","8. Faaborg",0.0368787,0.492785,128.536,0.742857,912742,422844,639865,5600,430,5,"5600_5",-20.3963,-17.665,0.415721,0,20.3963,0,17.665
2007,430012,1463,1267,0.258879,0.0426204,0.0891871,0.265983,"Vester Aaby","Faaborg-Midtfyn","8. Faaborg",0.0368787,0.492785,128.536,0.742857,912742,422844,639865,5600,430,7,"5600_7",84.7059,39.524,0.35517,84.7059,0,39.524,0
2011,430012,1414,1228,0.276873,0.0675896,0.0374593,0.258143,"Vester Aaby","Faaborg-Midtfyn","8. Faaborg",0.0368787,0.492785,130.024,0.729017,912742,422844,639865,5600,430,11,"5600_11",-33.079,-37.5542,0.295603,0,33.079,0,37.5542
2015,430012,1384,1187,0.25695,0.020219,0.0160067,0.221567,"Vester Aaby","Faaborg-Midtfyn","8. Faaborg",0.0368787,0.492785,130.024,0.729017,912742,422844,639865,5600,430,15,"5600_15",-13.2235,-19.0926,0.277169,0,13.2235,0,19.0926
2005,430013,1117,962,0.198545,0.049896,0.118503,0.388773,"Espe","Faaborg-Midtfyn","8. Faaborg",0.0403944,0.564249,136.675,0.78374,984739,479561,672216,5750,430,5,"5750_5",11.9448,25.4287,0.507277,11.9448,0,25.4287,0
2007,430013,1144,1013,0.224087,0.035538,0.114511,0.298124,"Espe","Faaborg-Midtfyn","8. Faaborg",0.0403944,0.564249,136.675,0.78374,984739,479561,672216,5750,430,7,"5750_7",22.7204,60.3461,0.412636,22.7204,0,60.3461,0
2011,430013,1111,955,0.243979,0.078534,0.0387435,0.327749,"Espe","Faaborg-Midtfyn","8. Faaborg",0.0403944,0.564249,137.112,0.767773,984739,479561,672216,5750,430,11,"5750_11",-4.92797,16.7345,0.366492,0,4.92797,16.7345,0
2015,430013,1109,971,0.238929,0.015448,0.0288363,0.260556,"Espe","Faaborg-Midtfyn","8. Faaborg",0.0403944,0.564249,137.112,0.767773,984739,479561,672216,5750,430,15,"5750_15",9.24865,-25.0355,0.254377,9.24865,0,0,25.0355
2005,430014,1108,909,0.166117,0.0759076,0.112211,0.39824,"Hillerslev","Faaborg-Midtfyn","8. Faaborg",0.046916,0.550525,139.366,0.735341,897903,466682,658241,5750,430,5,"5750_5",11.9448,25.4287,0.510451,11.9448,0,25.4287,0
2007,430014,1137,967,0.185109,0.0455016,0.10031,0.31334,"Hillerslev","Faaborg-Midtfyn","8. Faaborg",0.046916,0.550525,139.366,0.735341,897903,466682,658241,5750,430,7,"5750_7",22.7204,60.3461,0.41365,22.7204,0,60.3461,0
2011,430014,1110,962,0.190229,0.0706861,0.031185,0.346154,"Hillerslev","Faaborg-Midtfyn","8. Faaborg",0.046916,0.550525,140.701,0.74127,897903,466682,658241,5750,430,11,"5750_11",-4.92797,16.7345,0.377339,0,4.92797,16.7345,0
2015,430014,1099,927,0.197411,0.01726,0.02589,0.272923,"Hillerslev","Faaborg-Midtfyn","8. Faaborg",0.046916,0.550525,140.701,0.74127,897903,466682,658241,5750,430,15,"5750_15",9.24865,-25.0355,0.214671,9.24865,0,0,25.0355
2005,430015,5319,4502,0.253443,0.0912928,0.127277,0.296313,"Ringe","Faaborg-Midtfyn","8. Faaborg",0.0368769,0.527084,116.777,0.579325,626280,429922,659274,5750,430,5,"5750_5",11.9448,25.4287,0.42359,11.9448,0,25.4287,0
2007,430015,5529,4778,0.24864,0.0611134,0.115739,0.257848,"Ringe","Faaborg-Midtfyn","8. Faaborg",0.0368769,0.527084,116.777,0.579325,626280,429922,659274,5750,430,7,"5750_7",22.7204,60.3461,0.373587,22.7204,0,60.3461,0
2011,430015,5644,4914,0.258852,0.0936101,0.0384615,0.295075,"Ringe","Faaborg-Midtfyn","8. Faaborg",0.0368769,0.527084,116.776,0.553748,626280,429922,659274,5750,430,11,"5750_11",-4.92797,16.7345,0.333537,0,4.92797,16.7345,0
2015,430015,5654,4821,0.27152,0.0342253,0.029247,0.237917,"Ringe","Faaborg-Midtfyn","8. Faaborg",0.0368769,0.527084,116.776,0.553748,626280,429922,659274,5750,430,15,"5750_15",9.24865,-25.0355,0.305746,9.24865,0,0,25.0355
2005,430016,855,745,0.218792,0.102013,0.122148,0.260403,"Søllinge","Faaborg-Midtfyn","8. Faaborg",0.0434243,0.612903,141.598,0.832609,868689,508045,693141,5750,430,5,"5750_5",11.9448,25.4287,0.38255,11.9448,0,25.4287,0
2007,430016,868,786,0.231552,0.0547074,0.103053,0.237913,"Søllinge","Faaborg-Midtfyn","8. Faaborg",0.0434243,0.612903,141.598,0.832609,868689,508045,693141,5750,430,7,"5750_7",22.7204,60.3461,0.340967,22.7204,0,60.3461,0
2011,430016,863,769,0.248375,0.076723,0.0260078,0.241873,"Søllinge","Faaborg-Midtfyn","8. Faaborg",0.0434243,0.612903,141.793,0.833333,868689,508045,693141,5750,430,11,"5750_11",-4.92797,16.7345,0.26788,0,4.92797,16.7345,0
2015,430016,838,742,0.245283,0.0256065,0.0229111,0.183288,"Søllinge","Faaborg-Midtfyn","8. Faaborg",0.0434243,0.612903,141.793,0.833333,868689,508045,693141,5750,430,15,"5750_15",9.24865,-25.0355,0.270889,9.24865,0,0,25.0355
2005,430017,1702,1408,0.262074,0.078125,0.12642,0.255682,"Gislev","Faaborg-Midtfyn","8. Faaborg",0.0452151,0.534241,125.67,0.71955,737525,443558,648084,5854,430,5,"5854_5",NaN,NaN,0.382102,NA,NA,NA,NA
2007,430017,1695,1462,0.21409,0.0492476,0.108755,0.242818,"Gislev","Faaborg-Midtfyn","8. Faaborg",0.0452151,0.534241,125.67,0.71955,737525,443558,648084,5854,430,7,"5854_7",NaN,24.1689,0.351573,NA,NA,24.1689,0
2011,430017,1656,1441,0.263012,0.0700902,0.0444136,0.263706,"Gislev","Faaborg-Midtfyn","8. Faaborg",0.0452151,0.534241,125.677,0.699393,737525,443558,648084,5854,430,11,"5854_11",NaN,NaN,0.308119,NA,NA,NA,NA
2015,430017,1644,1393,0.277818,0.0279971,0.0315865,0.198851,"Gislev","Faaborg-Midtfyn","8. Faaborg",0.0452151,0.534241,125.677,0.699393,737525,443558,648084,5854,430,15,"5854_15",NaN,NaN,0.305815,NA,NA,NA,NA
2005,430018,1660,1371,0.257476,0.104303,0.118162,0.28957,"Kværndrup","Faaborg-Midtfyn","8. Faaborg",0.0455901,0.521091,120.987,0.672148,569438,404288,6.13644e+06,5772,430,5,"5772_5",NaN,NaN,0.407732,NA,NA,NA,NA
2007,430018,1751,1477,0.246445,0.0629655,0.098849,0.264049,"Kværndrup","Faaborg-Midtfyn","8. Faaborg",0.0455901,0.521091,120.987,0.672148,569438,404288,6.13644e+06,5772,430,7,"5772_7",31.2429,58.3219,0.362898,31.2429,0,58.3219,0
2011,430018,1743,1471,0.267165,0.0924541,0.0462271,0.265126,"Kværndrup","Faaborg-Midtfyn","8. Faaborg",0.0455901,0.521091,118.79,0.627213,569438,404288,6.13644e+06,5772,430,11,"5772_11",NaN,NaN,0.311353,NA,NA,NA,NA
2015,430018,1785,1436,0.272284,0.0376045,0.0271588,0.193593,"Kværndrup","Faaborg-Midtfyn","8. Faaborg",0.0455901,0.521091,118.79,0.627213,569438,404288,6.13644e+06,5772,430,15,"5772_15",NaN,NaN,0.309889,NA,NA,NA,NA
2005,430019,1760,1515,0.284488,0.0990099,0.10363,0.242904,"Ryslinge","Faaborg-Midtfyn","8. Faaborg",0.0372825,0.560895,122.73,0.745292,597222,451099,667355,5856,430,5,"5856_5",NaN,NaN,0.346535,NA,NA,NA,NA
2007,430019,1768,1569,0.256214,0.0688337,0.0994264,0.231358,"Ryslinge","Faaborg-Midtfyn","8. Faaborg",0.0372825,0.560895,122.73,0.745292,597222,451099,667355,5856,430,7,"5856_7",20.5731,NaN,0.330784,20.5731,0,NA,NA
2011,430019,1789,1593,0.291902,0.08914,0.0295041,0.268048,"Ryslinge","Faaborg-Midtfyn","8. Faaborg",0.0372825,0.560895,123.595,0.751429,597222,451099,667355,5856,430,11,"5856_11",NaN,NaN,0.297552,NA,NA,NA,NA
2015,430019,1785,1579,0.28689,0.0310323,0.0227992,0.18556,"Ryslinge","Faaborg-Midtfyn","8. Faaborg",0.0372825,0.560895,123.595,0.751429,597222,451099,667355,5856,430,15,"5856_15",NaN,NaN,0.317923,NA,NA,NA,NA
2005,430020,2600,2318,0.25151,0.0836928,0.153581,0.268766,"Nr. Lyndelse","Faaborg-Midtfyn","8. Faaborg",0.0336101,0.59052,130.133,0.756664,945343,505143,728502,5672,430,5,"5672_5",-9.21809,-22.598,0.422347,0,9.21809,0,22.598
2007,430020,2651,2415,0.258385,0.0509317,0.133747,0.264182,"Nr. Lyndelse","Faaborg-Midtfyn","8. Faaborg",0.0336101,0.59052,130.133,0.756664,945343,505143,728502,5672,430,7,"5672_7",36.8066,24.7951,0.39793,36.8066,0,24.7951,0
